,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,url_list
301,Buddy Hield,SG,26,SAC,82,82,2615,11.1,24.2,.458,4.9,11.6,.427,6.1,12.6,.487,3.0,3.4,.886,1.9,5.4,7.3,3.6,1.0,0.6,2.6,3.6,30.2,,113,114,https://www.basketball-reference.com/players/h/hieldbu01.html
302,Haywood Highsmith,SF,22,PHI,5,0,40,4.7,11.8,.400,1.2,5.9,.200,3.5,5.9,.600,0.0,2.4,.000,0.0,5.9,5.9,2.4,1.2,0.0,1.2,1.2,10.6,,83,113,https://www.basketball-reference.com/players/h/highsha01.html
303,Nenê Hilário,C,36,HOU,42,2,546,5.4,10.4,.517,0.0,0.3,.000,5.4,10.2,.531,2.8,4.2,.660,3.1,8.0,11.1,2.3,1.6,1.3,1.0,7.8,13.6,,122,110,https://www.basketball-reference.com/players/h/hilarne01.html
304,George Hill,PG,32,TOT,60,13,1302,6.2,13.7,.452,1.7,5.6,.314,4.4,8.1,.547,2.5,3.1,.824,1.4,4.0,5.4,4.9,1.9,0.3,1.9,3.7,16.6,,114,110,https://www.basketball-reference.com/players/h/hillge01.html
305,George Hill,PG,32,CLE,13,13,344,7.9,15.4,.514,1.9,4.0,.464,6.1,11.4,.532,2.5,2.9,.850,1.7,2.2,3.9,5.2,1.7,0.1,2.9,5.1,20.2,,115,120,https://www.basketball-reference.com/players/h/hillge01.html
306,George Hill,PG,32,MIL,47,0,958,5.6,13.0,.428,1.7,6.1,.280,3.9,7.0,.556,2.6,3.2,.815,1.3,4.6,5.9,4.8,1.9,0.3,1.5,3.3,15.4,,113,107,https://www.basketball-reference.com/players/h/hillge01.html
307,Solomon Hill,SF,27,NOP,44,15,878,3.6,9.4,.382,1.7,5.3,.317,1.9,4.1,.468,1.2,1.7,.719,1.8,5.2,7.0,2.9,1.2,0.5,1.6,4.2,10.1,,103,115,https://www.basketball-reference.com/players/h/hillso01.html
308,Aaron Holiday,PG,22,IND,50,0,646,8.0,19.8,.401,3.3,9.6,.339,4.7,10.2,.459,3.1,3.8,.820,0.4,4.7,5.1,6.6,1.6,1.0,3.0,5.4,22.3,,102,108,https://www.basketball-reference.com/players/h/holidaa01.html
309,Jrue Holiday,SG,28,NOP,67,67,2402,10.6,22.4,.472,2.3,7.0,.325,8.3,15.4,.539,4.0,5.2,.768,1.5,5.0,6.5,10.0,2.1,1.0,4.1,2.9,27.5,,111,112,https://www.basketball-reference.com/players/h/holidjr01.html
310,Justin Holiday,SG,29,TOT,82,77,2607,5.6,14.6,.386,3.0,8.8,.348,2.6,5.9,.442,1.8,2.0,.896,0.9,5.2,6.1,2.7,2.3,0.7,2.0,3.1,16.1,,100,111,https://www.basketball-reference.com/players/h/holidju01.html
311,Justin Holiday,SG,29,CHI,38,38,1325,5.5,14.4,.383,3.6,9.9,.359,2.0,4.5,.435,1.5,1.7,.891,0.7,5.5,6.2,3.1,2.5,0.8,1.7,2.9,16.1,,103,112,https://www.basketball-reference.com/players/h/holidju01.html
312,Justin Holiday,SG,29,MEM,44,39,1282,5.8,14.8,.389,2.5,7.6,.333,3.3,7.3,.447,2.1,2.3,.900,1.0,4.9,6.0,2.4,2.1,0.6,2.2,3.3,16.2,,96,110,https://www.basketball-reference.com/players/h/holidju01.html
313,John Holland,SF,30,CLE,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,125,https://www.basketball-reference.com/players/h/hollajo02.html
314,Rondae Hollis-Jefferson,SF,24,BRK,59,21,1234,7.7,18.8,.411,0.3,1.9,.184,7.4,16.9,.436,4.6,7.1,.645,3.2,8.8,12.0,3.7,1.7,1.0,2.6,4.1,20.3,,99,108,https://www.basketball-reference.com/players/h/holliro01.html
315,Richaun Holmes,C,25,PHO,70,4,1184,9.0,14.7,.608,0.0,0.0,,9.0,14.7,.608,5.2,7.1,.731,4.6,8.7,13.3,2.4,1.7,3.2,2.1,7.8,23.1,,127,111,https://www.basketball-reference.com/players/h/holmeri01.html
316,Rodney Hood,SG,26,TOT,72,49,1893,7.6,17.5,.435,2.2,6.1,.356,5.4,11.3,.478,3.6,4.0,.884,0.7,3.4,4.1,3.3,1.5,0.3,1.4,3.8,20.9,,112,117,https://www.basketball-reference.com/players/h/hoodro01.html
317,Rodney Hood,SG,26,CLE,45,45,1234,7.8,18.3,.427,2.2,6.1,.362,5.6,12.2,.460,4.2,4.6,.912,0.7,3.8,4.5,3.7,1.5,0.2,1.4,4.1,22.0,,113,119,https://www.basketball-reference.com/players/h/hoodro01.html
318,Rodney Hood,SG,26,POR,27,4,659,7.2,15.9,.452,2.1,6.2,.345,5.1,9.8,.519,2.4,3.0,.805,0.5,2.8,3.3,2.5,1.5,0.5,1.4,3.3,19.0,,112,113,https://www.basketball-reference.com/players/h/hoodro01.html
319,Al Horford,C,32,BOS,68,68,1973,9.4,17.7,.535,1.8,5.0,.360,7.7,12.7,.604,1.9,2.3,.821,2.9,8.3,11.2,6.9,1.4,2.1,2.5,3.1,22.6,,122,107,https://www.basketball-reference.com/players/h/horfoal01.html
320,Danuel House,SF,25,HOU,39,13,979,5.9,12.6,.468,3.7,8.9,.416,2.2,3.7,.595,2.8,3.6,.789,1.3,5.8,7.0,2.0,1.1,0.6,1.8,4.0,18.3,,123,113,https://www.basketball-reference.com/players/h/houseda01.html
321,Dwight Howard,C,33,WAS,9,9,230,8.9,14.2,.623,0.0,0.0,,8.9,14.2,.623,6.0,9.9,.604,4.9,12.1,17.1,0.8,1.4,0.8,3.3,7.0,23.7,,116,111,https://www.basketball-reference.com/players/h/howardw01.html
322,Kevin Huerter,SG,20,ATL,75,59,2048,6.2,14.8,.419,3.1,8.0,.385,3.1,6.9,.457,0.9,1.3,.732,1.4,4.2,5.5,4.8,1.5,0.6,2.5,3.5,16.4,,106,116,https://www.basketball-reference.com/players/h/huertke01.html
323,Isaac Humphries,C,21,ATL,5,1,56,5.0,17.3,.286,2.5,9.1,.273,2.5,8.3,.300,0.0,0.0,,3.3,5.8,9.1,0.0,0.8,0.0,0.0,5.8,12.4,,87,117,https://www.basketball-reference.com/players/h/humphis01.html
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 324
325,R.J. Hunter,SG,25,BOS,1,0,26,11.1,24.1,.462,7.4,18.5,.400,3.7,5.6,.667,1.9,3.7,.500,1.9,3.7,5.6,5.6,1.9,0.0,0.0,5.6,31.5,,131,111,https://www.basketball-reference.com/players/h/hunterj01.html
326,Chandler Hutchison,SF,22,CHI,44,14,895,5.2,11.3,.459,0.8,2.7,.280,4.4,8.6,.516,1.2,2.1,.605,1.7,8.3,10.0,1.8,1.2,0.3,1.4,3.2,12.4,,101,114,https://www.basketball-reference.com/players/h/hutchch01.html
327,Serge Ibaka,C,29,TOR,74,51,2010,11.1,20.9,.529,1.2,4.0,.290,9.9,16.9,.586,3.2,4.2,.763,3.7,10.6,14.3,2.4,0.7,2.5,2.7,5.0,26.5,,113,105,https://www.basketball-reference.com/players/i/ibakase01.html
328,Andre Iguodala,SF,35,GSW,68,13,1578,4.6,9.1,.500,1.4,4.3,.333,3.1,4.8,.652,1.2,2.0,.582,1.4,6.2,7.6,6.5,1.8,1.5,1.6,2.9,11.7,,124,109,https://www.basketball-reference.com/players/i/iguodan01.html
329,Ersan İlyasova,PF,31,MIL,67,7,1231,6.3,14.4,.438,2.2,6.0,.363,4.1,8.3,.493,2.3,2.8,.824,3.5,7.9,11.4,2.0,1.2,0.8,1.8,6.5,17.1,,112,106,https://www.basketball-reference.com/players/i/ilyaser01.html
330,Joe Ingles,PF,31,UTA,82,82,2568,6.7,14.9,.448,3.5,9.0,.391,3.2,5.9,.533,1.6,2.3,.707,0.7,5.5,6.1,8.7,1.8,0.4,3.6,3.4,18.5,,110,107,https://www.basketball-reference.com/players/i/inglejo01.html
331,Andre Ingram,SG,33,LAL,4,0,15,0.0,18.6,.000,0.0,9.3,.000,0.0,9.3,.000,0.0,0.0,,3.1,3.1,6.2,0.0,3.1,0.0,3.1,0.0,0.0,,12,110,https://www.basketball-reference.com/players/i/ingraan01.html
332,Brandon Ingram,SF,21,LAL,52,52,1760,9.6,19.3,.497,0.8,2.5,.330,8.8,16.8,.521,5.2,7.6,.675,1.1,6.0,7.1,4.1,0.7,0.8,3.4,3.9,25.1,,104,112,https://www.basketball-reference.com/players/i/ingrabr01.html
333,Kyrie Irving,PG,26,BOS,67,67,2214,13.1,27.0,.487,3.8,9.4,.401,9.4,17.6,.533,4.7,5.3,.873,1.5,5.7,7.3,10.1,2.2,0.7,3.7,3.6,34.7,,118,108,https://www.basketball-reference.com/players/i/irvinky01.html
334,Jonathan Isaac,PF,21,ORL,75,64,1996,6.4,15.0,.429,2.1,6.5,.323,4.3,8.5,.510,2.7,3.3,.815,2.4,7.6,10.1,2.0,1.4,2.4,1.8,3.5,17.7,,107,106,https://www.basketball-reference.com/players/i/isaacjo01.html
335,Wesley Iwundu,SF,24,ORL,68,13,1233,4.5,10.9,.412,1.2,3.1,.367,3.3,7.7,.431,3.3,4.1,.816,1.5,5.8,7.3,2.9,1.1,0.9,1.7,4.9,13.5,,107,110,https://www.basketball-reference.com/players/i/iwundwe01.html
336,Demetrius Jackson,PG,24,PHI,6,0,39,9.7,18.2,.533,2.4,7.3,.333,7.3,10.9,.667,4.8,4.8,1.000,2.4,1.2,3.6,6.1,2.4,0.0,1.2,4.8,26.6,,138,112,https://www.basketball-reference.com/players/j/jacksde01.html
337,Frank Jackson,PG,20,NOP,61,16,1169,7.7,17.8,.434,2.1,6.7,.314,5.6,11.1,.507,2.1,2.9,.740,1.0,4.3,5.3,2.7,1.0,0.1,1.9,3.7,19.7,,102,117,https://www.basketball-reference.com/players/j/jacksfr01.html
338,Jaren Jackson,PF,19,MEM,58,56,1515,9.8,19.3,.506,1.7,4.7,.359,8.1,14.7,.553,5.0,6.5,.766,2.4,6.5,8.9,2.1,1.7,2.7,3.2,7.2,26.2,,108,107,https://www.basketball-reference.com/players/j/jacksja02.html
339,Josh Jackson,SG,21,PHO,79,29,1988,8.3,20.2,.413,1.8,5.4,.324,6.6,14.8,.445,3.4,5.1,.671,1.6,6.7,8.3,4.4,1.8,1.3,4.2,5.0,21.9,,91,114,https://www.basketball-reference.com/players/j/jacksjo02.html
340,Justin Jackson,SF,23,TOT,81,14,1614,6.3,14.2,.447,2.5,7.2,.355,3.8,7.0,.542,1.8,2.3,.785,1.3,4.9,6.2,2.8,0.9,0.4,0.8,2.9,17.0,,117,114,https://www.basketball-reference.com/players/j/jacksju01.html
341,Justin Jackson,SF,23,SAC,52,3,1083,5.4,12.7,.424,2.4,6.8,.346,3.0,5.8,.515,1.8,2.1,.820,1.1,5.2,6.3,2.9,1.0,0.6,0.9,2.9,14.9,,114,114,https://www.basketball-reference.com/players/j/jacksju01.html
342,Justin Jackson,SF,23,DAL,29,11,531,8.4,17.4,.484,2.9,7.9,.372,5.5,9.5,.577,1.9,2.6,.724,1.7,4.3,6.0,2.6,0.8,0.1,0.6,2.9,21.6,,121,115,https://www.basketball-reference.com/players/j/jacksju01.html
343,Reggie Jackson,PG,28,DET,82,82,2289,9.5,22.6,.421,3.7,10.1,.369,5.8,12.4,.464,4.4,5.1,.864,1.0,3.7,4.7,7.4,1.2,0.2,3.2,4.5,27.1,,111,112,https://www.basketball-reference.com/players/j/jacksre01.html
344,LeBron James,SF,34,LAL,55,55,1937,13.4,26.3,.510,2.7,7.9,.339,10.7,18.4,.582,6.7,10.0,.665,1.4,9.8,11.2,10.9,1.7,0.8,4.7,2.3,36.2,,114,108,https://www.basketball-reference.com/players/j/jamesle01.html
345,Amile Jefferson,PF,25,ORL,12,0,68,7.2,11.5,.625,0.0,0.0,,7.2,11.5,.625,5.0,5.8,.875,4.3,10.8,15.1,2.2,2.2,2.2,0.7,5.8,19.4,,146,103,https://www.basketball-reference.com/players/j/jeffeam01.html
346,John Jenkins,SG,27,TOT,26,0,333,6.1,15.2,.400,3.2,8.4,.379,2.9,6.8,.426,2.2,2.6,.833,0.9,4.5,5.4,3.2,0.0,0.3,1.3,1.4,17.5,,109,119,https://www.basketball-reference.com/players/j/jenkijo01.html
347,John Jenkins,SG,27,WAS,4,0,14,6.8,6.8,1.000,6.8,6.8,1.000,0.0,0.0,,0.0,0.0,,0.0,3.4,3.4,3.4,0.0,0.0,0.0,0.0,20.3,,285,121,https://www.basketball-reference.com/players/j/jenkijo01.html
348,John Jenkins,SG,27,NYK,22,0,319,6.0,15.6,.388,3.0,8.5,.357,3.0,7.1,.426,2.3,2.7,.833,0.9,4.5,5.4,3.2,0.0,0.3,1.4,1.5,17.4,,107,119,https://www.basketball-reference.com/players/j/jenkijo01.html
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 349
350,Jonas Jerebko,PF,31,GSW,73,6,1218,6.4,13.9,.459,2.7,7.3,.367,3.7,6.5,.563,2.5,3.1,.800,2.8,8.4,11.2,3.7,1.1,0.7,1.7,5.4,17.9,,120,111,https://www.basketball-reference.com/players/j/jerebjo01.html
351,Alize Johnson,PF,22,IND,14,0,64,3.1,12.2,.250,0.8,1.5,.500,2.3,10.7,.214,3.1,6.1,.500,3.1,11.5,14.5,0.8,0.8,2.3,0.0,5.4,9.9,,86,105,https://www.basketball-reference.com/players/j/johnsal02.html
352,Amir Johnson,C,31,PHI,51,6,529,7.1,14.0,.503,1.1,3.6,.300,6.0,10.4,.573,2.8,3.7,.756,4.2,8.9,13.1,5.4,1.4,1.2,4.0,8.8,17.9,,109,109,https://www.basketball-reference.com/players/j/johnsam01.html
353,B.J. Johnson,SF,23,TOT,7,0,49,8.5,17.0,.500,2.8,6.6,.429,5.7,10.4,.545,1.9,1.9,1.000,1.9,5.7,7.6,0.0,1.9,0.0,1.9,3.8,21.7,,111,115,https://www.basketball-reference.com/players/j/johnsbj01.html
354,B.J. Johnson,SF,23,ATL,6,0,43,8.6,17.2,.500,3.2,6.4,.500,5.4,10.7,.500,2.1,2.1,1.000,2.1,6.4,8.6,0.0,2.1,0.0,2.1,3.2,22.6,,112,114,https://www.basketball-reference.com/players/j/johnsbj01.html
355,B.J. Johnson,SF,23,SAC,1,0,6,7.8,15.5,.500,0.0,7.8,.000,7.8,7.8,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,15.5,,101,120,https://www.basketball-reference.com/players/j/johnsbj01.html
356,James Johnson,PF,31,MIA,55,33,1164,6.9,15.9,.433,2.1,6.3,.336,4.8,9.7,.496,2.1,2.9,.714,0.9,6.5,7.4,5.7,1.5,1.1,3.1,4.8,18.0,,102,108,https://www.basketball-reference.com/players/j/johnsja01.html
357,Stanley Johnson,SF,22,TOT,66,7,1208,6.9,17.7,.389,2.5,8.7,.288,4.4,9.1,.484,2.0,2.6,.781,1.4,7.4,8.7,3.5,2.4,0.6,3.3,4.6,18.3,,94,108,https://www.basketball-reference.com/players/j/johnsst04.html
358,Stanley Johnson,SF,22,DET,48,7,961,6.8,17.9,.381,2.6,9.3,.282,4.2,8.6,.488,2.1,2.6,.804,1.3,7.7,9.0,3.1,2.5,0.7,2.8,4.7,18.4,,95,107,https://www.basketball-reference.com/players/j/johnsst04.html
359,Stanley Johnson,SF,22,NOP,18,0,247,7.2,17.1,.418,2.1,6.4,.324,5.1,10.7,.474,1.7,2.4,.692,1.7,6.2,7.9,5.3,2.3,0.2,4.9,4.1,18.1,,90,112,https://www.basketball-reference.com/players/j/johnsst04.html
360,Tyler Johnson,PG,26,TOT,57,22,1529,6.9,16.7,.413,2.9,8.3,.346,4.0,8.4,.477,3.0,4.0,.748,1.1,4.4,5.5,5.3,1.7,0.9,2.4,3.1,19.7,,107,111,https://www.basketball-reference.com/players/j/johnsty01.html
361,Tyler Johnson,PG,26,MIA,44,10,1123,7.4,17.4,.426,3.1,8.9,.353,4.3,8.6,.503,2.7,3.8,.693,0.8,4.4,5.3,4.9,1.7,0.9,2.7,3.1,20.7,,105,109,https://www.basketball-reference.com/players/j/johnsty01.html
362,Tyler Johnson,PG,26,PHO,13,12,406,5.4,14.7,.368,2.1,6.6,.321,3.3,8.1,.406,4.0,4.6,.872,1.8,4.4,6.1,6.4,1.6,0.7,1.6,2.9,16.9,,112,117,https://www.basketball-reference.com/players/j/johnsty01.html
363,Wesley Johnson,SF,31,TOT,38,13,534,3.9,11.2,.352,2.2,6.7,.329,1.8,4.6,.385,1.1,1.7,.684,1.1,5.3,6.3,2.0,1.2,1.1,1.6,5.5,11.2,,94,115,https://www.basketball-reference.com/players/j/johnswe01.html
364,Wesley Johnson,SF,31,NOP,26,13,377,4.3,10.8,.398,2.3,6.2,.380,2.0,4.7,.421,0.7,1.1,.667,1.2,5.4,6.7,2.0,1.5,0.9,1.5,5.5,11.7,,102,114,https://www.basketball-reference.com/players/j/johnswe01.html
365,Wesley Johnson,SF,31,WAS,12,0,157,3.0,12.1,.250,1.8,7.8,.231,1.2,4.2,.286,2.1,3.0,.700,0.6,4.8,5.4,2.1,0.6,1.5,1.8,5.4,10.0,,77,117,https://www.basketball-reference.com/players/j/johnswe01.html
366,Nikola Jokić,C,23,DEN,80,80,2504,12.1,23.7,.511,1.6,5.3,.307,10.5,18.4,.569,5.7,6.9,.821,4.5,12.5,17.0,11.4,2.1,1.1,4.9,4.5,31.5,,119,105,https://www.basketball-reference.com/players/j/jokicni01.html
367,Damian Jones,C,23,GSW,24,22,410,6.1,8.6,.716,0.0,0.0,,6.1,8.6,.716,2.8,4.3,.649,3.6,5.1,8.7,3.2,1.4,2.9,1.9,7.3,15.1,,137,109,https://www.basketball-reference.com/players/j/jonesda03.html
368,Derrick Jones,SF,21,MIA,60,14,1153,6.8,13.7,.494,1.2,3.9,.308,5.6,9.9,.567,3.1,5.2,.607,4.1,6.1,10.2,1.6,1.9,1.8,1.8,5.2,17.9,,113,107,https://www.basketball-reference.com/players/j/jonesde02.html
369,Jalen Jones,SF,25,CLE,16,0,214,6.0,14.4,.419,2.3,6.5,.357,3.7,7.9,.471,4.4,6.3,.704,2.6,5.3,7.9,1.6,2.1,0.5,1.9,6.3,18.8,,111,117,https://www.basketball-reference.com/players/j/jonesja04.html
370,Jemerrio Jones,SF,23,LAL,6,2,143,3.9,10.7,.364,0.7,3.3,.200,3.3,7.5,.435,0.3,0.7,.500,5.2,10.7,15.9,4.2,2.3,1.6,1.6,3.3,8.8,,102,105,https://www.basketball-reference.com/players/j/jonesje01.html
371,Terrence Jones,PF,27,HOU,2,0,5,9.8,39.2,.250,0.0,19.6,.000,9.8,19.6,.500,0.0,9.8,.000,0.0,39.2,39.2,0.0,0.0,0.0,9.8,9.8,19.6,,38,95,https://www.basketball-reference.com/players/j/joneste01.html
372,Tyus Jones,PG,22,MIN,68,23,1560,5.7,13.7,.415,1.2,3.9,.317,4.5,9.8,.453,1.8,2.1,.841,0.7,3.4,4.1,10.0,2.5,0.2,1.4,2.4,14.4,,116,114,https://www.basketball-reference.com/players/j/jonesty01.html
373,DeAndre Jordan,C,30,TOT,69,69,2047,6.8,10.6,.641,0.0,0.0,,6.8,10.6,.641,4.4,6.2,.705,5.3,16.0,21.3,3.7,1.0,1.7,3.6,4.0,17.9,,122,106,https://www.basketball-reference.com/players/j/jordade01.html
374,DeAndre Jordan,C,30,DAL,50,50,1554,6.5,10.1,.644,0.0,0.0,,6.5,10.1,.644,4.2,6.2,.682,5.0,16.4,21.4,3.1,1.0,1.7,3.5,3.9,17.2,,121,105,https://www.basketball-reference.com/players/j/jordade01.html
375,DeAndre Jordan,C,30,NYK,19,19,493,7.6,12.0,.634,0.0,0.0,,7.6,12.0,.634,5.0,6.5,.773,6.3,14.9,21.1,5.6,0.9,2.0,4.1,4.1,20.2,,125,109,https://www.basketball-reference.com/players/j/jordade01.html
376,Cory Joseph,PG,27,IND,82,9,2063,5.4,13.0,.412,1.3,4.1,.322,4.1,8.9,.454,0.7,1.0,.698,0.9,5.7,6.6,7.6,2.2,0.5,1.9,3.1,12.7,,105,107,https://www.basketball-reference.com/players/j/josepco01.html
377,Frank Kaminsky,C,25,CHO,47,0,755,8.9,19.2,.463,3.2,9.0,.360,5.7,10.2,.553,5.1,6.9,.738,2.5,8.0,10.5,4.1,0.8,0.8,2.6,4.4,26.1,,115,114,https://www.basketball-reference.com/players/k/kaminfr01.html
378,Enes Kanter,C,26,TOT,67,31,1640,11.0,20.1,.549,0.3,1.0,.294,10.7,19.1,.562,4.6,5.8,.787,7.6,11.8,19.4,3.4,0.9,0.8,3.5,4.9,26.9,,118,111,https://www.basketball-reference.com/players/k/kanteen01.html
379,Enes Kanter,C,26,NYK,44,23,1128,10.7,20.0,.536,0.3,0.9,.318,10.4,19.1,.547,4.5,5.5,.814,7.3,12.4,19.7,3.6,0.8,0.7,3.4,4.5,26.2,,117,112,https://www.basketball-reference.com/players/k/kanteen01.html
380,Enes Kanter,C,26,POR,23,8,512,11.7,20.3,.577,0.3,1.1,.250,11.4,19.2,.596,4.7,6.4,.735,8.1,10.6,18.7,3.0,1.3,0.9,3.7,5.8,28.5,,122,109,https://www.basketball-reference.com/players/k/kanteen01.html
381,Luke Kennard,SG,22,DET,63,10,1437,7.8,17.8,.438,3.6,9.2,.394,4.2,8.6,.486,1.7,2.1,.836,0.4,5.9,6.3,3.9,0.9,0.3,2.0,3.2,21.0,,110,112,https://www.basketball-reference.com/players/k/kennalu01.html
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 382
383,Michael Kidd-Gilchrist,PF,25,CHO,64,3,1179,6.5,13.7,.476,0.7,1.9,.340,5.9,11.8,.498,3.9,5.1,.772,3.6,6.5,10.1,2.5,1.3,1.6,1.8,6.4,17.6,,115,112,https://www.basketball-reference.com/players/k/kiddgmi01.html
384,George King,SF,25,PHO,1,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,119,https://www.basketball-reference.com/players/k/kingge03.html
385,Maxi Kleber,PF,27,DAL,71,18,1502,5.7,12.5,.453,2.5,7.0,.353,3.2,5.4,.583,1.9,2.4,.784,2.9,7.7,10.6,2.3,1.2,2.5,1.7,4.6,15.7,,115,109,https://www.basketball-reference.com/players/k/klebima01.html
386,Brandon Knight,PG,27,TOT,39,26,736,6.7,17.5,.381,2.8,8.7,.318,3.9,8.8,.443,1.8,2.3,.794,0.7,3.3,4.0,4.8,1.4,0.1,2.0,4.2,17.9,,101,119,https://www.basketball-reference.com/players/k/knighbr03.html
387,Brandon Knight,PG,27,HOU,12,0,118,4.6,19.5,.234,2.1,13.3,.156,2.5,6.2,.400,3.7,4.6,.818,0.4,3.3,3.7,3.7,0.8,0.0,2.1,5.8,15.0,,78,116,https://www.basketball-reference.com/players/k/knighbr03.html
388,Brandon Knight,PG,27,CLE,27,26,618,7.1,17.1,.413,2.9,7.8,.371,4.2,9.3,.448,1.4,1.8,.783,0.7,3.3,4.0,5.0,1.5,0.2,2.0,3.9,18.5,,106,119,https://www.basketball-reference.com/players/k/knighbr03.html
389,Kevin Knox,PF,19,NYK,75,57,2158,7.5,20.4,.370,2.8,8.1,.343,4.8,12.3,.387,3.6,5.0,.717,1.4,6.1,7.5,1.8,1.0,0.5,2.5,3.9,21.5,,93,116,https://www.basketball-reference.com/players/k/knoxke01.html
390,Furkan Korkmaz,SG,21,PHI,48,7,679,6.8,17.0,.400,3.3,10.0,.326,3.5,7.0,.505,2.5,3.1,.818,1.1,6.3,7.4,3.6,2.0,0.1,1.7,4.3,19.4,,108,110,https://www.basketball-reference.com/players/k/korkmfu01.html
391,Luke Kornet,PF,23,NYK,46,18,784,6.6,17.4,.378,4.3,11.9,.363,2.3,5.5,.411,2.3,2.8,.826,1.7,6.6,8.3,3.3,1.7,2.6,1.5,2.5,19.8,,110,111,https://www.basketball-reference.com/players/k/kornelu01.html
392,Kyle Korver,SG-PF,37,TOT,70,0,1334,7.3,17.4,.416,5.0,12.6,.397,2.3,4.9,.467,2.2,2.6,.822,0.3,5.5,5.9,2.9,0.9,0.4,2.1,3.8,21.7,,109,111,https://www.basketball-reference.com/players/k/korveky01.html
393,Kyle Korver,PF,37,CLE,16,0,251,6.9,15.0,.461,4.9,10.7,.463,2.0,4.4,.455,2.6,3.2,.813,0.0,5.7,5.7,3.4,0.6,0.4,3.4,4.4,21.4,,112,120,https://www.basketball-reference.com/players/k/korveky01.html
394,Kyle Korver,SG,37,UTA,54,0,1083,7.3,18.0,.408,5.0,13.0,.384,2.3,5.0,.469,2.1,2.5,.825,0.4,5.5,5.9,2.8,1.0,0.4,1.9,3.7,21.7,,109,109,https://www.basketball-reference.com/players/k/korveky01.html
395,Kosta Koufos,C,29,SAC,42,1,502,6.8,14.2,.477,0.0,0.0,,6.8,14.2,.477,0.9,2.2,.417,4.8,11.6,16.4,3.3,1.4,1.7,2.5,6.3,14.5,,101,108,https://www.basketball-reference.com/players/k/koufoko01.html
396,Rodions Kurucs,SF,20,BRK,63,46,1294,7.4,16.5,.450,2.1,6.8,.315,5.3,9.7,.543,2.6,3.4,.783,2.1,7.0,9.0,1.9,1.5,0.9,2.8,5.4,19.6,,102,109,https://www.basketball-reference.com/players/k/kurucro01.html
397,Kyle Kuzma,PF,23,LAL,70,68,2314,10.0,21.9,.456,2.6,8.5,.303,7.4,13.4,.553,3.8,5.0,.752,1.2,6.5,7.7,3.6,0.8,0.5,2.7,3.4,26.3,,106,112,https://www.basketball-reference.com/players/k/kuzmaky01.html
398,Skal Labissière,PF,22,TOT,22,1,176,7.0,13.1,.531,1.6,3.5,.462,5.4,9.7,.556,2.4,4.6,.529,2.4,9.1,11.5,3.0,1.3,1.6,3.0,7.8,18.0,,108,109,https://www.basketball-reference.com/players/l/labissk01.html
399,Skal Labissière,PF,22,SAC,13,0,113,5.4,12.4,.433,1.6,4.5,.364,3.7,7.8,.474,2.5,4.5,.545,1.6,8.2,9.9,2.5,0.8,1.2,2.9,8.6,14.8,,96,112,https://www.basketball-reference.com/players/l/labissk01.html
400,Skal Labissière,PF,22,POR,9,1,63,10.0,14.6,.684,1.5,1.5,1.000,8.5,13.1,.647,2.3,4.6,.500,3.8,10.8,14.6,3.8,2.3,2.3,3.1,6.2,23.8,,129,105,https://www.basketball-reference.com/players/l/labissk01.html
401,Jeremy Lamb,SG,26,CHO,79,55,2250,9.3,21.2,.440,2.5,7.1,.348,6.8,14.0,.487,5.0,5.6,.888,1.4,8.0,9.4,3.7,1.9,0.7,1.7,3.0,26.1,,113,111,https://www.basketball-reference.com/players/l/lambje01.html
402,Zach LaVine,SG,23,CHI,63,62,2171,11.8,25.4,.467,2.7,7.2,.374,9.2,18.2,.504,7.0,8.4,.832,0.9,5.7,6.6,6.3,1.3,0.6,4.8,3.1,33.3,,106,115,https://www.basketball-reference.com/players/l/lavinza01.html
403,Jake Layman,SF,24,POR,71,33,1327,7.9,15.5,.509,2.2,6.6,.326,5.7,8.9,.646,1.8,2.6,.704,2.0,5.9,7.9,1.9,1.1,1.1,1.7,4.2,19.7,,118,112,https://www.basketball-reference.com/players/l/laymaja01.html
404,T.J. Leaf,PF,21,IND,58,1,522,9.3,17.1,.541,0.7,2.9,.258,8.5,14.2,.599,1.8,2.9,.613,4.0,7.7,11.7,2.2,0.8,1.8,1.1,3.3,21.1,,119,107,https://www.basketball-reference.com/players/l/leaftj01.html
