,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18,Games18,FB,PAINTPTS,TO_PTS,2ND_PTS,Q1PTS,Q2PTS,Q3PTS,Q4PTS,PPP,>8ft%,8-16ft%,16-24ft%,24+%,BCS%,>8FTU,8-16FTU,16-24FTU,24+U,BCU,AVGDISTA,AVGDISTM,AVGDISTF,AFGM,JS,LU,DUN,TIPIN,JS%,Layup%18,DUN%,2PT_m,3PT_m,FT_m,AB_3U,MRU,paint_nonra,ra_usage,RC_3,LC_3,backcourt_usage,AB3%,MR%,paint_nonra%,RA%,RC3%,LC3%,BC%,url_list, , .1,Unnamed: 0,Team,Minutes
10,C.J. Miles,SG,32.0,WAS,10.0,0.0,161.0,5.4,16.8,0.322,3.1,10.0,0.314,2.3,6.8,0.33299999999999996,4.3,5.7,0.75,1.1,2.3,3.4,3.4,2.9,1.1,1.1,4.0,18.3,103.0,114.0,11.3,0.47200000000000003,0.593,0.33899999999999997,2.7,5.5,4.1,9.0,2.9,2.1,5.6,18.3,0.1,0.1,0.1,0.032,-0.5,-1.5,-2.0,0.0,"$8,730,158 ",1.2,-0.3,0.9,0.1,-6.6,-6.5,1.0,-1.4,-0.4,0.2,TOT,53.0,1.0,856.0,6.3,17.6,0.36,3.8,11.5,0.33,2.6,6.1,0.41700000000000004,2.7,3.3,0.828,0.7,4.6,5.4,2.0,1.5,0.9,1.7,4.5,19.2,99.0,110.0,9.0,0.504,0.653,0.18600000000000003,1.7,10.3,6.1,6.0,1.5,1.5,8.2,18.6,-0.2,0.9,0.7,0.040999999999999995,-2.1,-1.4,-3.4,-0.3,53.0,0.94,1.17,0.74,0.32,1.36,2.11,0.96,1.96,1.09,0.441,0.308,0.478,0.332,0.0,18.97,8.36,7.4,64.95,0.32,19.14,17.98,19.79,84.82,85.53,12.86,1.29,0.32,0.353,0.375,0.75,26.55,59.29,14.16,49.2,10.93,9.0,14.79,9.0,6.75,0.32,0.307,0.41200000000000003,0.35700000000000004,0.457,0.39299999999999996,0.429,0.0,53.0,0.94,1.17,0.74,0.32,1.36,2.11,0.96,1.96,1.09,0.441,0.308,0.478,0.332,0.0,18.97,8.36,7.4,64.95,0.32,19.14,17.98,19.79,84.82,85.53,12.86,1.29,0.32,0.353,0.375,0.75,26.55,59.29,14.16,49.2,10.93,9.0,14.79,9.0,6.75,0.32,0.307,0.41200000000000003,0.35700000000000004,0.457,0.39299999999999996,0.429,0.0,,,,,,
11,Caleb Martin,SF,24.0,CHO,3.0,0.0,25.0,3.9,17.4,0.222,0.0,5.8,0.0,3.9,11.6,0.33299999999999996,1.9,5.8,0.33299999999999996,0.0,7.7,7.7,5.8,1.9,3.9,5.8,3.9,9.7,51.0,108.0,-1.1,0.242,0.33299999999999996,0.33299999999999996,0.0,18.7,8.9,16.6,1.9,7.1,22.5,23.0,-0.2,0.0,-0.1,-0.268,-13.6,2.3,-11.3,-0.1,"$898,310 ",-11.5,0.5,-11.0,-22.2,11.6,-10.7,-14.0,2.7,-11.3,-0.1,CHO,3.0,0.0,25.0,3.9,17.4,0.222,0.0,5.8,0.0,3.9,11.6,0.33299999999999996,1.9,5.8,0.33299999999999996,0.0,7.7,7.7,5.8,1.9,3.9,5.8,3.9,9.7,51.0,108.0,-1.1,0.242,0.33299999999999996,0.33299999999999996,0.0,18.7,8.9,16.6,1.9,7.1,22.5,23.0,-0.2,0.0,-0.1,-0.268,-13.6,2.3,-11.3,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
12,Cam Reddish,SF,20.0,ATL,16.0,14.0,395.0,4.7,16.1,0.294,1.5,7.1,0.217,3.2,9.0,0.355,3.1,3.9,0.7879999999999999,1.1,5.7,6.7,3.3,1.8,0.6,3.4,3.7,14.1,79.0,115.0,4.5,0.395,0.441,0.243,2.5,13.4,8.0,9.8,1.8,1.2,16.2,18.8,-0.9,0.1,-0.8,-0.096,-5.6,-1.5,-7.2,-0.5,"$4,245,720 ",-5.1,-0.8,-5.8,-11.3,-0.6,-11.9,-6.5,-0.7,-7.1,-0.9,ATL,16.0,14.0,395.0,4.7,16.1,0.294,1.5,7.1,0.217,3.2,9.0,0.355,3.1,3.9,0.7879999999999999,1.1,5.7,6.7,3.3,1.8,0.6,3.4,3.7,14.1,79.0,115.0,4.5,0.395,0.441,0.243,2.5,13.4,8.0,9.8,1.8,1.2,16.2,18.8,-0.9,0.1,-0.8,-0.096,-5.6,-1.5,-7.2,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
13,Cameron Johnson,PF,23.0,PHO,15.0,0.0,293.0,7.5,17.2,0.435,4.8,11.6,0.41100000000000003,2.7,5.6,0.486,2.5,2.7,0.941,1.8,4.9,6.7,1.8,1.4,0.8,1.6,4.1,22.3,114.0,110.0,14.2,0.606,0.6759999999999999,0.157,4.1,11.9,7.9,5.5,1.4,1.5,8.0,18.2,0.4,0.3,0.7,0.11199999999999999,1.7,-1.3,0.4,0.2,"$4,033,440 ",0.5,-0.8,-0.3,-4.6,3.0,-1.6,-0.5,-0.1,-0.6,0.3,PHO,15.0,0.0,293.0,7.5,17.2,0.435,4.8,11.6,0.41100000000000003,2.7,5.6,0.486,2.5,2.7,0.941,1.8,4.9,6.7,1.8,1.4,0.8,1.6,4.1,22.3,114.0,110.0,14.2,0.606,0.6759999999999999,0.157,4.1,11.9,7.9,5.5,1.4,1.5,8.0,18.2,0.4,0.3,0.7,0.11199999999999999,1.7,-1.3,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
14,Cameron Payne,PG,24.0,TOT,40.0,13.0,712.0,6.6,15.3,0.43,1.7,5.8,0.298,4.9,9.5,0.511,2.3,2.8,0.805,0.9,4.0,4.9,7.3,1.9,0.6,3.1,4.4,17.1,103.0,115.0,11.5,0.519,0.377,0.184,2.0,9.2,5.5,21.8,1.9,1.1,15.7,17.6,0.1,0.3,0.5,0.031,-1.9,-1.6,-3.5,-0.3,"$150,000 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOT,40.0,13.0,712.0,6.6,15.3,0.43,1.7,5.8,0.298,4.9,9.5,0.511,2.3,2.8,0.805,0.9,4.0,4.9,7.3,1.9,0.6,3.1,4.4,17.1,103.0,115.0,11.5,0.519,0.377,0.184,2.0,9.2,5.5,21.8,1.9,1.1,15.7,17.6,0.1,0.3,0.5,0.031,-1.9,-1.6,-3.5,-0.3,40.0,0.58,2.8,0.98,0.55,1.28,1.4,1.3,2.23,1.121,0.551,0.469,0.368,0.305,0.0,39.91,14.35,8.52,36.77,0.45,13.77,10.8,16.01,38.54,69.51,29.15,0.0,1.35,0.374,0.5539999999999999,0.0,56.8,30.0,13.2,30.04,17.04,19.28,26.46,4.48,2.24,0.45,0.284,0.395,0.512,0.5760000000000001,0.2,0.8,0.0,40.0,0.58,2.8,0.98,0.55,1.28,1.4,1.3,2.23,1.121,0.551,0.469,0.368,0.305,0.0,39.91,14.35,8.52,36.77,0.45,13.77,10.8,16.01,38.54,69.51,29.15,0.0,1.35,0.374,0.5539999999999999,0.0,56.8,30.0,13.2,30.04,17.04,19.28,26.46,4.48,2.24,0.45,0.284,0.395,0.512,0.5760000000000001,0.2,0.8,0.0,,,,,,
15,Carsen Edwards,SG,21.0,BOS,15.0,0.0,172.0,6.1,19.0,0.324,3.6,11.2,0.325,2.5,7.8,0.321,2.5,3.1,0.818,1.4,6.1,7.5,3.9,1.1,0.6,2.0,4.2,18.4,96.0,107.0,8.8,0.45299999999999996,0.588,0.162,3.0,13.0,8.0,11.6,1.1,1.1,8.8,19.7,-0.1,0.2,0.1,0.038,-2.6,-1.1,-3.7,-0.1,"$1,200,000 ",-2.7,-0.4,-3.1,-14.0,-2.7,-16.7,-5.0,-0.9,-5.9,-0.3,BOS,15.0,0.0,172.0,6.1,19.0,0.324,3.6,11.2,0.325,2.5,7.8,0.321,2.5,3.1,0.818,1.4,6.1,7.5,3.9,1.1,0.6,2.0,4.2,18.4,96.0,107.0,8.8,0.45299999999999996,0.588,0.162,3.0,13.0,8.0,11.6,1.1,1.1,8.8,19.7,-0.1,0.2,0.1,0.038,-2.6,-1.1,-3.7,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
16,Charlie Brown,SG,22.0,ATL,4.0,0.0,16.0,2.9,8.8,0.33299999999999996,2.9,2.9,1.0,0.0,5.8,0.0,11.7,11.7,1.0,5.8,2.9,8.8,0.0,0.0,2.9,0.0,0.0,20.4,169.0,118.0,21.7,0.735,0.33299999999999996,1.3330000000000002,13.8,6.9,10.4,0.0,0.0,5.7,0.0,12.3,0.1,0.0,0.1,0.25,2.2,-4.4,-2.2,0.0,0,2.7,7.3,10.0,3.3,12.6,15.9,3.0,8.8,11.8,0.1,ATL,4.0,0.0,16.0,2.9,8.8,0.33299999999999996,2.9,2.9,1.0,0.0,5.8,0.0,11.7,11.7,1.0,5.8,2.9,8.8,0.0,0.0,2.9,0.0,0.0,20.4,169.0,118.0,21.7,0.735,0.33299999999999996,1.3330000000000002,13.8,6.9,10.4,0.0,0.0,5.7,0.0,12.3,0.1,0.0,0.1,0.25,2.2,-4.4,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
17,Chris Chiozza,PG,24.0,WAS,3.0,0.0,37.0,2.5,11.2,0.222,2.5,5.0,0.5,0.0,6.2,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.7,2.5,2.5,3.7,7.5,7.5,78.0,112.0,4.8,0.33299999999999996,0.444,0.0,0.0,12.1,5.9,21.2,2.5,4.5,25.0,13.3,-0.1,0.0,0.0,-0.061,-6.2,1.2,-5.0,0.0,0,-4.9,6.2,1.3,-18.8,23.2,4.4,-7.8,9.7,2.0,0.1,HOU,7.0,0.0,33.0,3.0,11.9,0.25,3.0,7.4,0.4,0.0,4.5,0.0,0.0,0.0,0.0,1.5,4.5,5.9,5.9,1.5,1.5,1.5,3.0,8.9,97.0,112.0,7.0,0.375,0.625,0.0,3.3,10.3,6.7,16.1,1.5,2.6,11.1,11.8,0.0,0.0,0.0,0.023,-4.5,-0.2,-4.7,0.0,7.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.86,0.75,0.0,0.0,0.0,0.4,0.0,25.0,0.0,12.5,62.5,0.0,18.63,25.0,16.5,100.0,75.0,25.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,100.0,0.0,37.5,12.5,12.5,12.5,12.5,12.5,0.0,0.33299999999999996,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.86,0.75,0.0,0.0,0.0,0.4,0.0,25.0,0.0,12.5,62.5,0.0,18.63,25.0,16.5,100.0,75.0,25.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,100.0,0.0,37.5,12.5,12.5,12.5,12.5,12.5,0.0,0.33299999999999996,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
18,Chris Clemons,SG,22.0,HOU,12.0,0.0,101.0,8.1,19.0,0.429,6.3,15.8,0.4,1.8,3.2,0.5710000000000001,1.4,1.8,0.75,0.9,3.2,4.1,2.7,0.9,0.9,2.3,5.0,24.0,114.0,113.0,13.4,0.606,0.833,0.095,2.0,7.0,4.5,9.1,0.9,1.7,10.3,19.6,0.2,0.1,0.2,0.1,1.1,-3.3,-2.2,0.0,0,3.1,1.9,5.0,-2.1,0.3,-1.8,2.3,1.7,4.0,0.4,HOU,12.0,0.0,101.0,8.1,19.0,0.429,6.3,15.8,0.4,1.8,3.2,0.5710000000000001,1.4,1.8,0.75,0.9,3.2,4.1,2.7,0.9,0.9,2.3,5.0,24.0,114.0,113.0,13.4,0.606,0.833,0.095,2.0,7.0,4.5,9.1,0.9,1.7,10.3,19.6,0.2,0.1,0.2,0.1,1.1,-3.3,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
19,Chris Silva,PF,23.0,MIA,16.0,0.0,161.0,7.4,10.9,0.6759999999999999,0.0,0.6,0.0,7.4,10.3,0.7140000000000001,4.1,5.9,0.7,9.1,10.3,19.5,3.2,1.2,3.5,6.8,13.0,18.9,111.0,99.0,17.2,0.6990000000000001,0.054000000000000006,0.541,23.5,23.3,23.4,10.4,1.2,7.3,33.4,18.4,0.2,0.3,0.6,0.171,-0.5,4.4,3.9,0.2,0,-2.0,4.1,2.1,3.8,1.6,5.4,-1.1,3.6,2.5,0.4,MIA,16.0,0.0,161.0,7.4,10.9,0.6759999999999999,0.0,0.6,0.0,7.4,10.3,0.7140000000000001,4.1,5.9,0.7,9.1,10.3,19.5,3.2,1.2,3.5,6.8,13.0,18.9,111.0,99.0,17.2,0.6990000000000001,0.054000000000000006,0.541,23.5,23.3,23.4,10.4,1.2,7.3,33.4,18.4,0.2,0.3,0.6,0.171,-0.5,4.4,3.9,0.2,0.0,-2.0,4.1,2.1,3.8,1.6,5.4,-1.1,3.6,2.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
20,Coby White,SG,19.0,CHI,19.0,0.0,487.0,8.6,23.4,0.366,3.7,11.2,0.32799999999999996,4.9,12.2,0.402,2.9,3.7,0.789,0.5,5.9,6.4,3.9,1.6,0.0,2.8,2.7,23.7,93.0,110.0,10.4,0.474,0.47700000000000004,0.156,1.0,13.6,7.0,13.6,1.6,0.0,10.0,24.5,-0.4,0.4,0.0,-0.001,-2.7,-1.9,-4.6,-0.3,"$5,307,120 ",-2.2,-0.7,-2.9,-4.8,2.1,-2.7,-2.7,-0.2,-2.9,0.0,CHI,19.0,0.0,487.0,8.6,23.4,0.366,3.7,11.2,0.32799999999999996,4.9,12.2,0.402,2.9,3.7,0.789,0.5,5.9,6.4,3.9,1.6,0.0,2.8,2.7,23.7,93.0,110.0,10.4,0.474,0.47700000000000004,0.156,1.0,13.6,7.0,13.6,1.6,0.0,10.0,24.5,-0.4,0.4,0.0,-0.001,-2.7,-1.9,-4.6,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
21,Cody Martin,SF,24.0,CHO,16.0,0.0,189.0,3.8,10.7,0.35700000000000004,0.3,4.6,0.055999999999999994,3.6,6.1,0.583,3.8,5.6,0.682,2.0,7.2,9.2,4.6,3.3,0.3,1.8,4.9,11.8,101.0,109.0,10.5,0.445,0.429,0.524,4.5,17.3,10.6,13.2,3.3,0.5,11.9,13.4,0.0,0.2,0.2,0.049,-2.8,0.9,-1.9,0.0,"$1,173,310 ",-2.1,8.8,6.7,-1.2,6.4,5.3,-2.0,9.0,7.0,0.9,CHO,16.0,0.0,189.0,3.8,10.7,0.35700000000000004,0.3,4.6,0.055999999999999994,3.6,6.1,0.583,3.8,5.6,0.682,2.0,7.2,9.2,4.6,3.3,0.3,1.8,4.9,11.8,101.0,109.0,10.5,0.445,0.429,0.524,4.5,17.3,10.6,13.2,3.3,0.5,11.9,13.4,0.0,0.2,0.2,0.049,-2.8,0.9,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
22,Cristiano Felicio,C,26.0,CHI,60.0,0.0,746.0,6.2,11.6,0.531,0.0,0.3,0.0,6.2,11.4,0.5429999999999999,3.3,4.7,0.685,5.1,9.0,14.2,2.4,0.7,0.5,2.1,4.5,15.6,116.0,114.0,13.4,0.568,0.022000000000000002,0.408,11.4,20.5,15.9,7.2,0.7,0.8,13.5,14.3,0.9,0.4,1.4,0.08800000000000001,-2.5,-1.1,-3.5,-0.3,"$8,156,500 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,60.0,0.0,746.0,6.2,11.6,0.531,0.0,0.3,0.0,6.2,11.4,0.5429999999999999,3.3,4.7,0.685,5.1,9.0,14.2,2.4,0.7,0.5,2.1,4.5,15.6,116.0,114.0,13.4,0.568,0.022000000000000002,0.408,11.4,20.5,15.9,7.2,0.7,0.8,13.5,14.3,0.9,0.4,1.4,0.08800000000000001,-2.5,-1.1,-3.5,-0.3,60.0,0.33,3.03,0.52,1.1,0.73,0.85,0.52,1.9,1.341,0.564,0.455,0.25,0.0,0.0,87.15,6.15,4.47,2.23,0.0,3.38,1.94,5.01,69.47,27.37,50.28,13.41,8.94,0.36700000000000005,0.544,0.875,79.17,0.0,20.83,2.23,6.15,17.32,74.3,0.0,0.0,0.0,0.0,0.364,0.29,0.617,0.0,0.0,0.0,60.0,0.33,3.03,0.52,1.1,0.73,0.85,0.52,1.9,1.341,0.564,0.455,0.25,0.0,0.0,87.15,6.15,4.47,2.23,0.0,3.38,1.94,5.01,69.47,27.37,50.28,13.41,8.94,0.36700000000000005,0.544,0.875,79.17,0.0,20.83,2.23,6.15,17.32,74.3,0.0,0.0,0.0,0.0,0.364,0.29,0.617,0.0,0.0,0.0,,,,,,
23,Džanan Musa,SF,20.0,BRK,13.0,0.0,211.0,5.3,15.7,0.33799999999999997,1.3,7.7,0.171,4.0,7.9,0.5,4.0,5.3,0.75,1.3,7.3,8.6,3.1,1.3,0.2,4.0,2.6,15.9,84.0,111.0,6.1,0.441,0.493,0.33799999999999997,3.0,16.1,9.7,9.2,1.3,0.4,18.1,19.5,-0.4,0.2,-0.2,-0.051,-5.8,-1.4,-7.2,-0.3,"$1,911,600 ",-4.5,1.2,-3.3,-8.5,0.7,-7.9,-5.5,1.2,-4.3,-0.2,BRK,13.0,0.0,211.0,5.3,15.7,0.33799999999999997,1.3,7.7,0.171,4.0,7.9,0.5,4.0,5.3,0.75,1.3,7.3,8.6,3.1,1.3,0.2,4.0,2.6,15.9,84.0,111.0,6.1,0.441,0.493,0.33799999999999997,3.0,16.1,9.7,9.2,1.3,0.4,18.1,19.5,-0.4,0.2,-0.2,-0.051,-5.8,-1.4,-7.2,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
