,Player18,Pos18,Age18,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18, 18, .118,Player
10,Danuel House,SF,25.0,HOU,39.0,13.0,979.0,5.9,12.6,0.46799999999999997,3.7,8.9,0.41600000000000004,2.2,3.7,0.595,2.8,3.6,0.789,1.3,5.8,7.0,2.0,1.1,0.6,1.8,4.0,18.3,123.0,113.0,12.2,0.6459999999999999,0.706,0.282,2.8,13.3,7.9,5.9,1.1,1.0,11.0,14.1,1.6,0.7,2.3,0.113,0.4,-1.1,-0.6,0.3,39.0,1.56,2.21,1.56,1.38,2.21,1.97,2.18,3.03,1.452,0.609,0.25,1.0,0.41600000000000004,0.0,27.38,1.59,0.4,70.63,0.0,17.8,15.86,19.51,86.44,73.81,18.25,6.35,1.59,0.409,0.565,0.875,24.04,60.66,15.3,40.08,0.79,3.17,25.4,21.43,9.13,0.0,0.436,0.5,0.25,0.6409999999999999,0.35200000000000004,0.478,0.0,,,Danuel House
11,Dario Saric,PF,24.0,TOT,81.0,41.0,2023.0,7.2,16.4,0.43700000000000006,2.8,7.6,0.365,4.4,8.8,0.499,3.1,3.5,0.88,3.0,7.8,10.8,3.0,1.1,0.2,2.3,4.3,20.3,113.0,114.0,13.1,0.563,0.46399999999999997,0.21600000000000003,6.6,17.5,12.1,8.8,1.1,0.4,11.3,17.8,2.3,1.2,3.5,0.084,0.3,-1.4,-1.1,0.5,80.0,1.05,3.93,1.4,1.66,2.84,2.5,2.76,2.4,1.224,0.556,0.342,0.317,0.364,0.0,38.78,5.54,9.18,46.5,0.0,14.67,12.11,16.62,83.16,68.51,29.01,1.31,1.17,0.34,0.618,1.0,43.1,41.43,15.48,38.05,11.37,10.35,31.78,4.81,3.64,0.0,0.364,0.308,0.268,0.633,0.39399999999999996,0.32,0.0,,,Dario Saric
12,Davis Bertans,PF,26.0,SAS,76.0,12.0,1632.0,6.1,13.6,0.45,4.3,10.1,0.429,1.8,3.4,0.513,1.6,1.8,0.883,0.7,7.2,7.9,3.0,1.0,1.0,1.3,4.0,18.1,122.0,112.0,13.0,0.632,0.746,0.132,1.6,16.0,8.8,8.2,1.0,1.7,8.2,14.1,2.6,1.5,4.0,0.11800000000000001,1.6,-0.4,1.2,1.3,76.0,1.11,1.0,0.92,0.49,1.68,2.09,1.79,2.37,1.338,0.61,0.406,0.41700000000000004,0.433,0.0,13.02,7.06,5.3,73.95,0.66,21.32,19.9,22.49,94.12,89.85,7.28,1.99,0.88,0.43,0.5760000000000001,0.889,19.47,71.78,8.75,63.36,9.27,7.95,8.17,5.52,5.08,0.66,0.408,0.5,0.278,0.757,0.68,0.478,0.0,,,Davis Bertans
13,Dennis Schroder,PG,25.0,OKC,79.0,14.0,2314.0,9.2,22.3,0.414,2.5,7.3,0.341,6.7,14.9,0.45,3.8,4.6,0.8190000000000001,0.8,5.0,5.7,6.5,1.3,0.2,3.5,3.8,24.7,103.0,110.0,12.7,0.508,0.33,0.20600000000000002,1.6,11.3,6.3,20.4,1.3,0.4,12.5,24.2,0.4,2.4,2.9,0.06,-1.6,-1.5,-3.1,-0.6,79.0,2.46,5.92,2.24,1.03,2.87,3.99,3.75,4.86,1.109,0.486,0.406,0.42100000000000004,0.344,0.0,35.42,21.2,10.33,32.61,0.45,13.59,11.97,14.73,33.7,72.01,27.9,0.09,0.0,0.39,0.474,1.0,54.41,30.39,15.2,27.81,21.01,18.48,27.45,2.36,2.45,0.45,0.33899999999999997,0.42700000000000005,0.382,0.515,0.308,0.444,0.0,,,Dennis Schroder
14,Dennis Smith Jr.,PG,21.0,TOT,53.0,50.0,1508.0,8.9,20.9,0.428,2.1,6.7,0.322,6.8,14.2,0.47700000000000004,3.2,5.0,0.635,1.0,3.9,5.0,8.1,2.1,0.6,4.9,4.1,23.2,96.0,112.0,12.3,0.502,0.32,0.24,2.2,8.7,5.5,27.3,2.1,1.1,17.6,24.8,-1.2,1.2,0.0,0.001,-1.7,-0.9,-2.5,-0.2,53.0,2.42,6.53,2.47,1.25,4.0,2.96,4.06,2.57,1.111,0.544,0.32299999999999995,0.354,0.324,0.0,45.85,9.54,12.62,31.85,0.15,12.2,9.4,14.3,34.53,58.31,36.15,4.92,0.62,0.335,0.502,0.938,58.45,27.84,13.71,28.62,16.46,10.46,41.08,2.0,1.23,0.15,0.317,0.355,0.324,0.5660000000000001,0.385,0.375,0.0,,,Dennis Smith Jr.
15,Derrick Jones Jr.,SF,21.0,MIA,60.0,14.0,1153.0,6.8,13.7,0.494,1.2,3.9,0.308,5.6,9.9,0.5670000000000001,3.1,5.2,0.607,4.1,6.1,10.2,1.6,1.9,1.8,1.8,5.2,17.9,113.0,107.0,14.0,0.5589999999999999,0.281,0.377,8.8,13.3,11.1,4.7,1.9,3.3,10.2,15.6,1.2,1.7,2.9,0.121,-1.3,1.5,0.2,0.6,60.0,1.08,4.3,1.72,1.77,1.53,2.52,1.1,1.88,1.3019999999999998,0.58,0.41700000000000004,0.0,0.318,0.0,67.59,3.7,0.62,27.16,0.93,8.52,5.31,11.65,71.25,39.2,31.17,19.75,9.88,0.299,0.485,0.828,62.56,19.91,17.54,8.95,1.85,10.8,59.26,6.79,11.42,0.93,0.24100000000000002,0.5,0.2,0.635,0.364,0.35100000000000003,0.0,,,Derrick Jones Jr.
16,D.J. Stephens,SG,28.0,MEM,1.0,0.0,7.0,7.1,14.2,0.5,0.0,0.0,0.0,7.1,14.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,7.1,0.0,14.2,60.0,102.0,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,33.3,19.1,0.0,0.0,0.0,-0.11900000000000001,-9.9,2.3,-7.6,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,D.J. Stephens
17,Donatas Motiejunas,PF,28.0,SAS,3.0,0.0,13.0,11.3,22.5,0.5,0.0,0.0,0.0,11.3,22.5,0.5,0.0,7.5,0.0,7.5,3.8,11.3,3.8,0.0,3.8,11.3,22.5,22.5,72.0,111.0,-0.5,0.436,0.0,0.33299999999999996,16.9,8.3,12.6,11.9,0.0,6.5,30.4,33.5,-0.1,0.0,-0.1,-0.24600000000000002,-11.2,-0.3,-11.5,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.33299999999999996,0.667,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,7.33,6.67,8.0,100.0,66.67,33.33,0.0,0.0,0.5,0.5,0.0,100.0,0.0,0.0,0.0,16.67,50.0,33.33,0.0,0.0,0.0,0.0,0.0,0.667,0.5,0.0,0.0,0.0,,,Donatas Motiejunas
18,Dzanan Musa,SG,19.0,BRK,9.0,0.0,39.0,11.0,26.8,0.409,1.2,12.2,0.1,9.8,14.6,0.667,0.0,2.4,0.0,1.2,4.9,6.1,2.4,2.4,0.0,4.9,1.2,23.2,75.0,110.0,5.8,0.415,0.455,0.091,2.7,10.7,6.7,8.6,2.4,0.0,14.9,29.0,-0.2,0.0,-0.1,-0.152,-7.6,-2.8,-10.4,-0.1,9.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,2.11,0.8640000000000001,0.75,0.5,0.5,0.1,0.0,36.36,9.09,9.09,45.45,0.0,15.14,7.56,20.38,77.78,77.27,22.73,0.0,0.0,0.294,0.8,0.0,84.21,15.79,0.0,36.36,9.09,22.73,22.73,4.55,4.55,0.0,0.125,0.5,0.6,0.8,0.0,0.0,0.0,,,Dzanan Musa
19,Ersan Ilyasova,PF,31.0,MIL,67.0,7.0,1231.0,6.3,14.4,0.43799999999999994,2.2,6.0,0.363,4.1,8.3,0.493,2.3,2.8,0.8240000000000001,3.5,7.9,11.4,2.0,1.2,0.8,1.8,6.5,17.1,112.0,106.0,11.6,0.5479999999999999,0.42,0.19399999999999998,8.2,16.2,12.5,5.5,1.2,1.4,10.4,15.7,1.2,1.9,3.0,0.11900000000000001,-1.5,0.1,-1.3,0.2,67.0,0.87,2.84,0.91,1.36,2.12,1.61,1.75,1.21,1.189,0.557,0.265,0.35,0.365,0.0,43.83,8.92,5.25,41.73,0.26,13.29,10.81,15.23,80.24,59.84,29.92,1.31,8.92,0.355,0.596,0.8,48.12,38.41,13.47,30.71,10.5,9.45,38.06,6.3,4.72,0.26,0.376,0.35,0.222,0.6,0.41700000000000004,0.222,0.0,,,Ersan Ilyasova
20,Gary Payton II,PG,26.0,WAS,3.0,0.0,16.0,14.8,23.7,0.625,3.0,5.9,0.5,11.8,17.8,0.667,0.0,0.0,0.0,3.0,3.0,5.9,11.8,8.9,3.0,3.0,5.9,32.6,135.0,97.0,36.9,0.688,0.25,0.0,6.7,6.9,6.8,45.1,8.9,5.3,11.1,23.8,0.1,0.0,0.1,0.358,9.8,5.2,14.9,0.1,3.0,1.33,2.67,0.67,0.0,0.0,0.0,0.0,3.67,1.375,0.667,0.0,0.0,0.5,0.0,75.0,0.0,0.0,25.0,0.0,6.13,4.8,8.33,80.0,25.0,50.0,12.5,12.5,0.5,0.75,1.0,72.73,27.27,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.667,0.5,0.0,0.0,,,Gary Payton II
21,Gary Trent Jr.,SG,20.0,POR,15.0,1.0,111.0,7.0,21.8,0.32,2.2,9.2,0.23800000000000002,4.8,12.7,0.379,1.3,3.1,0.429,0.4,4.4,4.8,2.2,0.4,0.9,1.7,1.7,17.5,81.0,115.0,3.6,0.377,0.42,0.14,1.0,9.4,5.3,6.2,0.4,1.4,7.0,21.7,-0.3,0.1,-0.2,-0.092,-6.7,-3.6,-10.3,-0.2,15.0,0.0,0.53,0.4,0.2,0.27,0.13,0.33,1.93,0.8,0.33299999999999996,0.25,0.5,0.23800000000000002,0.0,18.0,16.0,24.0,42.0,0.0,17.16,16.25,17.59,50.0,86.0,14.0,0.0,0.0,0.302,0.429,0.0,55.0,37.5,7.5,34.0,30.0,16.0,12.0,4.0,4.0,0.0,0.17600000000000002,0.467,0.125,0.5,0.0,1.0,0.0,,,Gary Trent Jr.
22,Glenn Robinson III,SF,25.0,DET,47.0,18.0,610.0,6.0,14.2,0.42,1.5,5.0,0.29,4.5,9.2,0.491,2.6,3.2,0.8,1.4,4.4,5.7,1.7,1.1,0.6,1.5,3.6,16.0,104.0,112.0,8.7,0.511,0.35200000000000004,0.22699999999999998,2.9,10.0,6.4,5.1,1.1,1.1,8.5,15.0,0.1,0.6,0.7,0.054000000000000006,-3.5,-0.8,-4.2,-0.3,47.0,0.74,1.83,1.0,0.21,1.13,0.96,0.74,1.34,1.125,0.552,0.33299999999999996,0.529,0.29,0.0,38.07,17.05,9.66,35.23,0.0,13.11,10.59,14.93,86.49,67.05,26.7,5.11,1.14,0.33899999999999997,0.511,0.889,56.57,27.27,16.16,17.05,15.34,22.73,26.7,10.8,7.39,0.0,0.33299999999999996,0.48100000000000004,0.325,0.638,0.21100000000000002,0.308,0.0,,,Glenn Robinson III
23,Goran Dragic,PG,32.0,MIA,36.0,22.0,991.0,8.8,21.3,0.413,2.8,8.1,0.348,6.0,13.3,0.45399999999999996,3.9,5.0,0.782,1.0,4.5,5.5,8.6,1.5,0.2,3.5,4.0,24.4,106.0,111.0,13.9,0.517,0.379,0.233,2.1,9.8,6.0,27.3,1.5,0.5,12.9,23.7,0.6,1.0,1.6,0.079,0.1,-1.3,-1.2,0.2,36.0,1.83,5.78,2.31,0.75,3.36,4.31,3.19,2.86,1.141,0.521,0.34700000000000003,0.321,0.348,0.0,39.03,16.63,6.47,37.88,0.0,13.29,11.22,14.75,44.69,67.67,31.87,0.0,0.46,0.355,0.536,0.0,49.39,34.62,15.99,30.48,12.93,18.01,31.18,4.16,3.23,0.0,0.364,0.321,0.359,0.563,0.222,0.35700000000000004,0.0,,,Goran Dragic
24,Harry Giles III,PF,20.0,SAC,58.0,0.0,820.0,9.9,19.8,0.503,0.0,0.3,0.0,9.9,19.4,0.512,3.3,5.2,0.637,3.7,8.9,12.6,4.8,1.8,1.2,4.1,8.5,23.2,102.0,109.0,14.4,0.526,0.017,0.261,8.1,20.1,14.0,15.2,1.8,2.3,15.8,23.2,0.0,1.0,1.0,0.055999999999999994,-3.0,0.9,-2.1,0.0,58.0,0.62,5.34,0.98,1.28,1.52,1.95,1.59,1.98,1.172,0.593,0.389,0.33299999999999996,0.0,0.0,62.07,25.86,10.34,1.44,0.29,6.6,4.73,8.5,65.14,53.16,26.44,10.34,10.06,0.395,0.5329999999999999,0.861,85.78,0.0,14.22,0.86,16.95,35.63,45.69,0.0,0.57,0.29,0.0,0.33899999999999997,0.42700000000000005,0.642,0.0,0.0,0.0,,,Harry Giles III
25,Jakob Poeltl,C,23.0,SAS,77.0,24.0,1273.0,7.2,11.1,0.645,0.0,0.0,0.0,7.2,11.1,0.645,1.9,3.5,0.5329999999999999,6.8,8.9,15.7,3.6,1.1,2.6,1.8,4.8,16.2,133.0,108.0,19.4,0.64,0.0,0.317,15.4,19.7,17.6,10.0,1.1,4.5,12.7,13.1,3.5,1.6,5.1,0.193,1.5,2.7,4.2,2.0,77.0,0.22,4.65,0.71,1.47,1.17,1.0,1.66,1.66,1.459,0.657,0.42100000000000004,1.0,0.0,0.0,92.41,6.55,1.03,0.0,0.0,2.43,2.13,2.99,70.59,17.93,53.45,9.66,18.97,0.5379999999999999,0.69,0.893,88.42,0.0,11.58,0.0,3.79,20.0,76.21,0.0,0.0,0.0,0.0,0.727,0.44799999999999995,0.6920000000000001,0.0,0.0,0.0,,,Jakob Poeltl
26,James Ennis III,SF,28.0,TOT,58.0,27.0,1230.0,5.5,11.6,0.469,2.2,6.2,0.353,3.3,5.5,0.601,2.3,3.2,0.716,2.4,4.8,7.2,1.6,1.6,0.9,1.3,5.9,15.4,119.0,112.0,11.0,0.59,0.531,0.276,5.3,10.9,8.1,4.7,1.6,1.6,9.3,12.7,1.6,1.0,2.6,0.10300000000000001,-0.5,-0.2,-0.7,0.4,58.0,1.43,2.76,1.66,1.22,1.91,1.59,1.48,1.72,1.3230000000000002,0.625,0.28600000000000003,0.33299999999999996,0.353,0.0,43.54,2.38,1.02,53.06,0.0,13.77,10.49,16.67,82.61,58.5,28.57,6.8,6.12,0.366,0.5710000000000001,1.0,42.67,42.42,14.91,25.85,2.38,4.08,40.48,15.65,11.56,0.0,0.303,0.429,0.33299999999999996,0.639,0.37,0.441,0.0,,,James Ennis III
27,Jaren Jackson Jr.,PF,19.0,MEM,58.0,56.0,1515.0,9.8,19.3,0.506,1.7,4.7,0.359,8.1,14.7,0.5529999999999999,5.0,6.5,0.7659999999999999,2.4,6.5,8.9,2.1,1.7,2.7,3.2,7.2,26.2,108.0,107.0,16.4,0.591,0.24100000000000002,0.33399999999999996,5.3,15.0,10.1,7.2,1.7,5.1,12.7,22.8,1.2,2.2,3.3,0.105,-1.4,1.4,0.1,0.8,58.0,1.34,8.24,2.0,1.6,4.29,3.24,2.97,3.22,1.355,0.58,0.47700000000000004,0.273,0.359,0.0,59.42,14.6,1.87,24.11,0.0,9.39,7.29,11.54,68.79,61.8,26.32,9.17,2.72,0.40700000000000003,0.581,0.9440000000000001,61.9,19.17,18.92,18.17,4.58,32.6,38.71,3.06,2.89,0.0,0.41100000000000003,0.29600000000000004,0.42200000000000004,0.693,0.16699999999999998,0.235,0.0,,,Jaren Jackson Jr.
28,JJ Redick,SG,34.0,PHI,76.0,63.0,2379.0,9.0,20.4,0.44,4.8,12.0,0.397,4.2,8.4,0.502,4.5,5.1,0.894,0.4,3.3,3.7,4.1,0.6,0.3,2.0,2.6,27.2,118.0,115.0,15.1,0.602,0.589,0.248,0.9,7.2,4.1,12.9,0.6,0.6,8.1,21.9,4.6,1.2,5.9,0.11800000000000001,2.7,-3.3,-0.7,0.8,76.0,2.0,2.05,2.09,1.43,5.21,4.88,4.04,3.63,1.3359999999999999,0.542,0.436,0.5,0.396,0.0,11.68,5.36,24.15,58.81,0.0,20.39,19.44,21.13,89.38,89.68,10.32,0.0,0.0,0.423,0.585,0.0,30.9,52.48,16.62,50.63,27.36,3.89,9.93,5.45,2.73,0.0,0.39,0.48,0.45,0.588,0.35700000000000004,0.5710000000000001,0.0,,,JJ Redick
29,Jonas Valanciunas,C,26.0,TOT,49.0,27.0,1091.0,13.5,24.0,0.5589999999999999,0.6,2.1,0.292,12.8,21.9,0.586,6.6,8.3,0.795,4.7,14.0,18.7,3.1,0.8,2.4,4.0,6.5,34.1,114.0,104.0,24.4,0.616,0.08900000000000001,0.344,10.7,31.4,21.1,12.0,0.8,4.4,12.7,28.5,2.2,1.9,4.2,0.183,0.1,1.2,1.2,0.9,49.0,0.43,10.78,1.84,3.31,4.29,4.14,2.92,4.04,1.4180000000000001,0.621,0.474,0.43799999999999994,0.292,0.0,70.07,18.03,2.97,8.92,0.0,6.51,5.0,8.43,59.8,58.55,27.7,7.25,6.51,0.498,0.57,0.9490000000000001,75.23,5.5,19.27,8.36,9.67,35.69,45.72,0.37,0.19,0.0,0.267,0.442,0.526,0.6629999999999999,0.5,1.0,0.0,,,Jonas Valanciunas
30,Jose Calderon,PG,37.0,DET,49.0,0.0,632.0,3.5,9.4,0.375,1.1,4.4,0.24600000000000002,2.4,4.9,0.49200000000000005,0.7,0.9,0.818,0.9,3.8,4.7,9.0,1.2,0.2,2.7,5.0,8.8,102.0,112.0,7.1,0.45299999999999996,0.475,0.092,1.8,8.8,5.2,24.9,1.2,0.4,21.9,10.9,0.0,0.5,0.6,0.043,-4.0,-1.2,-5.1,-0.5,48.0,0.04,0.38,0.17,0.21,0.54,0.75,0.65,0.42,0.9420000000000001,0.474,0.35700000000000004,0.5670000000000001,0.25,0.0,15.83,11.67,25.0,46.67,0.83,18.58,16.22,20.0,48.89,85.83,14.17,0.0,0.0,0.359,0.47100000000000003,0.0,54.87,37.17,7.96,39.17,35.83,4.17,12.5,4.17,3.33,0.83,0.23399999999999999,0.512,0.4,0.467,0.2,0.5,0.0,,,Jose Calderon
31,JR Smith,SG,33.0,CLE,11.0,4.0,222.0,6.0,17.7,0.342,2.7,8.7,0.308,3.4,8.9,0.375,1.8,2.2,0.8,0.0,4.0,4.0,4.7,2.5,0.7,2.5,4.3,16.6,91.0,116.0,7.8,0.444,0.494,0.127,0.0,9.4,4.5,13.8,2.5,1.2,11.7,18.6,-0.3,0.1,-0.2,-0.038,-3.5,-1.7,-5.2,-0.2,11.0,0.55,1.27,1.0,0.45,1.82,1.18,1.91,1.82,0.937,0.5,0.35700000000000004,0.364,0.308,0.0,5.06,17.72,27.85,49.37,0.0,19.89,18.74,20.48,66.67,96.2,3.8,0.0,0.0,0.32899999999999996,0.667,0.0,40.54,48.65,10.81,43.04,32.91,13.92,3.8,0.0,6.33,0.0,0.265,0.308,0.545,0.33299999999999996,0.0,0.6,0.0,,,JR Smith
32,Juancho Hernangomez,PF,23.0,DEN,70.0,25.0,1358.0,5.0,11.4,0.439,2.4,6.5,0.365,2.6,4.8,0.541,2.4,3.1,0.767,2.3,7.3,9.6,2.0,1.0,0.9,1.3,3.4,14.8,118.0,110.0,11.0,0.58,0.5760000000000001,0.27399999999999997,5.1,16.1,10.6,5.3,1.0,1.6,9.5,12.2,1.6,1.4,3.0,0.105,-0.9,0.0,-0.9,0.4,70.0,0.66,1.91,0.74,1.21,1.54,1.13,1.67,1.49,1.304,0.55,0.33299999999999996,0.667,0.365,0.0,38.34,1.92,1.92,57.83,0.0,15.3,12.94,17.17,84.78,66.13,26.84,4.79,2.24,0.37200000000000005,0.56,0.8,35.29,48.53,16.18,39.62,2.88,7.03,32.27,9.9,8.31,0.0,0.387,0.556,0.182,0.624,0.258,0.385,0.0,,,Juancho Hernangomez
33,Jusuf Nurkic,C,24.0,POR,72.0,72.0,1974.0,10.3,20.3,0.508,0.1,0.7,0.10300000000000001,10.2,19.6,0.523,6.9,9.0,0.773,6.0,12.4,18.4,5.7,1.7,2.5,4.1,6.1,27.6,116.0,105.0,23.4,0.57,0.035,0.442,13.4,26.7,20.2,17.9,1.7,4.2,14.6,24.7,4.4,3.3,7.8,0.18899999999999997,1.6,3.6,5.1,3.5,72.0,0.61,10.33,1.89,3.61,4.74,4.01,4.28,2.47,1.3619999999999999,0.551,0.37,0.436,0.10300000000000001,0.0,78.21,8.84,9.44,3.51,0.0,5.22,3.85,6.63,65.95,49.76,32.45,9.69,8.11,0.436,0.552,0.85,74.13,0.8,25.07,3.27,12.95,20.1,63.44,0.12,0.12,0.0,0.111,0.42100000000000004,0.386,0.588,0.0,0.0,0.0,,,Jusuf Nurkic
34,Kelly Oubre Jr.,SF,23.0,TOT,69.0,19.0,1935.0,9.2,20.7,0.445,2.7,8.3,0.32,6.6,12.4,0.53,4.6,6.0,0.775,1.7,6.2,8.0,2.1,2.1,1.5,2.5,4.5,25.8,105.0,113.0,15.2,0.551,0.401,0.29,4.0,14.6,9.2,6.8,2.1,2.5,9.8,23.2,0.9,1.3,2.2,0.054000000000000006,-0.9,-1.2,-2.2,-0.1,69.0,2.83,6.99,2.9,1.91,2.88,4.28,3.26,4.55,1.2429999999999999,0.5479999999999999,0.429,0.517,0.318,0.5,48.1,8.31,3.44,39.9,0.24,12.58,9.71,14.88,64.8,61.88,26.6,8.67,2.85,0.369,0.478,0.863,51.0,30.95,18.05,30.52,6.65,16.03,37.17,5.7,3.8,0.12,0.32299999999999995,0.46399999999999997,0.39299999999999996,0.601,0.354,0.25,0.0,,,Kelly Oubre Jr.
35,Larry Nance Jr.,C,26.0,CLE,67.0,30.0,1795.0,6.9,13.3,0.52,0.9,2.7,0.337,6.0,10.5,0.5670000000000001,2.7,3.7,0.716,4.6,10.6,15.3,5.9,2.8,1.1,2.7,5.3,17.3,120.0,112.0,18.6,0.583,0.205,0.28,10.0,24.9,17.1,17.8,2.8,1.9,15.3,15.5,3.3,1.6,4.9,0.131,1.4,2.6,4.0,2.7,67.0,0.84,5.88,1.54,1.91,2.25,1.99,2.58,2.54,1.3090000000000002,0.649,0.33899999999999997,0.3,0.34,0.0,59.5,11.69,8.35,20.25,0.21,8.99,5.9,12.34,69.08,50.31,23.38,16.49,9.81,0.34,0.625,0.899,68.9,15.79,15.31,16.49,13.78,15.24,50.52,1.46,2.3,0.21,0.354,0.28800000000000003,0.35600000000000004,0.7070000000000001,0.28600000000000003,0.273,0.0,,,Larry Nance Jr.
36,Lonnie Walker IV,SG,20.0,SAS,17.0,0.0,118.0,6.6,19.0,0.348,2.1,5.4,0.385,4.6,13.7,0.33299999999999996,3.3,4.1,0.8,0.0,7.0,7.0,3.7,2.9,1.2,1.7,2.9,18.6,93.0,107.0,10.8,0.446,0.28300000000000003,0.217,0.0,15.6,7.9,10.3,2.9,2.2,7.4,20.3,-0.1,0.2,0.0,0.019,-4.7,0.3,-4.4,-0.1,17.0,0.47,0.94,0.35,0.12,0.0,0.59,0.12,1.94,0.978,0.467,0.25,0.2,0.385,0.0,32.61,17.39,21.74,28.26,0.0,13.93,12.0,14.97,43.75,69.57,30.43,0.0,0.0,0.281,0.5,0.0,48.89,33.33,17.78,26.09,30.43,10.87,30.43,2.17,0.0,0.0,0.33299999999999996,0.214,0.2,0.5,1.0,0.0,0.0,,,Lonnie Walker IV
37,Luka Doncic,SG,19.0,DAL,72.0,72.0,2318.0,10.6,24.8,0.42700000000000005,3.5,10.8,0.327,7.1,14.1,0.503,7.2,10.1,0.713,1.8,10.0,11.8,9.0,1.6,0.5,5.2,2.9,31.9,107.0,109.0,19.6,0.545,0.433,0.409,4.0,21.9,13.0,31.6,1.6,0.9,15.0,30.5,2.1,2.8,4.9,0.10099999999999999,2.9,1.2,4.1,3.6,71.0,2.93,7.92,3.03,2.01,5.93,4.77,5.56,4.7,1.284,0.5539999999999999,0.389,0.38799999999999996,0.342,0.063,37.1,15.42,4.2,41.9,1.37,14.98,11.97,17.22,27.16,75.49,20.57,2.23,1.71,0.373,0.5579999999999999,0.9620000000000001,43.93,33.64,22.43,39.16,11.14,20.31,25.28,1.11,1.71,1.29,0.32799999999999996,0.369,0.42200000000000004,0.614,0.5379999999999999,0.5,0.067,,,Luka Doncic
38,Marvin Bagley III,PF,19.0,SAC,62.0,4.0,1567.0,10.6,21.0,0.504,0.9,2.9,0.313,9.7,18.1,0.534,5.4,7.8,0.691,4.8,9.2,14.0,1.8,1.0,1.8,2.9,3.6,27.4,111.0,110.0,18.9,0.562,0.136,0.371,10.4,20.8,15.5,5.9,1.0,3.2,10.7,24.2,2.0,1.6,3.6,0.11,-1.2,-0.7,-1.8,0.1,61.0,1.82,9.08,2.39,3.46,3.95,3.36,3.66,3.93,1.3,0.5920000000000001,0.384,0.419,0.316,0.0,60.37,19.74,6.15,13.59,0.14,8.24,6.19,10.32,54.7,56.94,25.89,10.3,6.87,0.41200000000000003,0.486,0.958,70.63,9.9,19.47,10.59,16.88,28.76,40.63,1.72,1.29,0.14,0.35100000000000003,0.373,0.44799999999999995,0.6579999999999999,0.25,0.111,0.0,,,Marvin Bagley III
39,Melvin Frazier Jr.,SG,22.0,ORL,10.0,0.0,44.0,7.8,23.4,0.33299999999999996,0.0,6.7,0.0,7.8,16.7,0.467,1.1,4.4,0.25,3.3,2.2,5.6,1.1,1.1,0.0,1.1,6.7,16.7,75.0,113.0,1.2,0.33,0.28600000000000003,0.19,7.2,4.9,6.1,3.3,1.1,0.0,4.2,23.5,-0.2,0.0,-0.1,-0.133,-8.4,-4.5,-12.9,-0.1,10.0,0.6,1.2,0.6,0.2,0.0,0.0,0.0,1.5,0.7140000000000001,0.667,0.0,0.5,0.0,0.0,42.86,19.05,9.52,28.57,0.0,11.52,4.14,15.21,71.43,57.14,33.33,9.52,0.0,0.083,0.5710000000000001,1.0,93.33,0.0,6.67,14.29,14.29,23.81,33.33,4.76,9.52,0.0,0.0,0.33299999999999996,0.2,0.7140000000000001,0.0,0.0,0.0,,,Melvin Frazier Jr.
