Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18,Games18,FB,PAINTPTS,TO_PTS,2ND_PTS,Q1PTS,Q2PTS,Q3PTS,Q4PTS,PPP,>8ft%,8-16ft%,16-24ft%,24+%,BCS%,>8FTU,8-16FTU,16-24FTU,24+U,BCU,AVGDISTA,AVGDISTM,AVGDISTF,AFGM,JS,LU,DUN,TIPIN,JS%,Layup%18,DUN%,2PT_m,3PT_m,FT_m,AB_3U,MRU,paint_nonra,ra_usage,RC_3,LC_3,backcourt_usage,AB3%,MR%,paint_nonra%,RA%,RC3%,LC3%,BC%
Jusuf Nurkic,C,24,POR,72,72,1974,10.3,20.3,0.508,0.1,0.7,0.103,10.2,19.6,0.523,6.9,9,0.773,6,12.4,18.4,5.7,1.7,2.5,4.1,6.1,27.6,116,105,23.4,0.57,0.035,0.442,13.4,26.7,20.2,17.9,1.7,4.2,14.6,24.7,4.4,3.3,7.8,0.189,1.6,3.6,5.1,3.5,"$12,000,000 ",0,0,0,0,0,0,0,0,0,0,POR,72,72,1974,10.3,20.3,0.508,0.1,0.7,0.103,10.2,19.6,0.523,6.9,9,0.773,6,12.4,18.4,5.7,1.7,2.5,4.1,6.1,27.6,116,105,23.4,0.57,0.035,0.442,13.4,26.7,20.2,17.9,1.7,4.2,14.6,24.7,4.4,3.3,7.8,0.189,1.6,3.6,5.1,3.5,72,0.61,10.33,1.89,3.61,4.74,4.01,4.28,2.47,1.362,0.551,0.37,0.436,0.103,0,78.21,8.84,9.44,3.51,0,5.22,3.85,6.63,65.95,49.76,32.45,9.69,8.11,0.436,0.552,0.85,74.13,0.8,25.07,3.27,12.95,20.1,63.44,0.12,0.12,0,0.111,0.421,0.386,0.588,0,0,0,72,0.61,10.33,1.89,3.61,4.74,4.01,4.28,2.47,1.362,0.551,0.37,0.436,0.103,0,78.21,8.84,9.44,3.51,0,5.22,3.85,6.63,65.95,49.76,32.45,9.69,8.11,0.436,0.552,0.85,74.13,0.8,25.07,3.27,12.95,20.1,63.44,0.12,0.12,0,0.111,0.421,0.386,0.588,0,0,0
Juwan Morgan,PF,22,UTA,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,15.9,0,0,0,0,15.9,0,0,103,-1.4,0,0,0,0,34.3,18,0,0,0,0,0,0,0,0,0.083,-9.2,0.2,-8.9,0,0,-1.9,-6.3,-8.2,-13.8,16.7,2.9,-4.1,-2.5,-6.6,0,UTA,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,15.9,0,0,0,0,15.9,0,0,103,-1.4,0,0,0,0,34.3,18,0,0,0,0,0,0,0,0,0.083,-9.2,0.2,-8.9,0,0,-1.9,-6.3,-8.2,-13.8,16.7,2.9,-4.1,-2.5,-6.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelan Martin,SF,24,MIN,8,0,116,5.9,17.4,0.341,2,9.5,0.208,4,7.9,0.5,0,0,0,0.8,9.1,9.9,0.8,0.4,0.4,1.2,7.1,13.9,81,110,2.9,0.398,0.545,0,1.8,20.1,10.9,2.4,0.4,0.7,6.4,16.5,-0.2,0.1,-0.1,-0.04,-7,-2.7,-9.7,-0.2,0,-4.5,-2.5,-7,-9.3,4.6,-4.7,-5.6,-1.4,-7,-0.2,MIN,8,0,116,5.9,17.4,0.341,2,9.5,0.208,4,7.9,0.5,0,0,0,0.8,9.1,9.9,0.8,0.4,0.4,1.2,7.1,13.9,81,110,2.9,0.398,0.545,0,1.8,20.1,10.9,2.4,0.4,0.7,6.4,16.5,-0.2,0.1,-0.1,-0.04,-7,-2.7,-9.7,-0.2,0,-4.5,-2.5,-7,-9.3,4.6,-4.7,-5.6,-1.4,-7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldon Johnson,SF,20,SAS,1,0,2,0,23.7,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,-19.9,0,0,0,0,0,0,0,0,0,0,21.1,0,0,0,-0.535,-20.6,-6.9,-27.5,0,"$1,950,600 ",-21.4,-25.6,-47,-12.4,1.6,-10.8,-20.9,-22,-42.9,0,SAS,1,0,2,0,23.7,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,-19.9,0,0,0,0,0,0,0,0,0,0,21.1,0,0,0,-0.535,-20.6,-6.9,-27.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Oubre,SF,24,PHO,17,17,518,9.1,19.8,0.459,2.2,6.4,0.338,6.9,13.4,0.517,6,7.3,0.827,2.1,6.7,8.7,2.5,2,0.8,2.6,4.7,26.4,110,108,16.6,0.573,0.323,0.368,4.8,16,10.3,8.3,2,1.5,10.2,23.4,0.7,0.6,1.3,0.117,0.2,-0.1,0.1,0.3,"$15,625,000 ",1.2,1.6,2.9,-1.7,-2,-3.8,0.7,1,1.8,1.2,TOT,69,19,1935,9.2,20.7,0.445,2.7,8.3,0.32,6.6,12.4,0.53,4.6,6,0.775,1.7,6.2,8,2.1,2.1,1.5,2.5,4.5,25.8,105,113,15.2,0.551,0.401,0.29,4,14.6,9.2,6.8,2.1,2.5,9.8,23.2,0.9,1.3,2.2,0.054,-0.9,-1.2,-2.2,-0.1,69,2.83,6.99,2.9,1.91,2.88,4.28,3.26,4.55,1.243,0.548,0.429,0.517,0.318,0.5,48.1,8.31,3.44,39.9,0.24,12.58,9.71,14.88,64.8,61.88,26.6,8.67,2.85,0.369,0.478,0.863,51,30.95,18.05,30.52,6.65,16.03,37.17,5.7,3.8,0.12,0.323,0.464,0.393,0.601,0.354,0.25,0,69,2.83,6.99,2.9,1.91,2.88,4.28,3.26,4.55,1.243,0.548,0.429,0.517,0.318,0.5,48.1,8.31,3.44,39.9,0.24,12.58,9.71,14.88,64.8,61.88,26.6,8.67,2.85,0.369,0.478,0.863,51,30.95,18.05,30.52,6.65,16.03,37.17,5.7,3.8,0.12,0.323,0.464,0.393,0.601,0.354,0.25,0
Kendrick Nunn,SG,24,MIA,17,17,499,10.6,22.1,0.478,3.8,9.4,0.404,6.8,12.7,0.534,1.7,2.1,0.818,0.2,3.6,3.8,5.3,2.1,0.5,3.5,4.5,26.7,106,105,15,0.579,0.427,0.095,0.5,8.2,4.6,19,2.1,1,13.3,24,0.4,0.7,1.1,0.107,0.3,-1,-0.7,0.2,"$1,416,852 ",0.4,1.1,1.5,-1.9,3.7,1.8,0,1.6,1.5,1.1,MIA,17,17,499,10.6,22.1,0.478,3.8,9.4,0.404,6.8,12.7,0.534,1.7,2.1,0.818,0.2,3.6,3.8,5.3,2.1,0.5,3.5,4.5,26.7,106,105,15,0.579,0.427,0.095,0.5,8.2,4.6,19,2.1,1,13.3,24,0.4,0.7,1.1,0.107,0.3,-1,-0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,SF,30,GSW,78,78,2702,12.7,24.4,0.521,2.4,6.8,0.353,10.3,17.5,0.587,7.9,8.9,0.885,0.6,8.2,8.8,8,1,1.5,4,2.7,35.7,121,110,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1,2.6,12.3,29,8.6,2.9,11.5,0.204,4.2,0.1,4.3,4.3,"$37,199,000 ",0,0,0,0,0,0,0,0,0,0,GSW,78,78,2702,12.7,24.4,0.521,2.4,6.8,0.353,10.3,17.5,0.587,7.9,8.9,0.885,0.6,8.2,8.8,8,1,1.5,4,2.7,35.7,121,110,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1,2.6,12.3,29,8.6,2.9,11.5,0.204,4.2,0.1,4.3,4.3,78,4.58,8.46,3.62,1.92,8.63,5.29,7.51,4.35,1.466,0.689,0.525,0.535,0.353,0,26.03,27.26,18.66,28.05,0,14.45,12.25,16.85,48.96,78.45,12.65,8.68,0.22,0.467,0.566,0.95,57.62,20.28,22.1,25.81,33.33,18.08,20.54,1.3,0.94,0,0.364,0.551,0.492,0.729,0.222,0.231,0,78,4.58,8.46,3.62,1.92,8.63,5.29,7.51,4.35,1.466,0.689,0.525,0.535,0.353,0,26.03,27.26,18.66,28.05,0,14.45,12.25,16.85,48.96,78.45,12.65,8.68,0.22,0.467,0.566,0.95,57.62,20.28,22.1,25.81,33.33,18.08,20.54,1.3,0.94,0,0.364,0.551,0.492,0.729,0.222,0.231,0
Kevin Knox,SF,20,NYK,18,1,357,6.2,16.1,0.385,3.3,8.7,0.381,2.9,7.4,0.389,3.7,5.8,0.643,1.2,5.9,7.1,3.6,1.4,0.5,1.8,4.3,19.4,108,114,11.7,0.52,0.538,0.359,2.5,13.5,7.7,11.2,1.4,1.1,8.8,17.6,0.3,0.1,0.4,0.06,-0.8,-1.8,-2.7,-0.1,"$4,380,120 ",-1.3,-3.9,-5.2,-5.5,-1.2,-6.7,-2.1,-3.6,-5.7,-0.5,NYK,75,57,2158,7.5,20.4,0.37,2.8,8.1,0.343,4.8,12.3,0.387,3.6,5,0.717,1.4,6.1,7.5,1.8,1,0.5,2.5,3.9,21.5,93,116,8.7,0.475,0.398,0.247,2.9,13.6,8.1,6,1,0.9,10.1,22.3,-2.2,0.9,-1.3,-0.03,-3.6,-2.4,-6,-2.2,75,1.88,4.59,1.87,1.13,4.16,2.76,3.07,2.84,1.054,0.445,0.361,0.275,0.343,0,32.71,14.55,13.13,39.61,0,14.7,13.29,15.52,63.31,72.43,23.96,2.84,0.77,0.344,0.416,0.692,44.24,38.94,16.82,30.85,18.93,17.07,24.4,5.25,3.5,0,0.333,0.243,0.417,0.48,0.417,0.313,0,75,1.88,4.59,1.87,1.13,4.16,2.76,3.07,2.84,1.054,0.445,0.361,0.275,0.343,0,32.71,14.55,13.13,39.61,0,14.7,13.29,15.52,63.31,72.43,23.96,2.84,0.77,0.344,0.416,0.692,44.24,38.94,16.82,30.85,18.93,17.07,24.4,5.25,3.5,0,0.333,0.243,0.417,0.48,0.417,0.313,0
Kevin Porter,SF,19,CLE,17,1,355,5.8,14.8,0.394,1.1,5,0.216,4.8,9.8,0.486,2.6,3.4,0.76,0.8,6.1,6.9,4.6,1.9,0.5,3,6.1,15.4,93,112,8.3,0.471,0.339,0.229,1.8,13.9,7.7,14.4,1.9,1,15.5,17.1,-0.2,0.2,0,-0.003,-3.3,-0.1,-3.3,-0.1,"$1,290,960 ",-2.1,-4.1,-6.2,-8.6,-3.9,-12.5,-3.4,-4.2,-7.6,-0.9,CLE,17,1,355,5.8,14.8,0.394,1.1,5,0.216,4.8,9.8,0.486,2.6,3.4,0.76,0.8,6.1,6.9,4.6,1.9,0.5,3,6.1,15.4,93,112,8.3,0.471,0.339,0.229,1.8,13.9,7.7,14.4,1.9,1,15.5,17.1,-0.2,0.2,0,-0.003,-3.3,-0.1,-3.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klay Thompson,SG,28,GSW,78,78,2652,11.8,25.2,0.467,4.3,10.7,0.402,7.4,14.4,0.516,2.3,2.8,0.816,0.7,4.7,5.4,3.3,1.5,0.8,2.1,2.8,30.1,110,112,16.6,0.571,0.427,0.113,1.6,10.1,6,10.5,1.5,1.5,7.2,25.6,2.9,2.3,5.3,0.095,1.2,-2,-0.8,0.8,"$32,742,000 ",0,0,0,0,0,0,0,0,0,0,GSW,78,78,2652,11.8,25.2,0.467,4.3,10.7,0.402,7.4,14.4,0.516,2.3,2.8,0.816,0.7,4.7,5.4,3.3,1.5,0.8,2.1,2.8,30.1,110,112,16.6,0.571,0.427,0.113,1.6,10.1,6,10.5,1.5,1.5,7.2,25.6,2.9,2.3,5.3,0.095,1.2,-2,-0.8,0.8,78,3.54,5.41,2.83,1.44,5.97,6.03,4.85,4.55,1.198,0.644,0.467,0.444,0.402,0,18.62,17.12,21.54,42.72,0,17.18,15.5,18.65,80.92,83.59,14.05,1.93,0.43,0.424,0.67,0.889,49.29,43.04,7.68,33.1,31.95,9.99,15.34,4.64,4.99,0,0.388,0.453,0.429,0.702,0.523,0.386,0,78,3.54,5.41,2.83,1.44,5.97,6.03,4.85,4.55,1.198,0.644,0.467,0.444,0.402,0,18.62,17.12,21.54,42.72,0,17.18,15.5,18.65,80.92,83.59,14.05,1.93,0.43,0.424,0.67,0.889,49.29,43.04,7.68,33.1,31.95,9.99,15.34,4.64,4.99,0,0.388,0.453,0.429,0.702,0.523,0.386,0
Kostas Antetokounmpo,PF,22,LAL,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,104,3.9,0,0,0,0,36.5,18.5,0,0,0,0,0,0,0,0,0.079,-9.6,-0.9,-10.5,0,0,-2.7,-14.1,-16.8,9.9,11,20.8,-0.5,-10.4,-10.8,0,DAL,2,0,11,0,13.2,0,0,0,0,0,13.2,0,8.8,17.6,0.5,0,4.4,4.4,0,8.8,0,4.4,0,8.8,39,97,-0.9,0.21,0,1.333,0,9.7,4.9,0,8.8,0,17.4,22.5,-0.1,0,-0.1,-0.247,-15.9,2.7,-13.3,0,2,0,0,0,0,0,0,0,1,0.667,0,0,0,0,0,100,0,0,0,0,3.33,0,3.33,0,66.67,33.33,0,0,0,0,0,0,0,100,0,0,66.67,33.33,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.667,0,0,0,0,0,100,0,0,0,0,3.33,0,3.33,0,66.67,33.33,0,0,0,0,0,0,0,100,0,0,66.67,33.33,0,0,0,0,0,0,0,0,0,0
Kristaps Porziņģis,PF,24,DAL,16,16,499,10.1,24.6,0.41,3.5,9.6,0.37,6.5,15,0.436,4.3,6.2,0.692,2.6,11.5,14.1,2.4,0.8,3.3,2.7,4.6,28,103,105,17.3,0.513,0.391,0.254,5.8,24.1,15.2,7.6,0.8,5.6,9,26.4,0.2,0.7,1,0.093,-2.2,0.6,-1.5,0.1,"$27,285,000 ",-2,0.5,-1.4,-4.4,2.8,-1.6,-2.7,1,-1.7,0.3,NYK,48,48,1553,12.4,28.4,0.439,2.9,7.3,0.395,9.6,21.1,0.454,7,8.8,0.793,2,8.1,10.1,1.8,1.1,3.7,3,4.5,34.7,105,108,20.4,0.539,0.256,0.309,4.4,18.1,11.3,6.2,1.1,6.4,8.4,31,1.4,1.8,3.2,0.099,-0.5,-0.2,-0.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ky Bowman,PG,22,GSW,19,6,421,7.5,16,0.472,2.3,5.3,0.426,5.3,10.7,0.495,1.6,1.7,0.933,0.9,3.9,4.8,5.5,2.1,0.2,2.1,4.1,18.9,111,115,13.4,0.565,0.331,0.106,2,9,5.5,17.9,2.1,0.4,11.3,16.7,0.5,0.1,0.6,0.063,-0.3,-2.2,-2.4,0,0,-1.4,-1.8,-3.3,1.3,3.5,4.8,-1,-0.8,-1.8,0.2,GSW,19,6,421,7.5,16,0.472,2.3,5.3,0.426,5.3,10.7,0.495,1.6,1.7,0.933,0.9,3.9,4.8,5.5,2.1,0.2,2.1,4.1,18.9,111,115,13.4,0.565,0.331,0.106,2,9,5.5,17.9,2.1,0.4,11.3,16.7,0.5,0.1,0.6,0.063,-0.3,-2.2,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Nance,C,27,CLE,16,3,414,7.6,14.6,0.52,2.2,6.1,0.365,5.4,8.5,0.63,2.4,3.4,0.724,4,10.1,14.1,2.4,2.2,0.7,1.6,3,19.8,124,109,19,0.617,0.416,0.232,8.7,23,15.7,8.1,2.2,1.2,9.2,15.6,1,0.4,1.4,0.157,2.3,0.8,3,0.5,"$12,727,273 ",0.9,-1.6,-0.7,-3,-5,-8.1,0.2,-2.3,-2,0.2,CLE,67,30,1795,6.9,13.3,0.52,0.9,2.7,0.337,6,10.5,0.567,2.7,3.7,0.716,4.6,10.6,15.3,5.9,2.8,1.1,2.7,5.3,17.3,120,112,18.6,0.583,0.205,0.28,10,24.9,17.1,17.8,2.8,1.9,15.3,15.5,3.3,1.6,4.9,0.131,1.4,2.6,4,2.7,67,0.84,5.88,1.54,1.91,2.25,1.99,2.58,2.54,1.309,0.649,0.339,0.3,0.34,0,59.5,11.69,8.35,20.25,0.21,8.99,5.9,12.34,69.08,50.31,23.38,16.49,9.81,0.34,0.625,0.899,68.9,15.79,15.31,16.49,13.78,15.24,50.52,1.46,2.3,0.21,0.354,0.288,0.356,0.707,0.286,0.273,0,67,0.84,5.88,1.54,1.91,2.25,1.99,2.58,2.54,1.309,0.649,0.339,0.3,0.34,0,59.5,11.69,8.35,20.25,0.21,8.99,5.9,12.34,69.08,50.31,23.38,16.49,9.81,0.34,0.625,0.899,68.9,15.79,15.31,16.49,13.78,15.24,50.52,1.46,2.3,0.21,0.354,0.288,0.356,0.707,0.286,0.273,0
Lonnie Walker,SG,21,SAS,12,0,64,7.4,20,0.37,0.7,3,0.25,6.7,17.1,0.391,0.7,5.2,0.143,1.5,6.7,8.2,3,0,0.7,2.2,3.7,16.3,77,117,3.5,0.366,0.148,0.259,3.3,15.4,9.2,8.6,0,1.3,9.1,21.8,-0.2,0,-0.2,-0.14,-8.1,-4,-12.1,-0.2,"$2,760,480 ",-2.7,-4.7,-7.4,-5.2,3.9,-1.3,-3.3,-3.3,-6.6,-0.1,SAS,17,0,118,6.6,19,0.348,2.1,5.4,0.385,4.6,13.7,0.333,3.3,4.1,0.8,0,7,7,3.7,2.9,1.2,1.7,2.9,18.6,93,107,10.8,0.446,0.283,0.217,0,15.6,7.9,10.3,2.9,2.2,7.4,20.3,-0.1,0.2,0,0.019,-4.7,0.3,-4.4,-0.1,17,0.47,0.94,0.35,0.12,0,0.59,0.12,1.94,0.978,0.467,0.25,0.2,0.385,0,32.61,17.39,21.74,28.26,0,13.93,12,14.97,43.75,69.57,30.43,0,0,0.281,0.5,0,48.89,33.33,17.78,26.09,30.43,10.87,30.43,2.17,0,0,0.333,0.214,0.2,0.5,1,0,0,17,0.47,0.94,0.35,0.12,0,0.59,0.12,1.94,0.978,0.467,0.25,0.2,0.385,0,32.61,17.39,21.74,28.26,0,13.93,12,14.97,43.75,69.57,30.43,0,0,0.281,0.5,0,48.89,33.33,17.78,26.09,30.43,10.87,30.43,2.17,0,0,0.333,0.214,0.2,0.5,1,0,0
Luka Dončić,PG,20,DAL,17,17,578,13.7,28.2,0.485,4.3,13.1,0.329,9.4,15.1,0.621,10.8,13.1,0.823,2.1,12,14.1,13.4,2.1,0.2,6.5,3.6,42.4,121,106,32.1,0.625,0.465,0.465,4.6,25.1,15.2,48.1,2.1,0.4,16.2,35.6,2.8,0.8,3.6,0.298,11.3,2.4,13.7,2.3,"$7,683,360 ",10.2,1.4,11.6,7.2,-5.1,2.2,10,0.3,10.3,3.9,DAL,72,72,2318,10.6,24.8,0.427,3.5,10.8,0.327,7.1,14.1,0.503,7.2,10.1,0.713,1.8,10,11.8,9,1.6,0.5,5.2,2.9,31.9,107,109,19.6,0.545,0.433,0.409,4,21.9,13,31.6,1.6,0.9,15,30.5,2.1,2.8,4.9,0.101,2.9,1.2,4.1,3.6,71,2.93,7.92,3.03,2.01,5.93,4.77,5.56,4.7,1.284,0.554,0.389,0.388,0.342,0.063,37.1,15.42,4.2,41.9,1.37,14.98,11.97,17.22,27.16,75.49,20.57,2.23,1.71,0.373,0.558,0.962,43.93,33.64,22.43,39.16,11.14,20.31,25.28,1.11,1.71,1.29,0.328,0.369,0.422,0.614,0.538,0.5,0.067,71,2.93,7.92,3.03,2.01,5.93,4.77,5.56,4.7,1.284,0.554,0.389,0.388,0.342,0.063,37.1,15.42,4.2,41.9,1.37,14.98,11.97,17.22,27.16,75.49,20.57,2.23,1.71,0.373,0.558,0.962,43.93,33.64,22.43,39.16,11.14,20.31,25.28,1.11,1.71,1.29,0.328,0.369,0.422,0.614,0.538,0.5,0.067
Luol Deng,SF,33,MIN,22,2,392,7.2,14.4,0.5,1.7,5.4,0.318,5.5,9,0.608,3.1,4.3,0.714,2.4,6.5,8.9,2.2,1.8,1,1.7,2.9,19.2,117,113,14.6,0.588,0.373,0.297,5.4,14.6,10,6.5,1.8,1.7,9.5,15.8,0.5,0.3,0.8,0.101,-0.2,-0.5,-0.6,0.1,"$4,990,000 ",0,0,0,0,0,0,0,0,0,0,MIN,22,2,392,7.2,14.4,0.5,1.7,5.4,0.318,5.5,9,0.608,3.1,4.3,0.714,2.4,6.5,8.9,2.2,1.8,1,1.7,2.9,19.2,117,113,14.6,0.588,0.373,0.297,5.4,14.6,10,6.5,1.8,1.7,9.5,15.8,0.5,0.3,0.8,0.101,-0.2,-0.5,-0.6,0.1,22,1.18,3.45,1.41,1.05,0.86,1.91,2.05,2.32,1.331,0.706,0.438,0.286,0.326,0,43.22,13.56,5.93,36.44,0.85,12.43,8.29,16.58,71.19,61.86,28.81,4.24,5.08,0.37,0.706,0.8,57.32,26.75,15.92,19.49,15.25,8.47,38.98,9.32,7.63,0.85,0.217,0.389,0.5,0.717,0.636,0.222,0,22,1.18,3.45,1.41,1.05,0.86,1.91,2.05,2.32,1.331,0.706,0.438,0.286,0.326,0,43.22,13.56,5.93,36.44,0.85,12.43,8.29,16.58,71.19,61.86,28.81,4.24,5.08,0.37,0.706,0.8,57.32,26.75,15.92,19.49,15.25,8.47,38.98,9.32,7.63,0.85,0.217,0.389,0.5,0.717,0.636,0.222,0
Marcus Morris,SF,30,NYK,18,18,594,8.9,21.2,0.42,4.2,8.2,0.515,4.7,13,0.361,5.6,6.7,0.84,1.8,7.3,9.1,2,1.5,0.9,2.9,4.6,27.7,111,112,16.3,0.572,0.385,0.315,3.7,16.6,9.8,6.8,1.5,1.8,10.7,23.4,0.9,0.3,1.2,0.097,0.4,-1.8,-1.4,0.1,"$15,000,000 ",0.9,0.1,1,3.2,-0.9,2.3,1.4,0,1.4,1.2,BOS,75,53,2091,8.7,19.4,0.447,3.4,9,0.375,5.3,10.5,0.508,3.4,4,0.844,1.8,8.8,10.6,2.5,1,0.6,2.1,4.2,24.1,110,109,14.2,0.568,0.461,0.205,3.9,19.5,11.7,7.5,1,1.1,9.1,20.9,2.1,2.5,4.5,0.104,-0.4,-1,-1.4,0.3,75,1.29,4.11,2.17,1.55,3.69,3.07,4.15,3.01,1.239,0.603,0.399,0.443,0.379,0,26.54,16.94,10.43,45.62,0.47,16.13,14.03,17.82,68.7,78.55,17.42,1.66,2.37,0.394,0.626,0.929,44.17,41.87,13.96,37.68,20.73,12.56,20.62,3.44,4.5,0.47,0.412,0.44,0.425,0.626,0.172,0.263,0,75,1.29,4.11,2.17,1.55,3.69,3.07,4.15,3.01,1.239,0.603,0.399,0.443,0.379,0,26.54,16.94,10.43,45.62,0.47,16.13,14.03,17.82,68.7,78.55,17.42,1.66,2.37,0.394,0.626,0.929,44.17,41.87,13.96,37.68,20.73,12.56,20.62,3.44,4.5,0.47,0.412,0.44,0.425,0.626,0.172,0.263,0
Marko Guduric,SG,24,MEM,17,0,272,5.8,15.4,0.374,2.2,7.1,0.31,3.6,8.3,0.429,1.5,1.5,1,1.5,4.2,5.8,4.6,1,0.7,3.1,2.9,15.3,93,116,7.9,0.474,0.462,0.099,3.5,9.9,6.7,13.3,1,1.3,15.9,17.2,-0.2,0,-0.2,-0.027,-3.1,-2.1,-5.2,-0.2,"$2,625,000 ",-2.6,-2.5,-5,-2.6,-1.6,-4.2,-2.7,-2.4,-5,-0.3,MEM,17,0,272,5.8,15.4,0.374,2.2,7.1,0.31,3.6,8.3,0.429,1.5,1.5,1,1.5,4.2,5.8,4.6,1,0.7,3.1,2.9,15.3,93,116,7.9,0.474,0.462,0.099,3.5,9.9,6.7,13.3,1,1.3,15.9,17.2,-0.2,0,-0.2,-0.027,-3.1,-2.1,-5.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Bagley,PF,20,SAC,1,1,28,10.5,28.1,0.375,0,0,0,10.5,28.1,0.375,3.5,7,0.5,7,10.5,17.5,0,1.8,1.8,1.8,1.8,24.5,88,107,14.1,0.394,0,0.25,16,25.2,20.5,0,1.8,3.3,5.3,29.2,-0.1,0,0,-0.038,-10.3,-6.8,-17.2,-0.1,"$8,556,120 ",-7,0.7,-6.3,-12,-6.1,-18.1,-8.2,-0.5,-8.8,-0.1,SAC,62,4,1567,10.6,21,0.504,0.9,2.9,0.313,9.7,18.1,0.534,5.4,7.8,0.691,4.8,9.2,14,1.8,1,1.8,2.9,3.6,27.4,111,110,18.9,0.562,0.136,0.371,10.4,20.8,15.5,5.9,1,3.2,10.7,24.2,2,1.6,3.6,0.11,-1.2,-0.7,-1.8,0.1,61,1.82,9.08,2.39,3.46,3.95,3.36,3.66,3.93,1.3,0.592,0.384,0.419,0.316,0,60.37,19.74,6.15,13.59,0.14,8.24,6.19,10.32,54.7,56.94,25.89,10.3,6.87,0.412,0.486,0.958,70.63,9.9,19.47,10.59,16.88,28.76,40.63,1.72,1.29,0.14,0.351,0.373,0.448,0.658,0.25,0.111,0,61,1.82,9.08,2.39,3.46,3.95,3.36,3.66,3.93,1.3,0.592,0.384,0.419,0.316,0,60.37,19.74,6.15,13.59,0.14,8.24,6.19,10.32,54.7,56.94,25.89,10.3,6.87,0.412,0.486,0.958,70.63,9.9,19.47,10.59,16.88,28.76,40.63,1.72,1.29,0.14,0.351,0.373,0.448,0.658,0.25,0.111,0
