,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,url_list
423,Garrett Temple,SG,33,BRK,18,9,466,5.7,14.0,.407,3.6,10.2,.353,2.1,3.8,.553,1.7,2.2,.773,0.8,4.3,5.1,3.1,1.9,1.1,1.6,3.4,16.7,,110,110,https://www.basketball-reference.com/players/t/templga01.html
424,Daniel Theis,C,27,BOS,14,13,322,5.8,12.1,.481,0.3,1.9,.154,5.5,10.2,.544,2.8,4.0,.704,3.9,11.6,15.5,2.7,1.2,3.4,1.6,7.2,14.8,,113,99,https://www.basketball-reference.com/players/t/theisda01.html
425,Isaiah Thomas,PG,30,WAS,14,11,343,8.7,20.5,.425,3.6,9.1,.397,5.1,11.4,.447,1.5,1.7,.846,0.1,2.8,2.9,9.9,0.8,0.4,4.2,3.9,22.5,,103,120,https://www.basketball-reference.com/players/t/thomais02.html
426,Khyri Thomas,SG,23,DET,2,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,8.1,16.1,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,,123,118,https://www.basketball-reference.com/players/t/thomakh01.html
427,Matt Thomas,SG,25,TOR,12,0,136,7.0,12.9,.541,4.9,9.1,.538,2.1,3.8,.545,1.0,1.7,.600,0.3,4.2,4.5,1.4,1.4,0.0,1.4,4.2,19.9,,126,107,https://www.basketball-reference.com/players/t/thomama02.html
428,Tristan Thompson,C,28,CLE,17,17,536,9.2,17.6,.523,0.3,0.6,.429,8.9,16.9,.527,3.2,5.0,.643,6.2,9.5,15.7,3.5,1.3,2.0,2.4,3.7,21.9,,116,110,https://www.basketball-reference.com/players/t/thomptr01.html
429,Matisse Thybulle,SG,22,PHI,17,2,245,4.5,11.5,.390,2.3,6.1,.387,2.2,5.5,.393,2.3,3.3,.706,0.8,2.7,3.5,3.1,4.9,2.5,3.9,8.0,13.7,,90,96,https://www.basketball-reference.com/players/t/thybuma01.html
430,Anthony Tolliver,PF,34,POR,15,7,267,3.0,10.1,.293,2.3,8.0,.283,0.7,2.1,.333,1.6,1.9,.818,1.6,7.2,8.7,1.9,0.5,1.0,1.7,3.5,9.8,,93,113,https://www.basketball-reference.com/players/t/tollian01.html
431,Karl-Anthony Towns,C,24,MIN,16,16,527,12.4,24.2,.513,5.5,12.4,.444,6.9,11.8,.585,6.4,8.0,.793,3.6,13.9,17.5,5.7,1.5,2.1,4.7,4.7,36.6,,121,103,https://www.basketball-reference.com/players/t/townska01.html
432,Gary Trent,SG,21,POR,11,1,93,7.5,16.6,.455,5.5,11.5,.478,2.0,5.0,.400,0.0,0.0,,1.5,4.5,6.0,2.5,1.0,1.0,1.0,3.5,20.6,,125,114,https://www.basketball-reference.com/players/t/trentga02.html
433,Allonzo Trier,PG,24,NYK,9,1,124,7.5,15.0,.500,4.0,8.7,.455,3.6,6.3,.563,7.5,9.5,.792,0.4,5.1,5.5,5.1,0.8,1.2,5.9,7.9,26.5,,112,115,https://www.basketball-reference.com/players/t/trieral01.html
434,P.J. Tucker,PF,34,HOU,18,18,630,4.7,8.8,.533,2.5,5.4,.453,2.2,3.4,.660,0.8,1.0,.786,1.8,6.1,7.9,1.7,2.0,0.7,1.2,4.2,12.7,,131,109,https://www.basketball-reference.com/players/t/tuckepj01.html
435,Evan Turner,PG,31,ATL,10,0,126,7.0,16.3,.432,0.0,1.1,.000,7.0,15.2,.463,3.7,4.4,.833,1.5,7.4,8.9,7.0,1.9,1.5,4.8,5.2,17.8,,93,112,https://www.basketball-reference.com/players/t/turneev01.html
436,Myles Turner,C,23,IND,9,9,274,7.4,15.0,.494,3.0,6.5,.459,4.4,8.5,.521,1.4,1.9,.727,2.5,7.6,10.1,1.6,0.7,4.1,3.0,3.7,19.2,,107,102,https://www.basketball-reference.com/players/t/turnemy01.html
437,Jonas Valančiūnas,C,27,MEM,17,17,412,10.4,18.9,.550,1.1,3.1,.357,9.3,15.8,.589,2.9,3.4,.867,4.4,13.6,17.9,3.6,0.6,1.5,4.3,4.9,24.9,,109,111,https://www.basketball-reference.com/players/v/valanjo01.html
438,Denzel Valentine,SF,26,CHI,5,0,32,13.2,30.8,.429,7.3,19.0,.385,5.9,11.7,.500,0.0,0.0,,2.9,10.3,13.2,2.9,1.5,0.0,1.5,2.9,33.7,,108,108,https://www.basketball-reference.com/players/v/valende01.html
439,Jarred Vanderbilt,SF,20,DEN,3,0,9,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,10.9,10.9,5.4,0.0,0.0,5.4,0.0,0.0,,43,106,https://www.basketball-reference.com/players/v/vandeja01.html
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 440
441,Fred VanVleet,PG,25,TOR,17,17,639,7.5,18.4,.407,3.1,8.3,.378,4.4,10.2,.431,5.0,5.6,.893,0.2,4.6,4.8,9.4,2.2,0.1,3.3,2.9,23.1,,113,105,https://www.basketball-reference.com/players/v/vanvlfr01.html
442,Noah Vonleh,C,24,MIN,14,1,177,5.2,11.2,.465,0.3,2.6,.100,4.9,8.6,.576,4.2,4.9,.842,4.4,8.8,13.2,3.9,1.0,0.8,3.4,5.2,14.8,,109,108,https://www.basketball-reference.com/players/v/vonleno01.html
443,Nikola Vučević,C,29,ORL,14,14,431,10.8,24.1,.450,1.8,5.7,.320,9.0,18.4,.491,3.8,4.4,.846,4.7,13.8,18.5,5.6,1.0,1.7,2.3,3.1,27.3,,111,103,https://www.basketball-reference.com/players/v/vucevni01.html
444,Dean Wade,PF,23,CLE,3,0,18,2.7,5.4,.500,2.7,2.7,1.000,0.0,2.7,.000,0.0,0.0,,0.0,5.4,5.4,0.0,2.7,0.0,0.0,8.0,8.0,,148,111,https://www.basketball-reference.com/players/w/wadede01.html
445,Moritz Wagner,C,22,WAS,16,0,307,11.7,18.1,.645,2.8,6.0,.475,8.8,12.1,.728,3.3,4.0,.815,3.1,9.9,13.0,3.3,1.6,1.6,5.4,9.1,29.5,,117,112,https://www.basketball-reference.com/players/w/wagnemo01.html
446,Kemba Walker,PG,29,BOS,16,16,517,10.5,25.5,.412,5.3,13.1,.404,5.2,12.4,.421,6.8,7.3,.924,1.6,5.4,7.0,6.9,1.4,0.7,3.2,2.7,33.1,,115,106,https://www.basketball-reference.com/players/w/walkeke02.html
447,Lonnie Walker,SG,21,SAS,12,0,64,7.4,20.0,.370,0.7,3.0,.250,6.7,17.1,.391,0.7,5.2,.143,1.5,6.7,8.2,3.0,0.0,0.7,2.2,3.7,16.3,,77,117,https://www.basketball-reference.com/players/w/walkelo01.html
448,Tyrone Wallace,SG,25,ATL,11,0,129,4.3,12.7,.343,0.0,3.6,.000,4.3,9.1,.480,4.0,6.2,.647,1.1,5.8,6.9,4.3,1.8,0.0,3.3,5.8,12.7,,84,115,https://www.basketball-reference.com/players/w/wallaty01.html
449,Taurean Waller-Prince,SF,25,BRK,18,18,540,7.2,17.7,.410,4.2,10.5,.402,3.0,7.1,.422,1.6,2.2,.720,1.2,8.2,9.4,2.8,1.3,0.4,3.4,4.4,20.2,,98,110,https://www.basketball-reference.com/players/p/princta02.html
450,Derrick Walton,PG,24,LAC,3,0,9,5.2,5.2,1.000,5.2,5.2,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.2,0.0,0.0,5.2,10.4,15.6,,125,114,https://www.basketball-reference.com/players/w/waltode01.html
451,Brad Wanamaker,PG,30,BOS,17,0,293,6.6,13.3,.494,1.3,3.4,.381,5.2,9.8,.533,5.7,6.2,.921,1.0,4.3,5.2,7.7,2.1,0.5,3.4,4.9,20.2,,119,106,https://www.basketball-reference.com/players/w/wanambr01.html
452,T.J. Warren,SF,26,IND,17,17,569,10.5,21.2,.498,1.4,4.3,.333,9.1,16.8,.540,2.6,3.3,.795,0.9,4.0,4.9,1.4,1.7,0.5,2.0,3.7,25.1,,106,106,https://www.basketball-reference.com/players/w/warretj01.html
453,PJ Washington,PF,21,CHO,19,19,522,7.6,15.3,.497,2.3,5.2,.446,5.3,10.1,.523,2.4,3.6,.667,1.6,7.5,9.1,2.5,1.9,1.5,2.1,4.6,19.9,,111,111,https://www.basketball-reference.com/players/w/washipj01.html
454,Yuta Watanabe,SG,25,MEM,1,0,3,30.8,30.8,1.000,0.0,0.0,,30.8,30.8,1.000,0.0,0.0,,0.0,15.4,15.4,0.0,0.0,0.0,0.0,15.4,61.5,,200,113,https://www.basketball-reference.com/players/w/watanyu01.html
455,Tremont Waters,PG,22,BOS,1,0,20,4.8,16.8,.286,2.4,12.0,.200,2.4,4.8,.500,4.8,4.8,1.000,0.0,4.8,4.8,7.2,2.4,4.8,4.8,4.8,16.8,,87,99,https://www.basketball-reference.com/players/w/watertr01.html
456,Russell Westbrook,PG,31,HOU,16,16,539,11.2,26.5,.422,1.7,7.5,.225,9.5,19.0,.500,6.4,9.0,.717,1.9,8.5,10.3,9.2,2.1,0.4,5.8,5.3,30.5,,101,108,https://www.basketball-reference.com/players/w/westbru01.html
457,Coby White,SG,19,CHI,19,0,487,8.6,23.4,.366,3.7,11.2,.328,4.9,12.2,.402,2.9,3.7,.789,0.5,5.9,6.4,3.9,1.6,0.0,2.8,2.7,23.7,,93,110,https://www.basketball-reference.com/players/w/whiteco01.html
458,Derrick White,SG,25,SAS,17,5,403,6.7,14.7,.456,1.5,4.2,.361,5.2,10.5,.494,4.7,6.0,.784,1.2,3.7,4.8,6.0,0.9,1.5,2.4,5.3,19.7,,115,116,https://www.basketball-reference.com/players/w/whitede01.html
459,Hassan Whiteside,C,30,POR,16,16,439,10.4,17.4,.598,0.0,0.0,,10.4,17.4,.598,5.0,6.3,.797,6.2,14.7,20.8,1.6,0.6,2.9,3.4,4.8,25.8,,122,106,https://www.basketball-reference.com/players/w/whiteha01.html
460,Andrew Wiggins,SF,24,MIN,15,15,524,12.7,27.2,.468,3.1,8.7,.354,9.6,18.5,.521,4.7,6.9,.684,1.6,5.5,7.1,4.3,0.9,1.5,2.4,3.2,33.2,,110,110,https://www.basketball-reference.com/players/w/wiggian01.html
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 461
462,Grant Williams,PF,21,BOS,16,0,236,2.4,9.6,.255,0.0,4.3,.000,2.4,5.3,.462,2.4,3.1,.800,2.4,5.3,7.7,2.9,1.6,1.8,2.6,5.7,7.3,,77,104,https://www.basketball-reference.com/players/w/willigr01.html
463,Kenrich Williams,PF,25,NOP,18,10,463,3.9,8.9,.433,2.0,5.6,.351,1.9,3.3,.576,0.8,1.9,.421,3.3,7.8,11.1,3.4,1.8,1.4,1.5,5.0,10.5,,116,112,https://www.basketball-reference.com/players/w/willike04.html
464,Lou Williams,SG,33,LAC,19,3,613,10.5,24.3,.431,2.8,7.3,.379,7.7,17.1,.453,8.9,10.6,.842,0.9,4.3,5.2,8.9,0.8,0.2,4.6,2.1,32.7,,113,109,https://www.basketball-reference.com/players/w/willilo02.html
465,Marvin Williams,PF,33,CHO,19,0,371,6.6,13.0,.510,3.0,7.4,.404,3.6,5.6,.651,2.0,2.3,.833,1.3,5.1,6.4,1.6,1.4,0.7,1.4,4.0,18.2,,121,114,https://www.basketball-reference.com/players/w/willima02.html
466,Robert Williams,C,22,BOS,15,1,213,6.3,8.6,.737,0.0,0.0,,6.3,8.6,.737,1.4,2.5,.545,3.8,11.3,15.1,4.5,3.2,3.8,2.7,6.3,14.0,,128,95,https://www.basketball-reference.com/players/w/williro04.html
467,Nigel Williams-Goss,PG,25,UTA,4,0,8,0.0,11.9,.000,0.0,6.0,.000,0.0,6.0,.000,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,0.0,,20,112,https://www.basketball-reference.com/players/w/willini01.html
468,D.J. Wilson,PF,23,MIL,7,0,55,6.6,16.4,.400,2.5,11.5,.214,4.1,4.9,.833,0.0,0.0,,2.5,6.6,9.0,4.1,0.0,0.8,3.3,2.5,15.6,,94,108,https://www.basketball-reference.com/players/w/wilsodj01.html
469,Justise Winslow,SF,23,MIA,6,5,215,6.8,18.1,.378,0.7,3.3,.200,6.2,14.8,.418,3.1,4.6,.667,2.2,8.2,10.4,6.0,1.3,0.7,3.8,4.9,17.5,,91,104,https://www.basketball-reference.com/players/w/winslju01.html
470,Christian Wood,PF,24,DET,16,0,232,10.0,16.7,.600,2.3,5.0,.458,7.7,11.7,.661,5.2,7.5,.694,3.5,10.4,14.0,1.3,1.0,3.5,2.5,2.7,27.5,,126,106,https://www.basketball-reference.com/players/w/woodch01.html
471,Delon Wright,SG,27,DAL,17,2,378,6.5,13.0,.495,1.0,3.4,.296,5.4,9.6,.566,3.0,3.8,.800,1.8,5.7,7.5,6.6,2.4,0.8,1.6,2.5,17.0,,125,108,https://www.basketball-reference.com/players/w/wrighde01.html
472,Thaddeus Young,PF,31,CHI,19,0,408,7.8,19.3,.405,2.4,7.5,.323,5.4,11.8,.456,1.7,2.9,.600,3.8,5.6,9.4,3.7,2.2,0.7,3.4,3.4,19.8,,95,108,https://www.basketball-reference.com/players/y/youngth01.html
473,Trae Young,PG,21,ATL,17,17,581,12.1,27.7,.436,4.2,11.6,.361,7.9,16.1,.490,8.2,9.8,.836,0.7,5.4,6.1,11.7,2.0,0.1,6.5,1.7,36.5,,109,115,https://www.basketball-reference.com/players/y/youngtr01.html
474,Cody Zeller,C,27,CHO,17,17,417,8.7,16.8,.517,1.3,3.6,.355,7.4,13.2,.561,3.4,5.3,.630,6.0,10.0,16.0,2.5,1.0,0.7,2.9,5.0,22.0,,113,112,https://www.basketball-reference.com/players/z/zelleco01.html
475,Ante Žižić,C,23,CLE,4,0,64,7.5,13.6,.556,0.0,0.0,,7.5,13.6,.556,3.0,3.8,.800,3.8,6.8,10.6,0.0,0.8,0.8,0.8,6.0,18.1,,124,114,https://www.basketball-reference.com/players/z/zizican01.html
476,Ivica Zubac,C,22,LAC,19,17,306,9.8,16.1,.610,0.0,0.2,.000,9.8,15.9,.615,5.4,6.7,.795,7.2,12.6,19.8,2.5,0.6,3.4,2.5,6.9,25.0,,132,100,https://www.basketball-reference.com/players/z/zubaciv01.html
