,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,def_kmean
297,Mason Plumlee,29.0,13.0,4.0,16.7,2.9,4.9,59.0,0.0,0.1,0.0,1.4,2.6,51.1,1.8,3.8,5.6,2.1,1.5,2.6,19.7,0.0,0.0,-1.0,3.8,29.9,0.6,23.8,0.8,36.8,4.9,3.9,4.4,16.1,0.08900000000000001,19.0,22.0,15.7,0.0,1.3,28.4,34.1,41.9,33.0,23.5,31.3,13.6,33.8,27.4,20.7,97.6,2.4,81.0,1.7,0.0,5.0,14.0,79.3,73.5,26.5,0.0,0.0,73.5,26.5,1.0,1.5,0.4,5.6,4.9,3.9,4.4,16.1,0.2,2.0,267.0,-1.8,4.5,2.7,-5.0,0.9,-4.0,-2.5,3.9,1.5,0.6,"$14,041,096",0
298,Chandler Hutchison,23.0,2.0,7.0,17.1,2.2,4.9,45.5,0.6,1.3,41.7,2.1,3.2,65.5,0.1,3.6,3.7,0.9,1.3,1.3,13.8,0.0,0.0,-2.1,3.6,27.6,0.6,16.7,0.2,13.3,9.9,4.0,8.0,21.8,0.084,17.3,16.9,16.2,18.5,12.6,25.3,29.6,3.2,22.4,12.3,16.9,10.5,14.1,30.9,18.9,72.7,27.3,46.9,0.0,23.4,25.0,20.3,46.9,60.0,40.0,100.0,0.0,70.0,30.0,1.4,0.8,1.8,3.3,9.9,4.0,8.0,21.8,0.2,2.8,154.0,-1.4,2.4,1.0,-7.4,5.2,-2.2,-2.5,3.0,0.6,0.3,"$2,332,320",0
299,Joe Ingles,32.0,12.0,7.0,27.5,2.4,6.7,35.2,1.3,4.6,28.7,1.1,1.3,80.0,0.3,3.9,4.2,3.3,1.4,2.2,18.3,0.0,0.0,-1.4,3.9,19.0,0.8,19.2,0.1,3.9,10.4,8.8,6.8,28.3,0.113,13.4,11.3,14.2,20.5,26.2,10.1,9.3,5.6,16.5,28.7,14.6,4.8,17.1,10.7,12.1,32.0,68.0,29.6,3.0,55.6,14.1,23.0,26.7,40.0,60.0,72.0,28.0,57.8,42.2,1.6,0.1,1.0,1.9,10.4,8.8,6.8,28.3,0.2,1.3,496.0,-1.7,-1.8,-3.5,-6.5,0.6,-5.9,-2.7,-1.5,-4.1,-0.4,"$11,954,546",0
300,Abdel Nader,26.0,5.0,6.0,13.9,2.4,4.8,49.1,1.1,2.5,44.4,1.3,1.5,82.4,0.4,1.5,1.9,0.6,1.1,0.9,10.9,0.0,0.0,-1.5,1.5,15.0,0.3,14.3,0.3,15.0,4.9,3.9,2.4,12.4,0.087,20.1,23.0,19.7,42.9,29.3,26.9,24.6,17.4,15.4,11.1,24.0,6.3,15.6,22.6,25.5,49.1,50.9,35.9,2.6,46.2,15.4,10.3,33.3,50.0,50.0,91.7,8.3,69.2,30.8,0.7,0.6,1.1,2.4,4.9,3.9,2.4,12.4,0.1,1.3,131.0,-3.8,1.7,-2.1,-10.9,3.4,-7.5,-5.3,2.1,-3.2,-0.0,"$1,618,520",0
301,Edmond Sumner,23.0,0.0,3.0,22.2,3.0,6.0,50.0,0.0,1.0,0.0,1.0,1.7,60.0,0.3,0.7,1.0,2.0,0.3,3.0,16.9,0.0,0.0,-11.0,0.7,6.1,1.7,35.7,0.3,14.3,7.0,10.7,3.0,20.7,-0.037000000000000005,13.6,15.3,14.3,0.0,10.7,16.7,22.7,7.7,6.5,16.7,6.7,0.0,27.3,23.1,14.5,83.3,16.7,85.7,0.0,0.0,38.1,38.1,85.7,55.6,44.4,0.0,0.0,55.6,44.4,2.7,0.0,2.7,6.0,7.0,10.7,3.0,20.7,0.0,2.0,67.0,-0.9,2.9,2.0,-2.3,-13.7,-16.0,-1.2,-0.0,-1.2,0.1,"$2,000,000",0
302,T.J. McConnell,27.0,11.0,6.0,17.4,3.2,6.4,50.9,0.1,0.2,33.3,0.5,0.5,88.9,0.5,2.4,2.9,4.7,1.5,1.4,18.3,0.0,0.0,0.3,2.4,19.9,0.6,23.8,0.2,10.3,6.2,4.8,5.4,16.8,0.076,19.2,21.3,19.0,1.6,1.9,12.3,11.1,12.7,18.0,50.6,29.5,12.8,17.0,15.4,18.4,97.2,2.8,90.8,26.9,2.5,13.4,13.4,63.9,20.4,79.6,100.0,0.0,21.8,78.2,0.9,0.8,0.9,4.5,6.2,4.8,5.4,16.8,0.3,0.9,270.0,1.6,-1.6,-0.0,-0.2,-2.6,-2.8,1.3,-1.9,-0.6,0.3,"$3,500,000",0
303,Damian Jones,24.0,3.0,16.0,18.1,2.8,4.2,68.4,0.1,0.3,40.0,1.1,1.6,70.0,1.5,2.1,3.5,0.7,0.6,3.4,15.5,0.0,0.0,-5.9,2.1,19.3,0.5,13.8,0.8,59.3,8.0,5.7,6.5,19.5,-0.024,12.5,18.0,12.6,2.8,2.4,17.8,19.6,38.4,24.4,8.2,9.5,16.4,34.2,19.0,16.6,93.7,6.3,79.4,1.5,4.6,3.1,13.7,77.9,82.7,17.3,100.0,0.0,83.3,16.7,0.9,1.6,0.2,5.4,8.0,5.7,6.5,19.5,0.5,1.4,308.0,-0.4,-2.6,-3.0,2.5,-9.5,-6.9,0.1,-3.9,-3.8,-0.2,"$2,305,057",0
304,Dwight Howard,33.0,17.0,2.0,20.3,2.7,3.6,75.4,0.0,0.0,0.0,1.4,2.5,57.4,2.2,4.9,7.1,0.8,1.2,4.1,21.0,2.0,0.0,4.7,4.9,35.5,0.4,12.7,1.5,52.8,6.8,4.3,6.1,17.1,0.084,12.2,15.4,9.9,0.0,0.0,20.6,25.0,48.8,38.7,7.8,19.8,19.0,50.0,29.3,14.7,100.0,0.0,79.4,1.5,0.0,2.3,6.9,77.9,57.7,42.3,0.0,0.0,57.7,42.3,0.5,3.1,0.2,5.4,6.8,4.3,6.1,17.1,0.2,2.9,366.0,0.9,1.8,2.7,4.0,-0.5,3.5,1.5,1.4,2.9,1.0,"$2,564,753",0
305,Dwight Howard,33.0,17.0,2.0,20.3,2.7,3.6,75.4,0.0,0.0,0.0,1.4,2.5,57.4,2.2,4.9,7.1,0.8,1.2,4.1,21.0,2.0,0.0,4.7,4.9,35.5,0.4,12.7,1.5,52.8,6.8,4.3,6.1,17.1,0.084,12.2,15.4,9.9,0.0,0.0,20.6,25.0,48.8,38.7,7.8,19.8,19.0,50.0,29.3,14.7,100.0,0.0,79.4,1.5,0.0,2.3,6.9,77.9,57.7,42.3,0.0,0.0,57.7,42.3,0.5,3.1,0.2,5.4,6.8,4.3,6.1,17.1,0.2,2.9,366.0,0.9,1.8,2.7,4.0,-0.5,3.5,1.5,1.4,2.9,1.0,"$3,039,097",0
306,Tyler Johnson,27.0,8.0,10.0,20.0,2.4,6.1,40.0,1.0,3.0,33.3,1.0,1.3,75.0,0.3,1.7,1.9,2.3,1.1,1.6,13.6,0.0,0.0,-4.4,1.7,12.0,0.3,11.5,0.3,19.4,7.4,5.9,5.9,20.6,0.054000000000000006,16.2,16.5,17.3,20.2,20.8,11.0,11.9,7.9,11.1,22.0,16.4,16.3,15.3,12.5,15.8,50.9,49.1,41.9,16.1,43.5,6.5,13.7,25.8,61.5,38.5,88.9,11.1,72.7,27.3,0.9,0.3,0.4,1.8,7.4,5.9,5.9,20.6,0.4,1.2,345.0,-3.1,-1.9,-5.0,-11.3,1.4,-9.9,-4.8,-1.4,-6.2,-0.6,"$19,245,370",0
307,Daniel Theis,27.0,10.0,5.0,21.9,2.7,5.6,47.6,0.1,0.9,15.4,1.3,1.8,70.4,1.8,5.3,7.1,1.2,0.7,3.2,22.6,1.0,0.0,3.7,5.3,30.5,0.5,12.9,1.5,60.5,5.1,4.7,5.1,16.9,0.13,13.4,15.1,13.5,2.4,5.4,16.2,19.4,39.7,32.4,11.6,13.6,21.6,35.3,22.8,13.8,84.5,15.5,75.2,4.0,5.9,5.9,9.9,71.3,84.2,15.8,100.0,0.0,85.0,15.0,0.7,1.8,0.4,4.8,5.1,4.7,5.1,16.9,0.7,2.2,322.0,-3.3,4.6,1.2,-1.9,7.7,5.9,-3.3,5.3,2.0,0.8,"$5,000,000",0
308,Kyle Anderson,26.0,5.0,12.0,20.5,2.8,5.5,50.5,0.2,0.9,25.0,0.9,1.6,57.1,0.9,3.5,4.4,2.6,0.9,1.7,19.2,0.0,0.0,-4.7,3.5,24.6,0.7,23.5,0.7,25.5,9.8,7.2,6.6,22.6,0.034,14.0,15.6,14.4,6.3,8.2,13.9,17.8,22.5,24.1,22.7,12.3,4.4,19.3,17.5,14.6,82.8,17.2,75.4,8.8,10.5,21.1,19.3,66.7,60.5,39.5,100.0,0.0,63.8,36.2,1.3,0.9,1.4,4.5,9.8,7.2,6.6,22.6,0.1,1.4,334.0,0.4,-1.0,-0.5,-3.3,-3.1,-6.4,-0.2,-1.4,-1.6,0.2,"$9,073,050",0
309,Frank Ntilikina,21.0,4.0,14.0,27.1,2.6,6.7,38.3,0.8,2.6,32.6,0.7,0.9,76.5,0.4,1.8,2.3,3.6,1.1,2.8,19.9,0.0,0.0,-1.7,1.8,10.3,1.5,30.3,0.6,21.3,8.7,6.7,7.3,22.4,0.065,12.8,11.9,13.5,13.5,15.9,7.7,6.8,6.2,9.1,29.7,14.9,10.0,21.7,10.0,11.4,61.7,38.3,51.7,26.7,37.5,12.5,15.0,25.0,32.3,67.7,86.7,13.3,50.0,50.0,1.0,0.1,0.8,1.7,8.7,6.7,7.3,22.4,0.2,1.1,452.0,-1.7,-0.1,-1.8,3.4,-1.7,1.7,-0.8,-0.4,-1.2,0.4,"$4,855,800",0
310,Terence Davis,22.0,14.0,4.0,15.5,2.4,5.0,48.9,1.2,2.7,42.9,0.6,0.6,100.0,0.6,2.4,3.0,2.0,0.6,2.1,14.7,0.0,0.0,4.5,2.4,20.4,0.4,24.2,0.2,9.8,5.6,4.1,3.9,12.6,0.087,15.2,18.6,17.3,26.9,25.0,10.4,8.1,11.9,18.0,25.2,11.2,9.8,26.8,8.5,18.3,45.6,54.4,38.3,1.7,52.5,17.5,16.7,36.7,39.1,60.9,85.7,14.3,61.4,38.6,1.1,1.7,1.2,2.4,5.6,4.1,3.9,12.6,0.2,0.6,264.0,4.4,-0.4,4.0,4.9,3.4,8.2,4.7,0.2,4.9,1.0,"$898,310",0
311,Monte Morris,24.0,13.0,4.0,17.3,2.7,6.5,41.4,0.4,1.1,38.9,0.8,1.2,70.0,0.2,1.6,1.8,3.4,0.6,0.6,14.8,0.0,0.0,-1.8,1.6,12.3,0.4,15.0,0.2,7.5,6.7,4.4,4.8,17.4,0.07200000000000001,18.2,19.8,20.3,13.2,11.5,17.3,16.3,5.8,10.7,35.2,11.8,30.8,7.3,16.8,18.9,83.8,16.2,69.0,12.4,18.6,21.2,18.6,56.6,35.9,64.1,100.0,0.0,45.7,54.3,1.2,0.7,1.4,3.8,6.7,4.4,4.8,17.4,0.5,1.2,277.0,0.8,-2.2,-1.3,-7.5,-3.0,-10.5,-0.7,-2.4,-3.1,-0.1,"$1,588,231",0
312,Alex Len,26.0,4.0,15.0,16.7,2.5,5.2,47.5,0.2,1.3,16.0,1.4,2.1,67.5,1.4,3.0,4.4,0.8,1.1,2.2,15.5,1.0,0.0,-6.1,3.0,23.8,0.3,10.9,0.8,39.0,7.1,5.3,5.1,15.4,0.025,17.6,20.0,17.6,6.6,11.8,20.8,23.7,40.6,27.4,11.8,15.9,20.5,29.4,20.5,18.9,74.7,25.3,68.8,0.0,9.6,3.2,8.8,68.8,79.1,20.9,100.0,0.0,80.9,19.1,0.6,1.4,0.2,4.5,7.1,5.3,5.1,15.4,0.5,1.6,273.0,-3.7,3.1,-0.6,-12.0,-1.7,-13.7,-5.4,2.5,-2.9,-0.0,"$4,160,000",0
313,Malik Beasley,23.0,10.0,3.0,15.6,2.4,6.0,39.7,1.4,2.9,47.4,0.4,0.4,100.0,0.3,1.2,1.5,1.2,1.2,1.3,11.2,0.0,0.0,-3.0,1.2,11.5,0.6,26.7,0.2,8.7,5.5,4.2,4.9,16.6,0.024,19.4,19.5,21.4,39.1,32.5,7.7,5.3,10.0,11.2,14.3,21.4,20.0,17.5,11.5,19.8,51.3,48.7,30.6,11.8,63.5,16.5,23.5,18.8,53.8,46.2,100.0,0.0,80.6,19.4,1.5,0.4,1.1,1.2,5.5,4.2,4.9,16.6,0.2,0.8,183.0,-3.4,0.3,-3.1,-2.8,-8.5,-11.2,-3.5,-1.4,-4.8,-0.2,"$2,731,714",0
314,Nickeil Alexander-Walker,21.0,6.0,10.0,14.4,2.3,7.0,32.1,1.3,3.8,34.4,0.6,0.9,71.4,0.1,2.1,2.3,2.3,1.3,1.6,12.6,0.0,0.0,0.4,2.1,21.7,0.3,15.6,0.1,9.5,5.6,5.0,4.4,15.8,0.03,24.6,17.8,25.7,26.3,31.3,13.2,12.7,3.9,17.3,29.3,29.0,40.9,20.5,18.2,18.4,45.5,54.5,29.1,1.9,61.2,4.9,17.5,27.2,20.0,80.0,81.0,19.0,55.6,44.4,1.1,0.4,0.3,1.8,5.6,5.0,4.4,15.8,0.6,1.3,230.0,-3.6,-1.5,-5.1,3.6,-0.3,3.3,-2.4,-1.3,-3.8,-0.1,"$2,964,840",0
315,Treveon Graham,26.0,10.0,7.0,24.5,2.4,7.1,34.2,0.6,3.2,20.0,0.8,1.1,77.8,1.1,2.8,3.8,1.3,0.6,2.5,14.6,0.0,0.0,-3.9,2.8,15.4,0.7,16.9,0.1,3.8,8.2,6.8,6.9,26.0,0.047,13.4,12.0,15.3,10.7,16.9,8.3,8.3,20.7,16.5,11.1,8.7,25.5,22.8,13.4,11.2,54.2,45.8,56.1,3.7,30.8,15.9,20.6,52.3,60.0,40.0,90.9,9.1,68.3,31.7,1.3,0.9,1.0,3.3,8.2,6.8,6.9,26.0,0.7,1.6,417.0,-3.4,0.9,-2.5,-5.6,-6.6,-12.2,-4.0,-0.5,-4.4,-0.4,"$1,678,854",0
316,Chris Boucher,26.0,13.0,3.0,13.3,2.3,5.0,45.0,0.5,1.7,29.6,1.3,1.8,69.0,2.3,2.6,4.9,0.6,0.4,1.6,16.6,3.0,0.0,2.9,2.6,27.1,0.4,20.0,0.9,51.7,4.9,3.6,4.2,11.4,0.073,17.9,19.8,19.4,14.8,17.4,23.3,24.8,56.9,35.9,9.2,10.6,27.6,24.8,27.6,19.8,66.3,33.8,56.0,2.0,24.0,4.0,20.0,54.0,50.0,50.0,100.0,0.0,61.1,38.9,1.3,2.2,0.3,3.4,4.9,3.6,4.2,11.4,0.5,1.7,202.0,4.4,3.5,7.8,1.6,2.0,3.7,4.0,3.3,7.3,1.0,"$1,588,231",0
317,Kris Dunn,25.0,6.0,14.0,20.5,2.7,6.4,42.2,0.4,2.0,17.5,0.5,0.7,69.2,0.5,2.6,3.1,3.1,1.0,3.3,20.2,0.0,0.0,-3.3,2.6,18.6,2.0,40.2,0.3,16.2,6.5,4.7,5.5,19.1,0.08,15.0,16.9,16.2,7.4,12.8,6.6,6.8,9.3,16.2,30.3,16.8,12.3,32.0,7.4,14.3,68.8,31.3,75.8,3.2,16.9,33.9,37.1,72.6,51.1,48.9,85.7,14.3,55.6,44.4,2.3,0.8,2.1,4.5,6.5,4.7,5.5,19.1,0.4,0.7,381.0,-1.1,3.2,2.1,-5.6,2.5,-3.1,-1.9,3.2,1.3,0.8,"$5,348,007",0
318,Trey Burke,27.0,6.0,1.0,17.5,2.3,6.4,35.6,0.7,1.9,38.5,0.9,1.1,75.0,0.6,1.0,1.6,3.3,0.6,0.7,14.1,0.0,0.0,1.9,1.0,8.4,0.4,15.8,0.1,7.7,5.3,3.9,4.4,13.1,0.08,18.1,15.7,20.3,18.5,19.1,16.2,15.1,16.0,10.2,33.8,11.1,35.7,10.0,19.2,16.0,71.1,28.9,51.2,14.0,34.9,0.0,11.6,37.2,36.4,63.6,100.0,0.0,56.3,43.8,0.7,1.0,0.0,2.3,5.3,3.9,4.4,13.1,0.7,1.4,105.0,2.0,-2.9,-0.9,1.2,-1.7,-0.5,1.9,-2.9,-1.0,0.1,"$2,028,594",0
320,Meyers Leonard,27.0,13.0,5.0,18.9,2.5,4.2,60.0,0.8,1.6,51.7,0.2,0.4,50.0,0.3,3.9,4.2,0.8,0.9,2.2,13.8,0.0,0.0,1.9,3.9,29.1,0.3,8.2,0.4,22.9,8.4,4.8,5.8,17.0,0.086,12.1,15.8,13.1,19.7,14.4,3.8,5.5,10.0,25.9,7.8,13.4,15.2,27.4,12.1,14.5,61.3,38.7,55.0,1.8,41.3,1.8,11.9,53.2,86.7,13.3,93.3,6.7,88.9,11.1,0.7,0.2,0.1,3.2,8.4,4.8,5.8,17.0,0.3,1.0,324.0,-2.3,-2.2,-4.6,1.5,2.6,4.2,-1.8,-1.5,-3.3,-0.1,"$11,286,515",0
321,Dragan Bender,22.0,2.0,0.0,7.9,2.5,3.5,71.4,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,2.5,9.1,0.0,0.0,6.5,0.5,8.3,0.0,0.0,0.5,50.0,2.0,7.0,1.0,7.0,0.032,21.6,27.8,21.2,20.0,20.0,0.0,0.0,0.0,7.7,12.5,50.0,0.0,62.5,0.0,25.0,42.9,57.1,50.0,0.0,50.0,0.0,25.0,50.0,100.0,0.0,100.0,0.0,100.0,0.0,1.5,0.0,0.0,3.0,2.0,7.0,1.0,7.0,0.0,0.0,2.0,-11.8,17.1,5.4,11.3,-16.5,-5.2,-8.2,11.7,3.5,0.0,"$1,678,854",0
323,Royce O'Neale,26.0,12.0,7.0,29.2,2.1,4.3,49.4,1.2,2.5,47.9,0.5,0.6,83.3,0.1,4.5,4.6,2.6,0.9,2.9,17.6,1.0,0.0,3.5,4.5,19.1,0.7,20.0,0.3,13.3,10.2,8.4,7.5,26.0,0.133,8.0,9.2,8.4,15.5,12.5,4.1,4.0,2.2,16.2,19.6,9.8,5.7,22.8,5.3,9.0,40.7,59.3,30.1,1.8,61.1,23.0,17.7,28.3,82.4,17.6,100.0,0.0,92.5,7.5,1.1,0.5,1.4,1.7,10.2,8.4,7.5,26.0,0.2,0.8,521.0,-0.2,2.0,1.8,0.5,2.1,2.6,-0.1,2.0,2.0,1.2,"$1,618,520",0
324,Mikal Bridges,23.0,8.0,10.0,19.8,2.1,4.7,45.2,0.3,1.6,21.4,1.3,1.6,82.8,0.8,2.7,3.4,1.0,0.6,1.6,16.0,0.0,0.0,0.9,2.7,19.3,1.4,37.3,0.3,16.7,5.9,4.8,4.5,18.3,0.07200000000000001,12.5,12.9,13.1,6.7,11.1,15.2,14.6,23.3,20.1,9.3,10.1,13.2,17.9,17.0,12.7,66.7,33.3,60.4,0.0,17.0,16.0,31.1,60.4,62.5,37.5,100.0,0.0,68.4,31.6,1.8,0.9,0.9,3.6,5.9,4.8,4.5,18.3,0.3,1.7,340.0,0.0,3.1,3.1,-1.0,3.8,2.9,-0.2,3.4,3.2,1.0,"$4,161,000",0
325,Tyus Jones,23.0,5.0,13.0,19.3,2.4,6.4,37.4,0.3,1.6,17.9,0.8,1.2,71.4,0.0,1.3,1.3,4.6,1.3,0.9,15.4,0.0,0.0,-5.2,1.3,9.4,0.8,30.6,0.0,0.0,9.6,5.6,7.7,20.9,0.02,17.0,14.1,17.0,6.8,12.0,16.0,16.5,0.0,7.1,39.0,20.3,16.3,9.7,14.3,13.6,75.7,24.3,71.7,11.3,14.2,24.5,14.2,60.4,34.2,65.8,80.0,20.0,39.5,60.5,0.8,0.3,1.4,3.6,9.6,5.6,7.7,20.9,0.4,0.9,330.0,-1.8,-3.6,-5.4,-2.6,-4.0,-6.6,-2.0,-3.8,-5.8,-0.5,"$8,408,000",0
326,Grayson Allen,24.0,1.0,7.0,15.9,1.9,6.6,28.3,0.8,3.3,23.1,1.4,1.6,84.6,0.3,2.3,2.5,1.8,1.3,1.6,11.0,0.0,0.0,-6.0,2.3,17.8,0.3,14.3,0.0,0.0,8.8,5.3,6.3,19.0,0.075,20.6,16.3,22.6,28.6,32.9,22.4,18.6,6.3,15.0,23.0,18.5,21.1,21.7,18.8,18.5,50.9,49.1,38.3,8.5,38.3,14.9,8.5,29.8,66.7,33.3,100.0,0.0,80.0,20.0,0.5,0.4,0.9,1.8,8.8,5.3,6.3,19.0,0.5,1.6,115.0,-2.5,1.8,-0.7,-12.5,3.6,-9.0,-4.4,2.3,-2.1,0.0,"$2,429,400",0
328,Sterling Brown,24.0,13.0,2.0,17.0,2.1,4.9,41.9,1.0,2.7,37.5,0.7,0.9,76.9,0.7,4.3,5.0,1.5,1.0,1.4,15.0,0.0,0.0,7.0,4.3,28.3,0.5,19.0,0.1,6.7,6.0,3.7,3.5,12.0,0.127,15.0,13.8,15.9,19.5,20.4,10.1,9.6,18.6,26.3,16.5,16.9,24.0,20.6,10.6,13.9,45.9,54.1,36.8,2.3,51.7,16.1,19.5,34.5,31.3,68.8,86.7,13.3,58.1,41.9,1.1,1.5,0.9,2.0,6.0,3.7,3.5,12.0,0.4,0.7,255.0,0.5,1.7,2.2,2.1,6.8,8.9,0.8,2.7,3.4,0.8,"$1,618,520",0
329,Mike Scott,31.0,14.0,6.0,19.2,2.1,5.1,41.2,1.1,3.3,32.3,0.5,0.6,90.9,0.8,2.7,3.4,0.7,0.5,1.6,11.5,0.0,0.0,2.1,2.7,18.9,0.3,7.2,0.1,4.4,6.3,4.2,5.5,18.9,0.099,12.3,13.2,14.8,22.8,25.6,6.9,5.6,18.8,18.8,6.9,7.0,3.6,18.0,4.9,13.2,36.3,63.7,36.5,7.0,54.8,13.9,8.7,29.6,66.7,33.3,100.0,0.0,83.3,16.7,0.5,0.7,0.8,1.7,6.3,4.2,5.5,18.9,0.1,0.4,341.0,0.1,-2.3,-2.2,-1.2,0.9,-0.2,-0.2,-1.8,-2.0,0.1,"$4,767,000",0
330,Quinn Cook,26.0,14.0,2.0,14.9,2.4,5.5,44.3,0.8,2.0,37.5,0.1,0.2,66.7,0.3,1.1,1.4,1.8,0.9,0.6,10.5,0.0,0.0,3.9,1.1,9.6,0.4,15.8,0.1,2.6,5.1,3.9,5.6,13.4,0.079,17.7,18.8,20.3,25.0,23.9,2.1,2.4,7.4,9.1,23.0,18.9,22.2,10.8,6.6,16.4,63.6,36.4,58.7,15.2,39.1,16.3,17.4,43.5,33.3,66.7,91.7,8.3,51.3,48.7,1.0,0.6,0.9,2.5,5.1,3.9,5.6,13.4,0.3,0.4,216.0,-0.5,-0.8,-1.3,2.9,1.7,4.6,0.1,-0.5,-0.4,0.3,"$3,000,000",0
331,Terrance Ferguson,21.0,7.0,10.0,25.6,2.1,4.7,43.8,1.2,3.2,37.0,0.4,0.5,77.8,0.6,1.2,1.8,1.0,0.6,3.1,11.4,0.0,0.0,-4.8,1.2,6.6,0.5,13.4,0.4,15.8,9.5,6.7,8.5,26.0,0.037000000000000005,9.6,10.2,10.7,21.1,20.6,4.3,4.5,15.9,8.4,8.6,8.3,5.0,28.4,6.3,10.3,32.5,67.5,30.9,10.3,61.9,8.2,9.3,20.6,93.3,6.7,100.0,0.0,97.1,2.9,0.5,0.4,0.5,1.2,9.5,6.7,8.5,26.0,0.1,0.7,412.0,-2.0,0.8,-1.2,-1.4,-5.7,-7.1,-2.0,-0.3,-2.4,0.1,"$2,475,840",0
332,Kyle Korver,38.0,13.0,3.0,14.8,1.9,5.0,37.5,1.6,4.1,38.5,0.4,0.5,75.0,0.4,1.2,1.6,0.4,0.8,0.8,9.4,0.0,0.0,0.3,1.2,9.8,0.4,20.0,0.3,12.9,6.3,3.9,5.4,14.5,0.054000000000000006,15.4,14.5,17.5,32.5,28.1,6.7,6.0,11.1,10.1,4.8,15.5,15.8,11.8,9.9,15.7,18.8,81.3,11.0,6.6,82.4,6.6,5.5,4.4,60.0,40.0,100.0,0.0,93.3,6.7,0.3,0.6,0.4,0.3,6.3,3.9,5.4,14.5,0.2,0.8,217.0,-1.4,-0.4,-1.8,-5.4,-3.0,-8.4,-2.3,-1.0,-3.2,-0.1,"$3,440,000",0
333,Kyle Korver,38.0,13.0,3.0,14.8,1.9,5.0,37.5,1.6,4.1,38.5,0.4,0.5,75.0,0.4,1.2,1.6,0.4,0.8,0.8,9.4,0.0,0.0,0.3,1.2,9.8,0.4,20.0,0.3,12.9,6.3,3.9,5.4,14.5,0.054000000000000006,15.4,14.5,17.5,32.5,28.1,6.7,6.0,11.1,10.1,4.8,15.5,15.8,11.8,9.9,15.7,18.8,81.3,11.0,6.6,82.4,6.6,5.5,4.4,60.0,40.0,100.0,0.0,93.3,6.7,0.3,0.6,0.4,0.3,6.3,3.9,5.4,14.5,0.2,0.8,217.0,-1.4,-0.4,-1.8,-5.4,-3.0,-8.4,-2.3,-1.0,-3.2,-0.1,"$2,564,753",0
334,Pat Connaughton,26.0,16.0,2.0,18.0,2.2,4.6,47.6,0.8,2.7,31.3,0.5,0.6,90.0,0.5,3.4,3.9,1.7,0.5,1.0,15.0,0.0,0.0,0.4,3.4,23.3,0.3,12.5,0.6,25.0,5.9,4.1,4.7,15.6,0.047,11.6,13.6,13.3,15.2,16.6,8.0,6.0,9.8,19.8,17.6,8.7,12.0,13.4,7.7,13.0,41.5,58.5,47.1,0.0,44.1,15.7,20.6,47.1,79.2,20.8,93.3,6.7,84.6,15.4,1.2,1.2,0.9,2.7,5.9,4.1,4.7,15.6,0.2,0.6,280.0,0.4,-1.4,-1.0,-1.5,-6.8,-8.3,0.0,-2.5,-2.5,0.0,"$1,723,050",0
335,Maurice Harkless,26.0,14.0,6.0,22.0,2.3,4.6,50.0,0.5,1.4,37.0,0.6,1.0,55.0,0.9,2.2,3.1,1.2,1.0,3.1,15.7,0.0,0.0,0.1,2.2,12.5,1.1,31.9,0.8,27.1,9.3,5.6,6.7,21.0,0.092,11.1,12.5,11.7,11.1,10.3,5.8,7.9,18.8,13.9,10.6,11.5,9.1,27.2,7.7,11.1,70.7,29.3,63.7,1.8,26.5,26.5,11.5,61.9,61.1,38.9,100.0,0.0,69.6,30.4,0.7,0.7,1.5,3.5,9.3,5.6,6.7,21.0,0.2,0.9,417.0,-3.2,-0.1,-3.3,-2.7,-0.1,-2.8,-3.3,-0.2,-3.5,-0.2,"$11,511,234",0
