,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,off_kmean
304,Dwight Howard,33.0,17.0,2.0,20.3,2.7,3.6,75.4,0.0,0.0,0.0,1.4,2.5,57.4,2.2,4.9,7.1,0.8,1.2,4.1,21.0,2.0,0.0,4.7,4.9,35.5,0.4,12.7,1.5,52.8,6.8,4.3,6.1,17.1,0.084,12.2,15.4,9.9,0.0,0.0,20.6,25.0,48.8,38.7,7.8,19.8,19.0,50.0,29.3,14.7,100.0,0.0,79.4,1.5,0.0,2.3,6.9,77.9,57.7,42.3,0.0,0.0,57.7,42.3,0.5,3.1,0.2,5.4,6.8,4.3,6.1,17.1,0.2,2.9,366.0,0.9,1.8,2.7,4.0,-0.5,3.5,1.5,1.4,2.9,1.0,"$2,564,753",0
305,Dwight Howard,33.0,17.0,2.0,20.3,2.7,3.6,75.4,0.0,0.0,0.0,1.4,2.5,57.4,2.2,4.9,7.1,0.8,1.2,4.1,21.0,2.0,0.0,4.7,4.9,35.5,0.4,12.7,1.5,52.8,6.8,4.3,6.1,17.1,0.084,12.2,15.4,9.9,0.0,0.0,20.6,25.0,48.8,38.7,7.8,19.8,19.0,50.0,29.3,14.7,100.0,0.0,79.4,1.5,0.0,2.3,6.9,77.9,57.7,42.3,0.0,0.0,57.7,42.3,0.5,3.1,0.2,5.4,6.8,4.3,6.1,17.1,0.2,2.9,366.0,0.9,1.8,2.7,4.0,-0.5,3.5,1.5,1.4,2.9,1.0,"$3,039,097",0
307,Daniel Theis,27.0,10.0,5.0,21.9,2.7,5.6,47.6,0.1,0.9,15.4,1.3,1.8,70.4,1.8,5.3,7.1,1.2,0.7,3.2,22.6,1.0,0.0,3.7,5.3,30.5,0.5,12.9,1.5,60.5,5.1,4.7,5.1,16.9,0.13,13.4,15.1,13.5,2.4,5.4,16.2,19.4,39.7,32.4,11.6,13.6,21.6,35.3,22.8,13.8,84.5,15.5,75.2,4.0,5.9,5.9,9.9,71.3,84.2,15.8,100.0,0.0,85.0,15.0,0.7,1.8,0.4,4.8,5.1,4.7,5.1,16.9,0.7,2.2,322.0,-3.3,4.6,1.2,-1.9,7.7,5.9,-3.3,5.3,2.0,0.8,"$5,000,000",0
308,Kyle Anderson,26.0,5.0,12.0,20.5,2.8,5.5,50.5,0.2,0.9,25.0,0.9,1.6,57.1,0.9,3.5,4.4,2.6,0.9,1.7,19.2,0.0,0.0,-4.7,3.5,24.6,0.7,23.5,0.7,25.5,9.8,7.2,6.6,22.6,0.034,14.0,15.6,14.4,6.3,8.2,13.9,17.8,22.5,24.1,22.7,12.3,4.4,19.3,17.5,14.6,82.8,17.2,75.4,8.8,10.5,21.1,19.3,66.7,60.5,39.5,100.0,0.0,63.8,36.2,1.3,0.9,1.4,4.5,9.8,7.2,6.6,22.6,0.1,1.4,334.0,0.4,-1.0,-0.5,-3.3,-3.1,-6.4,-0.2,-1.4,-1.6,0.2,"$9,073,050",0
312,Alex Len,26.0,4.0,15.0,16.7,2.5,5.2,47.5,0.2,1.3,16.0,1.4,2.1,67.5,1.4,3.0,4.4,0.8,1.1,2.2,15.5,1.0,0.0,-6.1,3.0,23.8,0.3,10.9,0.8,39.0,7.1,5.3,5.1,15.4,0.025,17.6,20.0,17.6,6.6,11.8,20.8,23.7,40.6,27.4,11.8,15.9,20.5,29.4,20.5,18.9,74.7,25.3,68.8,0.0,9.6,3.2,8.8,68.8,79.1,20.9,100.0,0.0,80.9,19.1,0.6,1.4,0.2,4.5,7.1,5.3,5.1,15.4,0.5,1.6,273.0,-3.7,3.1,-0.6,-12.0,-1.7,-13.7,-5.4,2.5,-2.9,-0.0,"$4,160,000",0
316,Chris Boucher,26.0,13.0,3.0,13.3,2.3,5.0,45.0,0.5,1.7,29.6,1.3,1.8,69.0,2.3,2.6,4.9,0.6,0.4,1.6,16.6,3.0,0.0,2.9,2.6,27.1,0.4,20.0,0.9,51.7,4.9,3.6,4.2,11.4,0.073,17.9,19.8,19.4,14.8,17.4,23.3,24.8,56.9,35.9,9.2,10.6,27.6,24.8,27.6,19.8,66.3,33.8,56.0,2.0,24.0,4.0,20.0,54.0,50.0,50.0,100.0,0.0,61.1,38.9,1.3,2.2,0.3,3.4,4.9,3.6,4.2,11.4,0.5,1.7,202.0,4.4,3.5,7.8,1.6,2.0,3.7,4.0,3.3,7.3,1.0,"$1,588,231",0
339,Taj Gibson,34.0,4.0,13.0,15.9,2.5,4.5,54.5,0.1,0.3,20.0,0.5,0.8,69.2,2.0,2.4,4.4,1.1,0.7,2.4,13.7,0.0,0.0,-2.6,2.4,22.6,0.5,18.0,0.1,14.3,6.1,3.6,4.1,14.8,0.027999999999999997,14.4,19.3,15.5,1.6,3.5,11.5,11.2,45.9,29.5,15.7,14.8,5.3,28.1,17.0,16.3,93.5,6.5,87.2,23.4,3.2,10.6,19.1,63.8,75.6,24.4,100.0,0.0,76.2,23.8,1.1,1.3,0.6,3.5,6.1,3.6,4.1,14.8,0.1,1.0,253.0,-0.8,-1.2,-2.0,1.0,-2.3,-1.3,-0.5,-1.4,-1.9,0.1,"$9,800,000",0
344,Cheick Diallo,23.0,5.0,8.0,9.6,2.4,3.0,79.5,0.0,0.0,0.0,0.6,0.7,88.9,0.8,2.0,2.8,0.5,0.5,1.0,10.0,1.0,0.0,0.8,2.0,32.5,0.0,0.0,0.3,44.4,1.8,2.6,2.4,9.7,0.004,17.0,26.7,17.0,0.0,0.0,20.0,18.0,41.7,34.6,9.1,25.0,0.0,37.1,14.9,23.0,100.0,0.0,88.6,11.4,0.0,5.7,17.1,77.1,80.6,19.4,0.0,0.0,80.6,19.4,0.9,0.9,0.3,4.2,1.8,2.6,2.4,9.7,0.0,0.5,121.0,3.1,2.3,5.4,9.3,-9.6,-0.2,4.4,0.2,4.7,0.5,"$1,678,854",0
350,Goga Bitadze,20.0,9.0,5.0,14.2,1.9,3.9,47.3,0.3,0.9,33.3,1.0,1.4,73.7,1.1,2.4,3.6,1.0,0.6,2.1,14.2,1.0,0.0,3.1,2.4,21.5,0.1,3.7,1.3,69.2,4.9,3.4,3.2,13.3,0.081,15.2,14.4,14.6,10.0,10.3,23.0,24.7,37.2,24.9,12.8,16.7,12.5,32.6,16.2,15.2,78.2,21.8,62.9,17.1,17.1,2.9,12.9,45.7,81.8,18.2,100.0,0.0,84.6,15.4,0.6,1.1,0.1,2.3,4.9,3.4,3.2,13.3,0.1,0.9,189.0,-1.9,2.2,0.3,3.5,2.7,6.1,-1.0,2.3,1.4,0.4,"$2,816,760",0
358,Tony Bradley,21.0,8.0,5.0,10.9,2.1,3.2,65.9,0.0,0.0,0.0,0.7,1.1,64.3,1.5,2.4,3.8,0.3,0.5,2.0,11.5,0.0,0.0,-1.6,2.4,26.7,0.2,20.0,0.5,63.6,5.6,4.5,3.3,13.2,0.043,15.5,24.1,16.7,0.0,0.0,16.7,19.7,63.3,34.2,6.7,11.9,35.7,32.5,16.3,20.4,100.0,0.0,85.7,0.0,0.0,9.5,3.2,85.7,74.1,25.9,0.0,0.0,74.1,25.9,0.2,1.4,0.5,4.2,5.6,4.5,3.3,13.2,0.4,0.6,142.0,0.5,4.0,4.4,-4.6,-1.2,-5.8,-0.4,3.1,2.6,0.4,"$1,962,360",0
362,Bruno Fernando,21.0,4.0,16.0,13.0,2.0,3.5,55.7,0.2,0.7,28.6,0.7,1.1,59.1,1.3,1.8,3.1,1.2,1.1,1.7,11.2,0.0,0.0,-0.9,1.8,19.7,0.3,13.9,0.5,40.9,6.4,3.5,2.9,12.1,0.05,15.3,18.1,14.6,6.6,7.8,17.1,19.6,37.1,24.6,18.1,18.6,23.8,28.3,22.4,16.8,80.0,20.0,73.7,2.1,12.6,11.6,13.7,71.6,65.7,34.3,100.0,0.0,69.2,30.8,0.7,1.3,0.6,3.4,6.4,3.5,2.9,12.1,0.5,1.2,230.0,-1.8,-0.3,-2.1,-2.0,6.2,4.3,-1.9,1.0,-0.9,0.2,"$1,400,000",0
373,Isaiah Hartenstein,21.0,5.0,2.0,13.4,1.6,2.1,73.3,0.0,0.1,0.0,1.3,1.6,81.8,1.1,2.4,3.6,0.6,0.9,2.1,11.3,0.0,0.0,6.0,2.4,22.1,0.3,12.5,0.6,50.0,5.7,4.3,3.9,12.0,0.081,11.4,13.4,8.9,0.0,1.0,23.7,23.4,38.1,25.5,9.3,17.6,0.0,34.1,25.0,12.9,93.3,6.7,71.0,0.0,0.0,0.0,12.9,71.0,81.8,18.2,0.0,0.0,81.8,18.2,0.6,1.1,0.0,3.1,5.7,4.3,3.9,12.0,0.0,1.4,73.0,0.5,1.9,2.4,4.2,4.9,9.1,1.1,2.5,3.6,0.2,"$1,416,852",0
378,Khem Birch,27.0,2.0,7.0,19.2,1.7,3.2,51.7,0.0,0.1,0.0,0.9,1.9,47.1,1.3,3.2,4.6,0.2,0.6,2.6,11.8,0.0,0.0,-4.6,3.2,24.8,0.3,9.4,0.4,19.0,6.4,6.0,6.0,17.6,0.067,10.1,11.4,9.0,0.0,1.0,16.3,23.9,30.0,26.1,3.2,9.6,9.1,31.5,33.3,11.2,96.6,3.4,78.9,0.0,0.0,10.5,21.1,78.9,86.7,13.3,0.0,0.0,86.7,13.3,0.9,0.7,0.4,3.3,6.4,6.0,6.0,17.6,0.1,2.3,145.0,-2.5,3.6,1.1,-5.3,-1.3,-6.6,-3.1,2.9,-0.3,0.2,"$3,000,000",0
380,Noah Vonleh,24.0,7.0,7.0,12.6,1.4,3.1,46.5,0.1,0.7,10.0,1.1,1.4,84.2,1.2,2.4,3.6,1.1,0.9,1.4,10.6,0.0,0.0,-1.2,2.4,27.0,0.3,14.3,0.2,13.6,5.2,4.0,3.6,12.6,0.063,14.4,14.1,12.8,2.2,7.3,24.6,20.9,41.5,30.5,17.6,20.0,18.2,25.0,21.5,14.4,76.7,23.3,66.7,0.0,5.3,0.0,14.0,66.7,57.9,42.1,100.0,0.0,60.0,40.0,0.6,1.3,0.0,2.7,5.2,4.0,3.6,12.6,0.3,1.2,177.0,-3.2,1.1,-2.1,-3.0,1.5,-1.4,-3.3,1.3,-2.1,0.1,"$2,000,000",0
387,Daniel Gafford,21.0,4.0,7.0,9.8,1.6,2.5,66.7,0.0,0.0,0.0,0.6,1.3,50.0,1.0,0.9,1.9,0.1,0.1,1.4,8.2,0.0,0.0,-2.8,0.9,12.8,0.0,0.0,0.6,50.0,3.5,2.2,2.5,7.3,0.048,12.9,23.4,12.9,0.0,0.0,24.1,33.3,39.3,19.8,2.1,2.9,12.5,26.8,26.8,21.1,100.0,0.0,83.7,0.0,0.0,9.3,9.3,83.7,61.1,38.9,0.0,0.0,61.1,38.9,0.4,1.1,0.4,3.3,3.5,2.2,2.5,7.3,0.2,1.0,100.0,-1.7,-0.5,-2.2,-10.4,5.0,-5.4,-3.3,0.5,-2.9,-0.0,"$898,310",0
407,Jordan Bell,24.0,4.0,5.0,8.2,1.2,2.1,57.9,0.0,0.3,0.0,0.8,1.2,63.6,1.0,2.6,3.6,0.7,1.3,0.7,8.2,0.0,0.0,-3.1,2.6,38.3,0.0,0.0,0.3,30.0,4.7,3.1,1.6,8.7,0.006,19.3,20.0,15.4,0.0,5.6,21.9,22.9,75.0,44.4,19.4,38.7,16.7,15.4,21.2,18.4,84.2,15.8,75.9,0.0,0.0,0.0,6.9,75.9,81.8,18.2,0.0,0.0,81.8,18.2,0.2,0.7,0.0,2.4,4.7,3.1,1.6,8.7,0.1,0.8,74.0,-5.5,-0.2,-5.7,-8.3,-1.7,-10.0,-6.3,-0.5,-6.8,-0.2,"$1,620,564",0
413,John Henson,28.0,1.0,0.0,8.3,1.0,2.0,50.0,0.0,1.0,0.0,1.0,6.0,16.7,2.0,1.0,3.0,0.0,1.0,0.0,17.6,0.0,0.0,-5.0,1.0,100.0,2.0,40.0,2.0,66.7,2.0,6.0,2.0,4.0,0.048,26.1,16.7,14.3,0.0,14.3,50.0,75.0,66.7,75.0,0.0,20.0,0.0,0.0,60.0,20.0,50.0,50.0,66.7,0.0,0.0,0.0,33.3,66.7,0.0,100.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,2.0,2.0,6.0,2.0,4.0,0.0,3.0,8.0,1.7,8.5,10.3,-15.2,3.5,-11.6,-1.3,8.0,6.8,0.0,"$9,732,396",0
414,Kevon Looney,23.0,0.0,1.0,10.5,1.0,4.0,25.0,1.0,1.0,100.0,0.0,0.0,0.0,5.0,4.0,9.0,1.0,1.0,3.0,14.3,0.0,0.0,-4.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,10.0,0.069,16.7,14.3,15.4,25.0,7.1,0.0,0.0,83.3,64.3,16.7,33.3,0.0,60.0,0.0,16.7,75.0,25.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,10.0,0.0,0.0,10.0,2.5,-17.6,-15.1,-10.3,12.7,2.4,0.3,-12.9,-12.6,-0.0,"$4,629,630",0
415,Nicolas Claxton,20.0,4.0,5.0,13.2,1.2,2.3,52.4,0.0,0.6,0.0,0.6,1.3,41.7,0.9,1.6,2.4,1.2,0.7,1.1,9.1,0.0,0.0,-3.4,1.6,15.4,0.1,8.3,0.6,29.4,6.9,4.9,5.8,14.0,0.036000000000000004,11.1,12.1,9.8,0.0,5.0,13.9,23.5,57.1,21.0,16.2,15.4,8.3,20.4,24.5,10.9,76.2,23.8,81.5,7.4,0.0,11.1,11.1,74.1,81.8,18.2,0.0,0.0,81.8,18.2,0.3,0.7,0.3,2.2,6.9,4.9,5.8,14.0,0.1,1.3,119.0,-1.8,2.0,0.2,-5.3,-1.3,-6.6,-2.6,1.6,-1.1,0.1,"$898,310",0
420,Chimezie Metu,22.0,2.0,4.0,3.6,1.2,2.0,58.3,0.0,0.0,0.0,0.3,0.7,50.0,1.2,0.7,1.8,0.3,0.0,0.0,6.4,0.0,0.0,-0.7,0.7,28.6,0.0,0.0,0.3,66.7,1.7,0.0,0.8,3.7,0.006999999999999999,22.2,43.8,25.5,0.0,0.0,22.2,22.2,46.7,37.9,22.2,0.0,66.7,0.0,21.4,38.1,100.0,0.0,87.5,25.0,0.0,12.5,12.5,62.5,71.4,28.6,0.0,0.0,71.4,28.6,0.3,0.8,0.3,1.7,1.7,0.0,0.8,3.7,0.3,0.5,21.0,13.6,5.8,19.4,-6.3,1.4,-4.9,10.6,5.4,16.0,0.2,"$1,416,852",0
424,Max Strus,23.0,0.0,2.0,3.1,1.0,1.5,66.7,0.0,0.5,0.0,0.5,0.5,100.0,0.5,0.0,0.5,0.0,0.0,0.5,3.1,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.033,15.8,20.0,18.8,0.0,12.5,20.0,20.0,25.0,10.0,0.0,0.0,0.0,11.1,0.0,17.2,66.7,33.3,80.0,0.0,0.0,0.0,0.0,80.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,1.0,0.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,5.0,16.4,-10.8,5.6,65.2,14.4,79.6,26.5,-6.7,19.8,0.1,"$415,414",0
435,Amile Jefferson,26.0,1.0,2.0,3.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,1.0,0.7,0.3,0.0,3.9,0.0,0.0,0.7,0.3,14.3,0.0,0.0,0.0,0.0,0.7,1.7,0.7,2.0,0.015,16.0,33.3,15.0,0.0,0.0,0.0,0.0,40.0,25.0,50.0,100.0,0.0,0.0,0.0,30.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,33.3,66.7,0.0,0.0,33.3,66.7,0.0,1.3,0.0,2.0,0.7,1.7,0.7,2.0,0.0,0.0,9.0,6.2,-15.9,-9.8,-3.6,0.5,-3.1,4.8,-13.8,-9.0,-0.0,"$1,355,851",0
436,Alize Johnson,23.0,6.0,1.0,5.2,0.7,1.6,45.5,0.0,0.0,0.0,0.4,0.6,75.0,0.9,0.9,1.7,0.3,0.1,0.6,4.2,0.0,0.0,-0.3,0.9,27.3,0.0,0.0,0.0,0.0,1.9,0.6,2.9,4.3,0.004,13.3,15.2,13.9,0.0,0.0,25.0,23.5,37.5,31.6,10.5,20.0,33.3,26.7,31.6,15.1,100.0,0.0,76.9,0.0,0.0,30.8,61.5,76.9,40.0,60.0,0.0,0.0,40.0,60.0,1.1,0.4,0.6,1.4,1.9,0.6,2.9,4.3,0.3,0.9,36.0,3.3,-4.6,-1.3,8.1,-9.5,-1.4,4.4,-5.8,-1.4,0.0,"$1,416,852",0
437,Tyson Chandler,37.0,11.0,6.0,9.1,0.7,0.9,75.0,0.0,0.0,0.0,0.3,0.5,55.6,1.1,1.7,2.8,0.4,0.4,1.3,7.3,0.0,0.0,3.4,1.7,25.4,0.3,17.9,0.4,63.6,2.7,1.9,2.5,9.8,0.035,6.7,9.2,5.4,0.0,0.0,5.1,7.3,47.4,30.9,10.9,16.7,8.3,37.9,17.0,7.1,100.0,0.0,82.8,0.0,0.0,6.9,10.3,82.8,83.3,16.7,0.0,0.0,83.3,16.7,0.2,0.3,0.1,1.4,2.7,1.9,2.5,9.8,0.1,0.9,146.0,-2.6,-1.0,-3.6,3.9,-0.1,3.8,-1.6,-0.9,-2.5,0.0,"$2,564,753",0
442,Ed Davis,30.0,5.0,2.0,12.1,0.6,1.4,40.0,0.0,0.0,0.0,0.3,0.6,50.0,1.4,3.7,5.1,0.3,0.9,2.7,9.3,0.0,0.0,-0.6,3.7,40.0,0.3,13.3,0.4,42.9,4.0,3.0,1.7,7.7,0.102,9.3,7.3,7.0,0.0,0.0,7.7,11.8,83.3,46.8,7.1,20.7,12.5,44.2,13.9,6.5,100.0,0.0,80.0,0.0,0.0,0.0,20.0,80.0,50.0,50.0,0.0,0.0,50.0,50.0,0.3,1.1,0.0,1.1,4.0,3.0,1.7,7.7,0.1,0.7,73.0,-3.1,9.1,6.0,-10.1,11.8,1.7,-4.6,10.0,5.4,0.3,"$4,767,000",0
444,Thanasis Antetokounmpo,27.0,3.0,0.0,4.2,0.7,1.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.3,0.3,0.7,2.3,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,4.0,0.7,5.3,0.004,15.6,16.7,16.7,0.0,0.0,0.0,0.0,66.7,14.3,10.0,16.7,0.0,33.3,100.0,13.3,100.0,0.0,100.0,0.0,0.0,50.0,0.0,100.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.7,1.3,3.7,4.0,0.7,5.3,0.0,0.7,13.0,-0.5,-5.1,-5.6,4.5,-0.7,3.8,0.3,-4.6,-4.4,-0.0,"$1,445,697",0
447,Vincent Poirier,26.0,6.0,0.0,5.1,0.5,1.3,37.5,0.0,0.0,0.0,0.2,0.3,50.0,0.8,0.5,1.3,0.5,0.5,1.2,4.5,0.0,0.0,1.7,0.5,11.1,0.2,25.0,0.3,40.0,1.5,0.7,1.0,4.3,0.033,15.8,12.0,14.3,0.0,0.0,7.1,13.3,71.4,23.5,20.0,27.3,40.0,46.7,25.0,9.7,100.0,0.0,85.7,57.1,0.0,28.6,28.6,28.6,100.0,0.0,0.0,0.0,100.0,0.0,0.3,0.0,0.3,0.3,1.5,0.7,1.0,4.3,0.3,0.5,31.0,-6.9,-10.2,-17.1,-1.6,2.8,1.2,-6.3,-8.5,-14.8,-0.2,"$2,505,793",0
449,Jonah Bolden,23.0,2.0,0.0,2.4,0.5,0.5,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,-6.0,0.0,0.0,0.5,100.0,0.0,0.0,4.0,0.0,0.0,1.0,-0.043,23.1,50.0,16.7,0.0,0.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,33.3,25.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.5,5.0,-16.4,-0.1,-16.5,-27.4,-35.9,-63.4,-19.4,-6.9,-26.2,-0.1,"$1,698,450",0
