,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,off_kmean
196,De'Andre Hunter,21.0,4.0,16.0,31.6,4.3,10.8,39.4,1.7,4.7,36.6,1.7,2.2,77.3,0.5,3.6,4.1,1.8,1.9,2.7,20.1,1.0,0.0,-3.6,3.6,17.3,0.6,10.8,0.3,8.5,11.4,9.8,9.9,32.4,0.026000000000000002,17.7,15.9,18.6,23.1,21.1,14.0,13.9,7.8,15.0,11.6,17.3,25.5,18.2,13.6,16.3,56.9,43.1,42.9,8.4,42.9,10.5,8.8,34.5,54.9,45.1,94.1,5.9,70.6,29.4,1.1,1.2,1.3,4.1,11.4,9.8,9.9,32.4,1.3,2.0,563.0,-2.6,-2.7,-5.4,6.3,-1.4,4.9,-1.1,-2.6,-3.7,-0.3,"$7,068,360",1
197,Isaiah Thomas,30.0,5.0,10.0,24.3,4.6,10.6,43.4,1.9,4.8,40.3,0.7,0.9,84.6,0.1,1.4,1.5,5.0,2.1,2.1,21.0,1.0,0.0,-5.1,1.4,9.3,0.5,15.6,0.2,12.5,8.3,8.2,9.6,30.7,-0.031,21.7,19.7,22.3,31.2,30.0,10.0,9.5,1.4,7.4,32.5,27.8,28.0,20.3,15.6,19.7,54.7,45.3,44.9,13.5,48.9,5.1,15.7,31.5,42.5,57.5,69.0,31.0,53.6,46.4,1.9,1.1,0.6,3.7,8.3,8.2,9.6,30.7,0.9,1.5,343.0,-0.6,-5.9,-6.5,2.2,-8.7,-6.5,-0.2,-6.7,-6.8,-0.7,"$2,320,044",1
198,Kyle Kuzma,24.0,14.0,1.0,22.6,4.3,9.5,45.8,1.7,4.7,35.7,1.4,1.8,77.8,0.4,3.2,3.6,0.8,1.7,1.9,16.9,0.0,0.0,3.2,3.2,20.2,0.1,3.8,0.3,10.4,8.4,6.3,6.4,21.2,0.10800000000000001,22.0,22.3,23.0,29.8,29.2,18.8,18.8,10.3,18.2,6.5,24.3,14.3,21.3,13.8,22.6,50.7,49.3,45.5,8.0,42.6,13.6,19.9,37.5,80.0,20.0,96.0,4.0,86.2,13.8,2.3,1.7,1.6,4.4,8.4,6.3,6.4,21.2,0.2,1.3,322.0,-3.4,-1.7,-5.1,-3.6,0.4,-3.2,-3.7,-1.5,-5.1,-0.4,"$1,974,600",1
202,Patty Mills,31.0,7.0,13.0,22.6,4.1,8.5,47.9,2.2,4.9,44.3,1.3,1.6,80.6,0.2,1.1,1.3,2.1,1.1,1.6,18.5,0.0,0.0,4.0,1.1,6.6,1.0,28.4,0.2,7.4,5.8,5.9,5.9,21.1,0.087,18.0,19.4,19.5,43.4,36.7,13.6,13.5,4.0,6.0,17.8,16.5,7.0,18.2,17.1,20.6,42.6,57.4,33.0,16.5,56.1,16.5,13.5,16.5,47.4,52.6,83.7,16.3,66.7,33.3,1.6,0.6,1.9,1.9,5.8,5.9,5.9,21.1,0.2,1.9,429.0,2.3,1.8,4.1,5.0,5.3,10.3,3.0,2.6,5.5,1.8,"$12,428,571",1
203,Terrence Ross,28.0,6.0,10.0,24.1,4.1,10.7,38.6,1.7,6.1,27.8,1.6,1.9,83.3,0.3,2.6,2.9,1.0,1.2,1.7,18.9,0.0,0.0,-4.6,2.6,15.3,0.9,22.6,0.3,9.3,9.1,7.0,6.8,22.1,0.11800000000000001,21.4,25.1,24.1,32.9,34.2,18.7,16.9,5.4,12.8,9.9,15.8,16.7,16.5,13.9,24.8,43.3,56.7,42.4,15.2,44.0,11.4,10.3,27.2,66.7,33.3,77.8,22.2,71.2,28.8,1.2,1.0,1.3,3.1,9.1,7.0,6.8,22.1,0.4,1.4,360.0,-0.6,0.7,0.1,-11.5,4.2,-7.3,-2.6,1.4,-1.2,0.3,"$12,500,000",1
204,OG Anunoby,22.0,13.0,4.0,30.1,4.5,8.5,52.8,1.8,3.8,47.7,0.5,1.1,50.0,1.0,4.6,5.6,1.6,1.2,2.4,25.3,1.0,0.0,6.2,4.6,20.1,1.1,21.1,0.9,41.7,10.1,8.4,6.7,26.1,0.14300000000000002,14.5,17.7,15.6,18.8,16.0,5.1,8.3,21.8,20.3,10.3,13.7,27.3,20.9,11.1,16.0,54.9,45.1,46.9,2.1,48.4,15.6,23.4,44.8,68.9,31.1,100.0,0.0,81.6,18.4,2.6,0.9,1.8,5.1,10.1,8.4,6.7,26.1,1.1,1.3,476.0,0.1,4.1,4.1,3.8,1.0,4.8,0.7,3.7,4.4,1.7,"$2,281,800",1
207,Gary Harris,25.0,13.0,4.0,32.3,4.2,10.1,41.3,1.5,4.2,34.7,1.3,1.7,75.9,0.5,2.8,3.3,1.8,0.9,2.2,21.7,0.0,0.0,5.9,2.8,11.5,1.3,23.2,0.4,11.3,9.3,6.8,9.0,29.9,0.16,15.6,15.4,16.8,21.4,20.7,11.9,12.4,6.8,10.3,10.7,11.0,21.4,16.9,9.5,15.4,58.1,41.9,48.7,8.5,39.7,19.6,23.3,40.2,76.1,23.9,84.0,16.0,78.9,21.1,2.6,0.4,2.2,4.5,9.3,6.8,9.0,29.9,0.7,1.4,511.0,-2.9,2.7,-0.2,0.9,3.1,4.0,-2.3,2.9,0.6,0.9,"$17,839,286",1
210,Darius Garland,19.0,5.0,14.0,28.2,4.1,10.8,38.0,1.7,4.4,38.1,1.1,1.3,83.3,0.2,1.3,1.5,3.1,2.6,1.3,17.3,0.0,0.0,-5.4,1.3,6.6,0.8,20.3,0.0,0.0,10.4,8.9,8.8,33.1,0.031,20.7,17.8,20.8,26.7,25.1,11.8,11.4,3.4,5.9,25.7,28.4,16.7,13.7,11.9,17.9,59.0,41.0,44.2,16.3,46.2,12.0,15.4,27.9,26.1,73.9,62.5,37.5,41.0,59.0,1.7,0.8,1.3,3.1,10.4,8.9,8.8,33.1,0.6,1.4,500.0,-4.8,-3.0,-7.9,-3.9,-4.5,-8.4,-4.9,-3.4,-8.3,-1.4,"$6,400,920",1
211,Jae Crowder,29.0,5.0,13.0,30.9,3.7,8.8,41.8,2.3,6.4,35.7,1.3,1.9,68.6,0.7,5.2,5.9,2.8,1.5,2.1,24.5,2.0,0.0,-5.7,5.2,23.4,0.9,17.4,0.4,12.7,12.4,9.0,10.2,31.4,0.042,14.8,13.8,15.0,31.3,31.3,14.8,16.4,10.9,20.5,16.7,14.2,6.8,15.1,18.5,15.8,27.2,72.8,25.4,6.1,62.4,18.3,13.2,19.3,68.0,32.0,80.5,19.5,75.8,24.2,1.4,1.1,2.0,2.1,12.4,9.0,10.2,31.4,0.3,2.3,526.0,0.5,-0.0,0.5,-0.9,-1.0,-1.9,0.3,-0.2,0.2,0.8,"$7,815,533",1
212,Eric Gordon,30.0,6.0,3.0,29.4,3.8,12.2,30.9,2.3,8.2,28.4,1.0,1.6,64.3,0.3,1.6,1.9,0.8,1.3,2.3,15.3,0.0,0.0,-4.2,1.6,7.4,0.6,13.2,0.2,6.7,12.0,9.6,10.4,34.0,0.027999999999999997,18.6,15.8,21.7,27.6,27.8,6.0,7.1,5.7,7.0,6.1,14.6,35.7,16.7,10.7,15.0,32.7,67.3,26.5,0.0,64.3,13.3,19.4,26.5,38.5,61.5,95.2,4.8,73.5,26.5,2.1,0.7,1.4,2.9,12.0,9.6,10.4,34.0,1.1,1.8,265.0,-6.7,-5.7,-12.4,-3.7,-8.1,-11.8,-6.5,-6.5,-13.0,-1.4,"$14,057,730",1
213,Duncan Robinson,25.0,13.0,5.0,24.8,3.6,7.9,45.8,2.7,6.5,41.9,0.8,0.8,93.3,0.1,2.3,2.4,0.8,0.8,2.4,17.3,0.0,0.0,0.3,2.3,12.9,0.7,15.1,0.4,15.6,12.1,5.4,6.7,23.1,0.098,15.3,17.8,18.6,36.8,35.1,9.8,7.9,2.6,10.9,5.8,8.1,9.1,21.8,7.8,19.1,17.6,82.4,16.6,1.0,76.2,9.8,16.6,15.5,81.3,18.8,95.9,4.1,92.3,7.7,1.8,1.3,1.1,1.7,12.1,5.4,6.7,23.1,0.2,0.8,425.0,1.3,-0.0,1.2,1.2,-2.7,-1.5,1.3,-0.6,0.7,0.8,"$1,416,852",1
214,Brook Lopez,31.0,16.0,3.0,27.0,3.6,8.8,41.1,1.5,5.1,28.9,1.9,2.1,92.5,0.6,4.4,4.9,1.6,1.1,2.3,27.4,2.0,0.0,8.3,4.4,18.3,0.7,16.3,2.4,56.8,9.5,5.5,6.7,22.2,0.128,16.4,14.4,17.4,18.7,22.7,17.3,13.7,13.4,17.6,10.7,13.0,9.1,20.2,13.5,15.4,42.3,57.7,40.4,4.9,41.4,3.0,7.9,35.5,70.7,29.3,100.0,0.0,82.6,17.4,0.8,0.5,0.3,3.8,9.5,5.5,6.7,22.2,0.2,1.8,487.0,-1.6,3.6,2.0,5.4,0.9,6.3,-0.4,3.2,2.8,1.4,"$12,093,024",1
215,E'Twaun Moore,30.0,5.0,9.0,21.5,4.1,9.5,43.6,1.4,3.6,40.0,0.9,1.4,65.0,0.9,2.4,3.4,1.5,0.6,1.8,17.8,0.0,0.0,-2.3,2.4,16.4,0.4,13.0,0.1,3.6,6.6,5.9,6.7,23.9,0.048,20.5,23.0,22.6,22.7,19.5,16.3,17.5,17.3,16.7,15.0,11.1,10.7,17.7,12.1,22.2,62.4,37.6,51.0,8.1,40.3,5.4,8.1,43.0,55.3,44.7,85.0,15.0,65.5,34.5,0.9,1.5,0.6,4.6,6.6,5.9,6.7,23.9,0.2,0.9,277.0,1.1,-2.1,-1.0,-0.9,0.3,-0.6,0.8,-1.7,-0.9,0.3,"$8,664,928",1
216,Markieff Morris,30.0,6.0,13.0,22.9,3.9,8.4,46.9,1.5,3.8,39.7,1.2,1.6,73.3,0.5,3.2,3.7,1.6,1.7,2.4,18.4,0.0,0.0,-5.2,3.2,20.7,0.7,19.7,0.2,10.3,9.9,7.2,5.4,24.7,0.028999999999999998,20.6,21.7,21.4,27.9,26.6,19.0,18.2,13.0,19.3,13.4,21.1,15.2,23.3,19.4,22.0,54.4,45.6,45.8,6.0,43.3,6.0,16.4,39.8,71.7,28.3,100.0,0.0,82.7,17.3,1.7,0.6,0.6,4.2,9.9,7.2,5.4,24.7,0.3,1.6,419.0,-1.8,-3.4,-5.2,-5.7,-2.4,-8.1,-2.6,-3.4,-6.0,-0.7,"$3,200,000",1
217,Jake Layman,25.0,8.0,6.0,26.4,4.4,9.4,46.2,1.4,3.9,35.2,0.4,0.7,60.0,0.9,2.1,2.9,0.8,1.3,2.2,18.6,0.0,0.0,1.1,2.1,10.7,0.9,16.0,0.7,26.3,9.8,7.4,6.9,24.9,0.11900000000000001,15.8,19.1,18.4,19.4,17.9,4.2,5.1,13.0,11.3,5.9,13.1,4.9,18.3,7.6,16.7,59.1,40.9,57.1,10.9,38.8,17.7,14.3,46.3,81.0,19.0,94.7,5.3,85.2,14.8,1.5,1.4,1.9,4.9,9.8,7.4,6.9,24.9,0.1,0.9,369.0,-2.1,-1.6,-3.7,-0.3,5.6,5.2,-1.9,-0.4,-2.3,0.1,"$3,581,986",1
218,Anfernee Simons,20.0,8.0,12.0,21.6,3.8,9.0,41.9,1.5,4.2,34.5,1.3,1.8,74.3,0.2,1.6,1.8,1.4,1.0,1.9,15.2,0.0,0.0,-3.7,1.6,10.0,0.5,19.6,0.1,4.1,7.0,6.7,6.5,21.6,0.039,20.0,21.1,21.6,27.1,27.2,15.3,16.4,4.1,8.6,16.1,15.9,19.3,15.7,16.7,20.8,53.1,46.9,44.9,16.6,42.4,11.2,15.6,28.3,32.6,67.4,62.1,37.9,44.0,56.0,1.6,0.3,1.2,2.9,7.0,6.7,6.5,21.6,0.6,1.7,414.0,-0.4,-2.4,-2.9,-6.1,-3.2,-9.3,-1.5,-2.7,-4.2,-0.3,"$2,149,560",1
219,Derrick White,25.0,7.0,11.0,24.0,3.5,7.5,46.7,1.0,2.4,41.9,2.2,2.8,78.4,0.6,1.9,2.4,3.0,1.2,2.6,19.9,0.0,0.0,-0.8,1.9,10.7,0.4,17.0,0.7,28.3,7.2,5.3,7.6,24.7,0.05,17.0,16.8,16.9,25.0,18.5,21.3,20.9,10.5,10.7,24.8,17.5,22.0,26.4,20.5,18.2,68.1,31.9,48.9,8.7,29.3,14.7,9.2,40.2,35.6,64.4,66.7,33.3,44.4,55.6,0.9,0.9,1.5,4.1,7.2,5.3,7.6,24.7,0.5,2.4,403.0,0.1,-0.9,-0.9,-1.9,0.0,-1.9,-0.3,-0.7,-1.0,0.4,"$1,948,080",1
223,Malik Monk,21.0,8.0,13.0,21.2,3.8,8.4,44.6,1.1,3.9,28.0,1.2,1.4,83.3,0.3,2.3,2.6,2.2,1.5,1.7,16.3,0.0,0.0,-1.2,2.3,15.8,0.3,12.7,0.2,10.8,8.1,6.5,5.2,21.8,0.061,21.2,21.6,22.3,19.5,24.9,19.4,16.3,7.5,14.1,20.0,21.8,21.1,19.6,13.8,21.1,53.7,46.3,54.4,3.9,33.5,15.0,16.0,50.5,50.0,50.0,82.6,17.4,59.5,40.5,1.6,0.6,1.5,5.0,8.1,6.5,5.2,21.8,0.4,1.2,399.0,-0.6,-1.5,-2.0,-1.2,7.4,6.2,-0.7,0.1,-0.6,0.4,"$4,028,400",1
224,Frank Kaminsky,26.0,8.0,10.0,23.1,3.3,8.2,40.1,1.1,3.7,28.8,2.2,3.2,68.4,0.9,4.4,5.3,2.1,1.1,2.1,20.1,1.0,0.0,-1.7,4.4,27.4,0.3,7.7,0.4,22.6,8.5,5.6,5.9,26.3,0.054000000000000006,19.1,17.9,19.6,15.7,20.9,21.9,26.4,22.5,26.5,17.1,15.2,18.2,19.1,21.8,18.4,55.1,44.9,45.5,1.1,32.4,1.1,9.1,44.3,62.5,37.5,100.0,0.0,74.6,25.4,0.9,1.2,0.1,4.3,8.5,5.6,5.9,26.3,0.6,2.4,400.0,-2.5,-2.9,-5.4,-6.9,-1.8,-8.7,-3.5,-2.8,-6.3,-0.7,"$4,767,000",1
225,Cedi Osman,24.0,5.0,14.0,30.1,3.6,8.5,42.0,1.6,4.4,36.9,0.9,1.4,69.2,0.5,3.3,3.8,2.2,1.3,2.4,20.0,0.0,0.0,-1.8,3.3,14.9,1.1,25.3,0.2,13.8,11.2,8.2,8.2,34.2,0.062,14.5,14.5,15.5,24.6,23.7,8.5,9.5,6.9,13.0,16.6,12.7,15.8,21.2,12.3,14.5,48.1,51.9,40.0,2.2,50.3,17.3,15.1,37.8,51.4,48.6,93.5,6.5,70.6,29.4,1.5,0.6,1.7,3.7,11.2,8.2,8.2,34.2,0.6,1.6,534.0,-1.2,0.1,-1.1,4.2,3.6,7.9,-0.2,0.8,0.6,0.9,"$2,907,143",1
226,P.J. Tucker,34.0,13.0,6.0,34.7,3.5,6.6,53.6,1.9,4.1,46.2,0.8,0.9,83.3,1.5,4.6,6.1,1.4,0.9,3.2,23.9,1.0,0.0,3.7,4.6,18.0,1.4,22.1,0.5,14.5,14.0,8.8,12.9,35.3,0.09300000000000001,9.2,12.1,10.2,17.1,13.0,4.6,4.3,18.7,18.1,9.1,8.7,3.4,19.4,9.4,11.3,37.6,62.4,33.5,3.2,58.4,9.2,13.5,30.3,77.4,22.6,100.0,0.0,89.6,10.4,1.3,1.2,0.9,2.9,14.0,8.8,12.9,35.3,0.1,1.6,630.0,0.0,2.5,2.5,-1.3,1.3,0.0,-0.3,2.4,2.1,1.5,"$8,349,039",1
227,George Hill,33.0,15.0,3.0,22.1,3.4,6.4,53.0,1.6,3.2,50.9,1.3,1.7,80.0,1.0,1.9,2.9,3.2,0.6,1.8,19.9,0.0,0.0,4.8,1.9,10.8,0.7,22.0,0.1,4.7,8.3,4.7,6.2,16.7,0.09,13.9,17.3,15.6,23.8,17.3,14.8,13.6,18.9,12.6,28.8,8.7,12.9,17.9,13.4,17.7,50.4,49.6,36.6,3.4,49.7,16.0,14.3,33.1,37.5,62.5,65.5,34.5,50.8,49.2,1.4,1.4,1.6,3.2,8.3,4.7,6.2,16.7,0.2,1.4,359.0,4.3,-0.2,4.2,1.5,0.1,1.7,4.0,-0.2,3.8,1.2,"$9,133,907",1
228,George Hill,33.0,15.0,3.0,22.1,3.4,6.4,53.0,1.6,3.2,50.9,1.3,1.7,80.0,1.0,1.9,2.9,3.2,0.6,1.8,19.9,0.0,0.0,4.8,1.9,10.8,0.7,22.0,0.1,4.7,8.3,4.7,6.2,16.7,0.09,13.9,17.3,15.6,23.8,17.3,14.8,13.6,18.9,12.6,28.8,8.7,12.9,17.9,13.4,17.7,50.4,49.6,36.6,3.4,49.7,16.0,14.3,33.1,37.5,62.5,65.5,34.5,50.8,49.2,1.4,1.4,1.6,3.2,8.3,4.7,6.2,16.7,0.2,1.4,359.0,4.3,-0.2,4.2,1.5,0.1,1.7,4.0,-0.2,3.8,1.2,"$1,000,000",1
230,Avery Bradley,29.0,8.0,2.0,27.4,4.1,8.4,48.8,0.8,2.8,28.6,0.6,0.8,75.0,0.7,2.5,3.2,1.8,1.1,2.6,18.3,0.0,0.0,5.5,2.5,12.3,1.0,22.7,0.1,2.4,10.7,6.9,11.0,24.8,0.151,14.9,16.7,16.7,14.0,17.6,7.5,7.5,13.7,12.6,11.5,12.0,19.0,20.0,5.6,15.3,66.7,33.3,68.8,27.1,25.0,16.7,17.7,41.7,75.8,24.2,87.5,12.5,78.0,22.0,1.7,0.6,1.6,4.0,10.7,6.9,11.0,24.8,0.4,0.6,274.0,-0.9,0.2,-0.7,-2.0,6.6,4.6,-1.2,1.3,0.2,0.4,"$4,767,000",1
231,Avery Bradley,29.0,8.0,2.0,27.4,4.1,8.4,48.8,0.8,2.8,28.6,0.6,0.8,75.0,0.7,2.5,3.2,1.8,1.1,2.6,18.3,0.0,0.0,5.5,2.5,12.3,1.0,22.7,0.1,2.4,10.7,6.9,11.0,24.8,0.151,14.9,16.7,16.7,14.0,17.6,7.5,7.5,13.7,12.6,11.5,12.0,19.0,20.0,5.6,15.3,66.7,33.3,68.8,27.1,25.0,16.7,17.7,41.7,75.8,24.2,87.5,12.5,78.0,22.0,1.7,0.6,1.6,4.0,10.7,6.9,11.0,24.8,0.4,0.6,274.0,-0.9,0.2,-0.7,-2.0,6.6,4.6,-1.2,1.3,0.2,0.4,"$2,000,000",1
232,Garrett Temple,33.0,10.0,9.0,26.5,3.2,7.8,41.2,2.1,5.7,36.1,0.9,1.3,75.0,0.4,2.5,2.9,2.0,0.9,1.9,20.1,0.0,0.0,-0.7,2.5,13.0,1.1,27.4,0.6,24.5,10.7,7.1,6.4,25.3,0.077,14.0,14.8,15.9,27.1,25.9,9.2,9.2,7.4,11.8,15.9,10.4,10.2,15.0,9.1,15.4,27.0,73.0,24.6,2.2,65.4,10.6,18.4,22.3,68.2,31.8,89.7,10.3,82.0,18.0,1.7,0.8,1.0,2.1,10.7,7.1,6.4,25.3,0.3,1.1,466.0,0.3,-0.9,-0.6,-1.6,2.2,0.6,-0.1,-0.3,-0.4,0.6,"$4,767,000",1
233,Jerami Grant,25.0,13.0,4.0,22.5,3.5,8.1,43.8,1.0,3.2,31.5,1.3,2.1,62.9,0.6,3.1,3.6,1.0,0.7,1.6,17.2,0.0,0.0,-3.6,3.1,18.1,0.4,11.3,0.5,17.6,7.7,5.6,6.0,24.1,0.08199999999999999,17.9,20.4,19.9,21.3,24.5,18.5,20.0,12.8,17.0,8.3,9.8,12.9,16.4,18.5,20.2,60.6,39.4,54.1,5.0,32.1,5.7,13.8,49.1,74.4,25.6,100.0,0.0,81.7,18.3,1.3,0.6,0.5,4.6,7.7,5.6,6.0,24.1,0.2,1.8,350.0,-1.5,-1.7,-3.2,-8.3,-4.6,-12.9,-2.8,-2.4,-5.2,-0.4,"$9,346,153",1
234,Jordan Poole,20.0,4.0,16.0,26.2,3.0,10.5,28.1,1.5,5.4,26.9,2.0,2.3,87.0,0.2,2.4,2.6,2.3,1.4,2.2,16.9,0.0,0.0,-4.1,2.4,13.8,0.6,13.5,0.2,9.1,9.3,6.9,6.9,28.7,0.052000000000000005,20.0,14.4,21.5,26.9,32.1,17.9,17.6,3.8,11.5,17.6,18.7,21.5,21.1,18.3,16.3,48.6,51.4,32.1,13.9,46.5,11.8,20.3,18.2,50.0,50.0,79.3,20.7,64.4,35.6,1.9,0.6,1.1,1.7,9.3,6.9,6.9,28.7,0.7,2.1,495.0,-4.6,-2.3,-6.9,-5.7,1.9,-3.8,-5.0,-1.6,-6.6,-1.0,"$1,964,760",1
236,Kevin Huerter,21.0,4.0,6.0,22.5,3.2,7.5,42.7,1.7,4.4,38.6,1.2,1.5,80.0,0.6,2.9,3.5,2.8,1.7,2.1,18.7,0.0,0.0,-3.8,2.9,19.5,0.6,16.2,0.3,12.0,10.4,7.4,5.9,19.2,0.046,17.9,17.4,18.7,34.7,28.6,19.0,15.5,10.9,17.2,25.7,19.8,8.8,19.3,14.3,19.4,41.3,58.7,32.3,4.3,54.8,8.6,5.4,28.0,33.3,66.7,82.4,17.6,59.4,40.6,0.5,1.1,0.8,2.6,10.4,7.4,5.9,19.2,0.3,1.3,225.0,-0.6,-6.0,-6.6,-3.7,-1.2,-4.9,-1.2,-5.3,-6.5,-0.4,"$2,636,280",1
237,D.J. Augustin,32.0,7.0,11.0,25.5,3.2,8.4,38.4,0.9,3.1,30.4,1.8,2.1,86.8,0.4,1.7,2.1,4.7,1.3,1.1,19.6,0.0,0.0,-2.3,1.7,9.4,0.7,15.6,0.0,0.0,9.8,7.2,7.3,24.7,0.106,17.6,17.6,18.6,19.1,18.9,18.5,17.0,7.3,8.9,39.4,16.0,25.0,10.7,18.1,17.9,62.9,37.1,49.4,14.5,30.7,9.0,12.7,34.9,19.5,80.5,76.5,23.5,36.2,63.8,1.2,0.8,0.8,3.2,9.8,7.2,7.3,24.7,0.7,2.1,433.0,-0.3,-2.7,-3.0,-7.7,-1.1,-8.8,-1.6,-2.6,-4.2,-0.3,"$7,250,000",1
238,Kelly Olynyk,28.0,13.0,5.0,23.7,3.2,6.7,47.1,1.7,3.9,44.3,1.2,1.3,87.5,1.0,4.4,5.4,1.6,1.5,2.7,20.9,1.0,0.0,4.9,4.4,25.2,1.1,24.7,0.4,18.9,9.4,6.1,5.9,23.2,0.124,15.1,16.5,16.4,25.4,22.5,11.4,10.1,20.2,24.1,12.9,16.3,15.4,24.9,13.0,16.7,42.1,57.9,31.3,1.2,56.0,7.8,16.9,30.1,69.2,30.8,93.5,6.5,82.5,17.5,1.6,0.8,0.7,2.8,9.4,6.1,5.9,23.2,0.2,1.5,402.0,-0.2,1.4,1.2,1.1,2.8,3.9,0.0,1.6,1.6,0.9,"$11,667,885",1
240,Furkan Korkmaz,22.0,13.0,6.0,22.9,3.3,7.6,43.4,1.7,4.8,36.3,0.8,1.0,78.9,0.2,2.1,2.3,0.8,0.8,1.7,14.1,0.0,0.0,0.2,2.1,12.2,0.3,8.6,0.3,9.3,8.3,4.2,6.7,21.9,0.085,15.9,17.1,17.9,34.7,31.5,10.4,10.0,4.2,10.4,6.5,11.0,8.1,15.4,13.1,17.8,37.2,62.8,34.5,8.0,56.9,9.2,7.5,26.4,80.0,20.0,100.0,0.0,90.5,9.5,0.7,0.7,0.8,2.4,8.3,4.2,6.7,21.9,0.2,1.2,382.0,-0.6,-2.6,-3.2,-2.6,-4.4,-7.0,-1.0,-3.1,-4.2,-0.3,"$1,620,564",1
241,Landry Shamet,22.0,7.0,3.0,29.4,3.0,7.7,39.0,2.1,5.8,36.2,1.0,1.0,100.0,0.0,1.5,1.5,1.7,1.2,3.1,13.8,0.0,0.0,0.8,1.5,7.0,0.4,9.3,0.1,3.0,11.5,5.6,8.2,25.6,0.096,13.0,12.3,14.3,30.4,28.3,8.2,6.7,0.0,5.6,12.4,12.6,12.5,20.8,7.7,13.4,24.7,75.3,19.8,0.0,69.2,13.2,25.3,19.8,44.4,55.6,100.0,0.0,83.3,16.7,2.3,0.3,1.2,1.8,11.5,5.6,8.2,25.6,0.4,1.1,294.0,-2.3,-1.2,-3.6,-1.8,-2.2,-4.0,-2.4,-1.5,-3.9,-0.2,"$1,995,120",1
242,Zach Collins,22.0,2.0,1.0,28.8,3.0,6.3,47.4,1.0,2.3,42.9,2.0,2.0,100.0,1.3,2.7,4.0,2.0,2.0,3.7,16.8,0.0,0.0,6.3,2.7,11.6,0.0,0.0,0.7,22.2,8.3,9.7,5.0,17.3,0.11900000000000001,13.9,11.1,12.5,15.0,13.0,18.8,16.7,30.8,14.6,18.2,19.4,25.0,26.8,29.3,12.6,63.2,36.8,44.4,7.4,33.3,0.0,14.8,37.0,83.3,16.7,100.0,0.0,88.9,11.1,1.3,0.7,0.0,3.3,8.3,9.7,5.0,17.3,0.3,4.0,86.0,-0.1,5.1,5.0,5.0,2.7,7.7,0.9,4.9,5.8,0.4,"$4,240,200",1
244,Jordan McRae,28.0,4.0,7.0,17.4,3.4,6.7,50.0,1.0,2.4,42.3,1.2,1.3,92.9,0.3,2.4,2.6,2.7,1.0,1.9,17.9,0.0,0.0,0.9,2.4,19.0,0.5,16.7,0.4,22.2,6.1,4.3,5.8,18.7,0.057999999999999996,18.5,20.8,19.4,19.3,17.0,19.7,17.3,7.7,16.5,25.6,17.2,13.0,22.3,20.2,20.5,64.9,35.1,53.1,14.3,33.7,4.1,19.4,38.8,34.6,65.4,72.7,27.3,45.9,54.1,1.7,0.5,0.4,3.5,6.1,4.3,5.8,18.7,0.3,1.5,169.0,1.4,-1.6,-0.2,-2.5,4.3,1.8,0.7,-0.6,0.1,0.3,"$1,645,357",1
246,Dorian Finney-Smith,26.0,12.0,6.0,26.7,3.2,6.7,47.9,1.2,3.6,32.8,1.3,1.8,69.7,1.7,3.4,5.2,0.9,1.0,1.9,18.3,1.0,0.0,3.1,3.4,17.8,0.6,16.9,0.3,16.2,9.1,8.5,8.3,26.6,0.046,13.4,14.4,14.1,14.1,15.6,10.4,11.5,29.8,20.6,7.1,12.8,21.2,18.7,10.2,13.6,47.1,52.9,46.3,2.5,39.4,19.4,25.0,43.8,67.6,32.4,100.0,0.0,79.3,20.7,2.2,1.4,1.7,3.9,9.1,8.5,8.3,26.6,0.4,1.3,453.0,-0.7,-1.8,-2.5,4.2,-3.3,0.8,0.2,-2.2,-2.0,0.2,"$4,000,000",1
